property_id,sale_date,city,area_sqft,bedrooms,bathrooms,age_years,price,price_per_sqft,furnishing,property_type,seller_type,near_metro,parking
PROP-002745,2022-07-11,Pune,4732,3,3.0,10,6930301.0,8173,Furnished,Apartment,Builder,0.0,0
PROP-002746,2023-06-16,Chennai,1618,4,1.0,15,6181629.0,11249,Furnished,Apartment,Owner,1.0,2
PROP-002747,2020-06-03,Delhi,2298,2,1.0,15,19529092.0,17798,Unfurnished,Villa,Agent,1.0,2
PROP-002748,2020-04-28,Chennai,1030,4,2.0,20,18146738.0,6971,Unfurnished,Villa,Owner,0.0,0
PROP-002749,2021-11-27,Bangalore,4074,2,3.0,43,3810142.0,19432,Unfurnished,Villa,Builder,0.0,0
PROP-002750,2020-10-08,Delhi,1413,1,3.0,41,18233332.0,10517,Furnished,Apartment,Owner,1.0,0
PROP-002751,2021-12-09,Kolkata,3644,2,3.0,7,16673725.0,5043,Semi-Furnished,Plot,Builder,0.0,1
PROP-002752,2019-05-24,Pune,1834,1,2.0,3,17550927.0,10860,Unfurnished,Plot,Owner,0.0,1
PROP-002753,2018-12-12,Kolkata,4324,2,4.0,18,17210080.0,16096,Unfurnished,Plot,Owner,,0
PROP-002754,2021-04-03,Bangalore,4401,5,4.0,46,2843231.0,15899,Furnished,Villa,Owner,0.0,0
PROP-002755,2023-03-19,Kolkata,1383,4,1.0,-46,6392440.0,8282,Unfurnished,Apartment,Builder,1.0,0
PROP-002756,2022-02-25,Delhi,3195,2,3.0,4,8777519.0,4363,Unfurnished,Plot,Agent,0.0,0
PROP-002757,2022-05-23,Delhi,2959,1,2.0,17,17945856.0,4594,Semi-Furnished,Villa,Builder,1.0,2
PROP-002758,2020-10-16,Kolkata,2914,3,1.0,27,6790718.0,5924,Unfurnished,Plot,Owner,0.0,1
PROP-002759,2022-04-22,Bangalore,1966,4,2.0,11,14771722.0,13656,Unfurnished,Office,Builder,0.0,1
PROP-002760,2020-11-13,Mumbai,2766,1,4.0,8,14516259.0,18276,Furnished,Villa,Agent,1.0,1
PROP-002761,2023-02-17,Chennai,4531,2,2.0,7,16294134.0,11771,Furnished,Apartment,Owner,0.0,0
PROP-002762,2022-01-12,Chennai,4994,2,4.0,8,14242899.0,3660,Unfurnished,Plot,Owner,1.0,2
PROP-002763,2022-04-13,Kolkata,2316,2,2.0,11,17860277.0,5287,Semi-Furnished,Office,Builder,1.0,2
PROP-002764,2022-05-23,Chennai,3840,2,4.0,2,11710937.0,16383,Furnished,Villa,Builder,1.0,0
PROP-002765,2018-12-21,Delhi,1373,1,3.0,32,7716076.0,12291,Unfurnished,Plot,Builder,0.0,2
PROP-002766,2020-05-07,Chennai,2552,5,2.0,6,4939584.0,14765,Furnished,Villa,Builder,0.0,1
PROP-002767,2018-10-22,Delhi,4197,3,1.0,27,2048706.0,13325,Unfurnished,Plot,Builder,1.0,1
PROP-002768,2019-03-07,Chennai,2849,5,1.0,49,17869761.0,18662,Unfurnished,Villa,Agent,1.0,2
PROP-002769,2020-09-23,Kolkata,2673,3,1.0,22,19425385.0,13892,Furnished,Office,Agent,1.0,1
PROP-002770,2021-02-26,Pune,810,3,3.0,49,9187558.0,7761,Furnished,Apartment,Agent,1.0,0
PROP-002771,2019-07-25,Bangalore,2268,5,3.0,3,6652297.0,17495,Unfurnished,Villa,Agent,0.0,0
PROP-002772,2023-05-11,Pune,4104,1,4.0,38,18765300.0,13205,Unfurnished,Villa,Builder,0.0,2
PROP-002773,2021-03-22,Kolkata,1653,5,4.0,5,6167794.0,3490,Unfurnished,Office,Agent,1.0,0
PROP-002774,2018-07-28,Mumbai,1573,5,3.0,5,3375164.0,13640,Furnished,Villa,Agent,0.0,2
PROP-002775,2022-07-07,Delhi,2919,3,2.0,10,3204986.0,19709,Semi-Furnished,Office,Agent,0.0,0
PROP-002776,2018-10-13,Bangalore,942,2,2.0,28,4359140.0,17729,Semi-Furnished,Plot,Owner,1.0,0
PROP-002777,2018-05-29,Kolkata,4381,2,3.0,23,15226047.0,17898,Unfurnished,Plot,Owner,0.0,0
PROP-002778,2021-03-09,Mumbai,2566,2,2.0,40,9648670.0,15029,Semi-Furnished,Villa,Agent,0.0,2
PROP-002779,2018-09-07,Delhi,2499,2,3.0,14,12856661.0,9605,Semi-Furnished,Villa,Agent,1.0,0
PROP-002780,2018-06-01,Chennai,2148,1,3.0,18,10336131.0,8430,Unfurnished,Villa,Owner,1.0,0
PROP-002781,2021-11-13,Pune,3824,1,1.0,36,2767070.0,19473,Unfurnished,Plot,Owner,1.0,1
PROP-002782,2022-05-01,Chennai,684,2,1.0,25,18999031.0,18020,Semi-Furnished,Office,Agent,1.0,0
PROP-002783,2022-07-27,Mumbai,4324,3,2.0,19,11694103.0,4326,Unfurnished,Apartment,Builder,0.0,0
PROP-002784,2022-06-02,Mumbai,1902,4,4.0,0,18314668.0,8832,Unfurnished,Plot,Builder,0.0,0
PROP-002785,2023-04-29,Bangalore,4737,4,4.0,47,8010719.0,14719,Furnished,Villa,Owner,0.0,0
PROP-002786,2023-03-10,Bangalore,4550,3,1.0,43,5973730.0,9975,Furnished,Office,Agent,1.0,0
PROP-002787,2020-06-16,Mumbai,4066,2,4.0,32,2859636.0,19183,Unfurnished,Apartment,Builder,,0
PROP-002788,2022-02-14,Kolkata,736,5,4.0,13,16551803.0,4045,Unfurnished,Apartment,Owner,1.0,1
PROP-002789,2018-11-13,Chennai,4948,4,1.0,31,17472268.0,17861,Furnished,Apartment,Agent,0.0,0
PROP-002790,2022-08-22,Pune,4450,3,2.0,46,5149493.0,6105,Semi-Furnished,Office,Agent,0.0,2
PROP-002791,2019-06-29,Bangalore,2032,1,1.0,44,,12402,Unfurnished,Plot,Owner,0.0,0
PROP-002792,2021-06-26,Mumbai,2243,1,2.0,23,8998033.0,6644,Semi-Furnished,Apartment,Builder,0.0,0
PROP-002793,2020-01-31,Mumbai,2441,1,1.0,20,2127393.0,15155,Semi-Furnished,Office,Agent,1.0,2
PROP-002794,2021-07-23,Delhi,2525,2,3.0,43,10796197.0,14296,Furnished,Plot,Agent,1.0,0
PROP-002795,2021-01-31,Delhi,4345,2,2.0,11,3158058.0,12843,Unfurnished,Apartment,Agent,1.0,2
PROP-002796,2019-06-18,Kolkata,3465,4,1.0,1,2876106.0,15251,Furnished,Villa,Agent,0.0,1
PROP-002797,2020-10-30,Delhi,2958,2,4.0,42,19009988.0,5379,Unfurnished,Villa,Agent,0.0,1
PROP-002798,2022-07-13,Delhi,2473,5,4.0,10,2291933.0,6002,Unfurnished,Apartment,Agent,0.0,1
PROP-002799,2018-09-10,Mumbai,1599,4,3.0,3,18713067.0,15057,Semi-Furnished,Office,Owner,1.0,1
PROP-002800,2019-12-31,Kolkata,4323,4,,35,19498637.0,10632,Furnished,Plot,Agent,1.0,1
PROP-002801,2022-05-12,Delhi,4524,1,2.0,30,5217615.0,5051,Unfurnished,Apartment,Agent,1.0,1
PROP-002802,2022-12-20,Delhi,803,2,2.0,13,2415840.0,4766,Unfurnished,Office,Agent,1.0,2
PROP-002803,2020-07-10,Pune,2235,4,2.0,23,18095968.0,3254,Furnished,Villa,Agent,1.0,1
PROP-002804,2022-07-10,Chennai,1255,3,4.0,20,17470998.0,10321,Furnished,Plot,Agent,1.0,2
PROP-002805,2021-04-26,Bangalore,2590,5,2.0,25,18408984.0,9071,Unfurnished,Apartment,Owner,1.0,2
PROP-002806,2023-04-13,Bangalore,2081,5,1.0,9,8450357.0,7094,Unfurnished,Plot,Builder,1.0,2
PROP-002807,2020-10-14,Delhi,1569,3,4.0,17,14511347.0,16383,Unfurnished,Office,Owner,0.0,1
,2021-06-28,Chennai,2059,1,2.0,44,16852163.0,3172,Furnished,Office,Agent,1.0,2
PROP-002809,2020-12-04,Kolkata,4547,5,4.0,19,8897153.0,12940,Semi-Furnished,Villa,Agent,1.0,2
PROP-002810,2019-03-26,Chennai,894,3,1.0,32,2889347.0,5043,Furnished,Plot,Agent,1.0,2
PROP-002811,2019-11-13,Kolkata,4541,5,4.0,14,15572944.0,5904,Furnished,Plot,Builder,0.0,1
PROP-002812,2022-05-27,Kolkata,3348,2,1.0,43,6249599.0,17526,Semi-Furnished,Plot,Owner,0.0,0
PROP-002813,2018-05-25,Mumbai,4022,2,4.0,34,18327481.0,19722,Furnished,Apartment,Owner,1.0,0
,2018-11-15,Bangalore,2780,5,2.0,23,10496726.0,9693,Furnished,Villa,Builder,1.0,1
PROP-002815,2019-07-23,Mumbai,2368,3,4.0,5,15766876.0,4228,Semi-Furnished,Apartment,Agent,1.0,1
PROP-002816,2023-02-17,Mumbai,2419,1,4.0,35,11228806.0,11795,Unfurnished,Plot,Builder,1.0,0
PROP-002817,2021-12-24,Mumbai,3346,1,3.0,2,4204431.0,6679,Furnished,Plot,Agent,0.0,1
PROP-002818,2020-01-16,Bangalore,1493,2,2.0,13,3324732.0,10926,Unfurnished,Villa,Builder,0.0,1
PROP-002819,2021-10-31,Chennai,4451,3,1.0,30,17441576.0,8335,Semi-Furnished,Plot,Owner,0.0,0
PROP-002820,2022-04-30,Pune,3932,2,3.0,31,5873299.0,16415,Unfurnished,Apartment,Builder,1.0,1
PROP-002821,2020-10-20,Chennai,2557,5,3.0,27,14873449.0,8431,Semi-Furnished,Villa,Owner,1.0,0
PROP-002822,2023-02-17,Delhi,2084,3,1.0,24,4238994.0,9892,Semi-Furnished,Office,Builder,1.0,2
PROP-002823,2021-09-03,Bangalore,4808,1,4.0,33,5083258.0,11888,Unfurnished,Plot,Agent,0.0,0
PROP-002824,2023-04-30,Kolkata,2748,4,2.0,10,14007720.0,16854,Unfurnished,Plot,Agent,1.0,2
PROP-002825,2022-09-23,Chennai,1917,3,3.0,42,13474887.0,12924,Semi-Furnished,Office,Owner,0.0,2
PROP-002826,2023-06-01,Chennai,834,5,2.0,19,10917691.0,16694,Semi-Furnished,Apartment,Builder,1.0,2
PROP-002827,2020-01-21,Bangalore,3081,5,2.0,9,11689878.0,9900,Furnished,Office,Agent,1.0,2
PROP-002828,2021-02-12,Delhi,1852,4,3.0,12,4706120.0,9077,Unfurnished,Plot,Owner,1.0,2
PROP-002829,2018-04-29,Delhi,2228,2,3.0,44,11668271.0,19931,Semi-Furnished,Office,Builder,1.0,0
PROP-002830,2023-02-15,Kolkata,4337,2,2.0,5,9669187.0,5607,Furnished,Villa,Agent,0.0,0
PROP-002831,2021-04-10,Chennai,1687,2,1.0,0,9805587.0,10059,Unfurnished,Office,Owner,1.0,0
PROP-002832,2021-06-06,Pune,1289,3,1.0,6,17316276.0,4830,Semi-Furnished,Plot,Agent,0.0,1
PROP-002833,2022-01-29,Mumbai,2581,4,2.0,8,11558423.0,4047,Furnished,Plot,Builder,0.0,1
PROP-002834,2019-11-04,Bangalore,2153,3,2.0,7,18181412.0,7018,Unfurnished,Office,Owner,0.0,0
PROP-002835,2021-02-07,Pune,2246,3,3.0,42,12359629.0,11012,Unfurnished,Apartment,Agent,1.0,2
PROP-002836,2022-05-22,Delhi,1689,5,4.0,33,3613345.0,15044,Furnished,Plot,Builder,1.0,2
PROP-002837,2019-02-05,Bangalore,3749,1,4.0,25,9397519.0,18978,Furnished,Apartment,Builder,0.0,0
PROP-002838,2020-09-27,Mumbai,2101,2,3.0,31,7980927.0,18043,Semi-Furnished,Apartment,Owner,0.0,0
,2019-02-02,Delhi,1206,2,3.0,-4,11379539.0,12883,Unfurnished,Apartment,Owner,1.0,0
PROP-002840,2018-09-27,Delhi,2451,5,2.0,28,4352041.0,8937,Unfurnished,Apartment,Owner,1.0,0
PROP-002841,2022-03-03,Delhi,4914,1,2.0,47,7210896.0,17989,Unfurnished,Villa,Builder,1.0,1
PROP-002842,2018-01-07,Bangalore,1211,4,1.0,26,6402631.0,14150,Furnished,Plot,Owner,1.0,2
PROP-002843,2018-04-05,Mumbai,4694,3,2.0,46,18255041.0,15000,Furnished,Plot,Builder,1.0,0
PROP-002844,2018-07-10,Bangalore,4916,1,2.0,47,4586953.0,5372,Unfurnished,Apartment,Owner,0.0,2
PROP-002845,2022-07-06,Pune,925,5,4.0,31,16592645.0,5859,Furnished,Apartment,agent,1.0,2
PROP-002846,2021-07-07,Delhi,2452,1,4.0,11,6860339.0,3619,Furnished,Apartment,Agent,0.0,1
PROP-002847,2019-04-14,Kolkata,2396,4,4.0,20,12728762.0,4210,Furnished,Office,Builder,1.0,2
PROP-002848,2018-03-16,Kolkata,836,3,1.0,45,6415452.0,5122,Unfurnished,Office,Owner,0.0,1
PROP-002849,2020-06-24,Pune,3243,4,3.0,46,10930630.0,13027,Furnished,Apartment,Builder,0.0,0
PROP-002850,2022-12-10,Pune,4279,2,4.0,36,10248768.0,6613,Furnished,Plot,Agent,0.0,0
PROP-002851,2023-04-06,Chennai,4658,1,3.0,16,9888564.0,10888,Semi-Furnished,Apartment,Agent,0.0,0
PROP-002852,2020-06-22,Chennai,1867,4,2.0,15,3844647.0,5492,Unfurnished,Villa,Owner,1.0,1
PROP-002853,2018-08-24,Kolkata,3276,4,1.0,28,7841553.0,18261,Unfurnished,Office,Agent,0.0,2
PROP-002854,2022-05-25,Kolkata,2220,1,4.0,15,3061271.0,6005,Semi-Furnished,Villa,Agent,1.0,1
PROP-002855,2020-02-26,Pune,1006,1,4.0,5,10335626.0,11707,Semi-Furnished,Office,Builder,,1
PROP-002856,2022-07-26,Mumbai,3070,4,2.0,27,7682513.0,15436,Unfurnished,Villa,Agent,0.0,2
PROP-002857,2022-04-19,Delhi,2547,4,4.0,44,6960493.0,19290,Semi-Furnished,Apartment,Agent,0.0,0
PROP-002858,2018-03-21,Pune,1576,5,1.0,1,3028904.0,14298,Furnished,Apartment,Builder,0.0,0
PROP-002859,2020-10-11,Chennai,4711,2,4.0,44,2824918.0,19104,Unfurnished,Apartment,Builder,1.0,1
PROP-002860,2021-06-04,Chennai,4135,4,4.0,18,5511809.0,6128,Semi-Furnished,Office,Owner,1.0,0
PROP-002861,2020-04-28,Kolkata,4953,2,3.0,31,11495935.0,7186,Furnished,Office,Builder,1.0,2
PROP-002862,2018-04-04,Delhi,4813,1,4.0,16,8535782.0,15711,Unfurnished,Office,Agent,0.0,2
PROP-002863,2020-06-10,Mumbai,2144,3,2.0,2,17227992.0,3540,Semi-Furnished,Office,Owner,1.0,2
PROP-002864,2021-11-26,Pune,4254,2,2.0,3,2459599.0,12295,Unfurnished,Plot,Agent,0.0,2
PROP-002865,2022-08-21,Mumbai,4840,3,1.0,5,11644766.0,18551,Semi-Furnished,Apartment,Owner,1.0,2
PROP-002866,2020-11-18,Kolkata,860,2,1.0,6,16492483.0,6426,Unfurnished,Office,Builder,0.0,2
PROP-002867,2018-06-21,Mumbai,798,4,4.0,19,19785351.0,19030,Semi-Furnished,Office,Builder,0.0,1
PROP-002868,2019-12-23,Chennai,2875,4,1.0,40,7831471.0,10691,Furnished,Apartment,Agent,0.0,0
PROP-002869,2019-07-06,Delhi,4406,1,3.0,20,7471977.0,3419,Semi-Furnished,Apartment,Owner,0.0,2
PROP-002870,2019-10-01,Chennai,3535,5,2.0,43,2363876.0,12287,Furnished,Office,Builder,0.0,2
PROP-002871,2020-02-17,Bangalore,1406,1,2.0,43,5155866.0,3900,Furnished,Plot,Owner,1.0,1
PROP-002872,2022-05-05,Delhi,2094,5,1.0,27,19795308.0,9482,Semi-Furnished,Apartment,Owner,0.0,1
PROP-002873,2020-07-25,Pune,2040,3,1.0,21,7907887.0,10457,Furnished,Plot,Builder,0.0,1
PROP-002874,2018-08-21,Mumbai,4290,1,2.0,13,15617523.0,18501,Furnished,Plot,Agent,0.0,0
PROP-002875,2020-04-19,Kolkata,4296,4,1.0,40,9805580.0,12252,Unfurnished,Villa,Agent,1.0,1
PROP-002876,2020-05-13,Mumbai,2180,1,2.0,27,5163980.0,3888,Unfurnished,Villa,Owner,0.0,2
PROP-002877,2021-04-20,Bangalore,3042,2,1.0,28,12168135.0,13163,Furnished,Office,Agent,0.0,1
PROP-002878,2019-03-15,Delhi,4991,2,1.0,-29,12302296.0,17136,Semi-Furnished,Plot,Builder,1.0,1
PROP-002879,2021-12-16,Mumbai,2081,1,2.0,32,14155081.0,7481,Furnished,Apartment,Owner,0.0,2
PROP-002880,2018-07-25,Chennai,3726,3,2.0,45,8180721.0,15589,Unfurnished,Apartment,Agent,1.0,1
PROP-002881,2022-09-26,Delhi,4728,2,4.0,2,9681962.0,5354,Semi-Furnished,Apartment,Owner,0.0,1
PROP-002882,2018-06-04,Pune,4249,5,1.0,0,6967204.0,3870,Furnished,Office,Owner,0.0,0
PROP-002883,2018-06-01,Chennai,716,4,3.0,22,17151468.0,17723,Unfurnished,Plot,Agent,0.0,1
PROP-002884,2020-05-12,Bangalore,523,4,1.0,29,3560516.0,19645,Unfurnished,Office,Agent,0.0,2
PROP-002885,2019-01-18,Delhi,2809,3,3.0,20,15405371.0,8435,Unfurnished,Villa,Owner,1.0,1
PROP-002886,2021-11-13,Chennai,838,1,2.0,1,7982230.0,16977,Furnished,Plot,Builder,1.0,0
PROP-002887,2020-12-16,Chennai,2194,2,4.0,34,6189014.0,19657,Semi-Furnished,Office,Builder,1.0,2
PROP-002888,2023-04-13,Delhi,2697,3,2.0,24,12037468.0,4788,Semi-Furnished,Office,Builder,0.0,0
PROP-002889,2019-08-31,Delhi,746,1,1.0,35,17294459.0,18645,Unfurnished,Office,Agent,0.0,2
PROP-002890,2019-06-23,Bangalore,4777,1,2.0,12,6712455.0,17743,Furnished,Apartment,Agent,1.0,1
PROP-002891,2019-05-24,Pune,2108,3,4.0,2,9895637.0,9334,Unfurnished,Villa,Agent,1.0,0
PROP-002892,2020-10-15,Chennai,1672,5,,30,15414990.0,13076,Semi-Furnished,Plot,Builder,1.0,1
PROP-002893,2020-06-06,Mumbai,4220,3,2.0,8,,5354,Furnished,Villa,Agent,1.0,1
PROP-002894,2019-04-16,Bangalore,1425,3,2.0,21,14948039.0,17262,Furnished,Plot,Owner,0.0,2
PROP-002895,2022-10-23,Bangalore,1970,5,3.0,37,,15045,Furnished,Office,Agent,1.0,1
PROP-002896,2018-07-02,Bangalore,4092,1,3.0,25,16451372.0,18193,Unfurnished,Office,Agent,1.0,2
PROP-002897,2022-09-03,Kolkata,4583,5,2.0,45,18371640.0,17029,Semi-Furnished,Villa,Owner,1.0,1
PROP-002898,2019-05-02,Bangalore,4687,2,1.0,18,2680140.0,5755,Semi-Furnished,Apartment,Owner,1.0,0
PROP-002899,2022-12-30,Bangalore,1092,3,2.0,5,17743017.0,8669,Furnished,Villa,Owner,1.0,0
PROP-002900,2020-09-04,Kolkata,1655,3,4.0,2,13814123.0,16802,Furnished,Office,Agent,1.0,1
PROP-002901,2018-08-16,Mumbai,3542,2,2.0,30,13435606.0,10145,Furnished,Office,Agent,0.0,0
PROP-002902,2019-05-03,Kolkata,4736,4,1.0,11,10461419.0,4559,Unfurnished,Apartment,Builder,1.0,0
PROP-002903,2021-07-31,Mumbai,4943,5,1.0,27,,13694,Furnished,Villa,Agent,1.0,1
PROP-002904,2022-02-16,Mumbai,1720,5,1.0,1,19628622.0,16890,Unfurnished,Apartment,Owner,0.0,2
PROP-002905,2020-05-13,Delhi,690,4,3.0,38,18792512.0,8660,Unfurnished,Villa,Builder,0.0,2
PROP-002906,2020-12-29,Bangalore,2917,1,1.0,17,2266489.0,3533,Semi-Furnished,Apartment,Owner,0.0,1
PROP-002907,2020-06-21,Bangalore,3401,1,3.0,36,8326106.0,6606,Furnished,Plot,Builder,1.0,2
PROP-002908,2018-04-11,Chennai,1080,4,3.0,12,18820341.0,10997,Unfurnished,Plot,Owner,1.0,1
PROP-002909,2019-07-17,Pune,2828,4,2.0,23,15346320.0,18390,Furnished,Plot,Owner,1.0,1
PROP-002910,2022-12-09,Mumbai,2619,4,2.0,6,12252868.0,3238,Semi-Furnished,Apartment,Agent,1.0,2
PROP-002911,2020-05-02,Mumbai,1416,1,4.0,14,5715619.0,13689,Unfurnished,Office,Owner,0.0,1
PROP-002912,2020-05-09,Chennai,3580,5,2.0,16,9205813.0,18425,Furnished,Villa,Agent,0.0,1
PROP-002913,2020-02-19,Bangalore,3495,5,3.0,26,11209962.0,8916,Unfurnished,Plot,Builder,0.0,2
PROP-002914,2019-10-21,Pune,4008,3,2.0,24,15582916.0,13738,Unfurnished,Apartment,Owner,1.0,0
PROP-002915,2021-02-14,Delhi,3725,5,2.0,2,5194933.0,8111,Semi-Furnished,Apartment,Builder,0.0,1
PROP-002916,2019-01-21,Chennai,3938,4,1.0,30,8812555.0,14057,Furnished,Plot,Agent,0.0,2
PROP-002917,2023-04-10,Bangalore,1235,5,2.0,14,16014920.0,4798,Furnished,Apartment,Owner,1.0,2
PROP-002918,2021-11-04,Bangalore,3943,1,3.0,37,9633256.0,6607,Unfurnished,Plot,Builder,0.0,2
PROP-002919,2020-05-08,Mumbai,3685,3,1.0,2,12555846.0,8259,Unfurnished,Plot,Agent,,2
PROP-002920,2023-02-21,Chennai,4273,5,2.0,24,19593415.0,13039,Unfurnished,Apartment,Owner,1.0,1
PROP-002921,2022-01-31,Kolkata,1641,4,2.0,3,4548104.0,18262,Furnished,Plot,Agent,1.0,1
PROP-002922,2020-04-23,Chennai,2717,4,2.0,3,17508885.0,12456,Semi-Furnished,Plot,Owner,1.0,0
PROP-002923,2018-02-21,Chennai,1809,4,1.0,3,14486783.0,7737,Semi-Furnished,Apartment,Agent,0.0,2
PROP-002924,2020-07-30,Bangalore,1292,5,1.0,33,19831862.0,12698,Furnished,Apartment,Builder,0.0,0
PROP-002925,2021-01-25,Bangalore,4944,2,1.0,23,11414409.0,14114,Semi-Furnished,Villa,Builder,1.0,0
PROP-002926,2020-02-09,Kolkata,4621,5,4.0,8,6691488.0,8500,Unfurnished,Apartment,Builder,0.0,1
PROP-002927,2020-05-24,Pune,1268,3,4.0,33,10672171.0,4364,Unfurnished,Villa,Agent,0.0,0
PROP-002928,2018-09-30,Kolkata,4186,4,2.0,20,17658638.0,9762,Semi-Furnished,Plot,Agent,1.0,2
PROP-002929,2019-02-16,Delhi,4897,3,3.0,47,10531520.0,7782,Unfurnished,Office,Agent,0.0,1
PROP-002930,2021-09-06,Bangalore,851,1,1.0,15,2708305.0,13997,Furnished,Office,Agent,0.0,0
PROP-002931,2021-07-20,Delhi,1962,1,3.0,12,8124461.0,12074,Unfurnished,Villa,Builder,1.0,1
PROP-002932,2022-09-25,Kolkata,1372,3,4.0,4,9329978.0,6636,Unfurnished,Villa,Agent,0.0,2
PROP-002933,2022-05-19,Bangalore,527,2,1.0,24,6371032.0,11732,Furnished,Plot,Builder,1.0,2
PROP-002934,2020-04-20,Kolkata,669,5,2.0,12,2275054.0,15135,Furnished,Office,Agent,0.0,2
PROP-002935,2022-02-06,Bangalore,2941,1,2.0,23,17890175.0,17267,Unfurnished,Apartment,Owner,1.0,1
PROP-002936,2019-11-06,Delhi,2583,3,1.0,36,5820654.0,8389,Furnished,Plot,Owner,1.0,1
PROP-002937,2018-07-09,Bangalore,2213,1,3.0,21,10288106.0,4972,Furnished,Apartment,Agent,0.0,1
PROP-002938,2019-02-22,Delhi,2607,3,2.0,23,16289924.0,7414,Furnished,Apartment,Owner,0.0,0
PROP-002939,2019-01-23,Chennai,3734,3,4.0,0,11265985.0,9381,Furnished,Office,Builder,1.0,0
PROP-002940,2018-02-08,Kolkata,2453,1,2.0,11,14749241.0,5651,Semi-Furnished,Villa,Agent,1.0,2
PROP-002941,2018-06-01,Kolkata,2856,1,4.0,28,17560970.0,8334,Unfurnished,Villa,Agent,1.0,2
PROP-002942,2021-01-13,Pune,4543,2,2.0,11,7964931.0,11492,Furnished,Office,Builder,0.0,1
PROP-002943,2020-01-23,Kolkata,3343,1,1.0,48,16972966.0,12834,Furnished,Villa,Agent,1.0,2
PROP-002944,2023-05-16,Chennai,2948,1,4.0,23,13539669.0,17656,Unfurnished,Apartment,Agent,1.0,2
PROP-002945,2018-04-25,Bangalore,1894,4,4.0,38,6588612.0,5092,Semi-Furnished,Plot,Builder,1.0,1
PROP-002946,2019-02-22,Kolkata,749,4,1.0,49,3922197.0,13994,Furnished,Plot,Builder,1.0,2
PROP-002947,2020-06-14,Delhi,3021,2,1.0,18,14305590.0,11785,Furnished,Plot,Owner,1.0,1
PROP-002948,2022-06-06,Bangalore,2168,5,2.0,14,18187655.0,13962,Semi-Furnished,Office,Owner,0.0,1
PROP-002949,2022-03-13,Pune,1574,3,4.0,21,6934186.0,11162,Furnished,Plot,Builder,1.0,2
,2023-04-09,Chennai,4688,4,4.0,38,3755366.0,7117,Semi-Furnished,Apartment,Builder,0.0,1
PROP-002951,2019-01-25,Kolkata,4013,1,1.0,11,13416175.0,7927,Unfurnished,Office,Builder,1.0,1
PROP-002952,2019-02-26,Mumbai,1036,4,1.0,36,14311583.0,14689,Furnished,Plot,Builder,0.0,0
PROP-002953,2022-06-26,Bangalore,4621,2,1.0,36,12166110.0,6067,Furnished,Office,Builder,1.0,1
PROP-002954,2018-01-11,Mumbai,3513,5,1.0,5,13781861.0,14841,Furnished,Office,Owner,1.0,0
PROP-002955,2020-06-20,Mumbai,1069,2,1.0,49,18715880.0,12903,Unfurnished,Apartment,Agent,1.0,2
PROP-002956,2019-06-18,Pune,3455,4,4.0,17,19869619.0,19275,Semi-Furnished,Plot,Agent,1.0,2
PROP-002957,2022-04-29,Chennai,2281,5,2.0,24,7127623.0,15789,Unfurnished,Apartment,Builder,1.0,2
PROP-002958,2022-04-12,Chennai,3596,3,2.0,12,13079126.0,8796,Semi-Furnished,Plot,Agent,1.0,2
PROP-002959,2021-05-08,Mumbai,3211,3,1.0,36,3009090.0,18261,Furnished,Apartment,Agent,0.0,1
PROP-002960,2022-03-06,Mumbai,4985,1,2.0,29,13722897.0,6080,Unfurnished,Office,Owner,1.0,1
PROP-002961,2021-01-06,Bangalore,1531,2,1.0,39,15724056.0,18617,Semi-Furnished,Apartment,Agent,1.0,0
PROP-002962,2022-04-30,Kolkata,1293,1,4.0,37,11277119.0,19007,Unfurnished,Apartment,Agent,1.0,1
PROP-002963,2021-10-23,Delhi,2587,5,3.0,21,3335943.0,19040,Semi-Furnished,Office,Owner,1.0,0
PROP-002964,2022-10-23,Pune,1684,4,2.0,1,8762314.0,7224,Furnished,Apartment,Builder,1.0,1
PROP-002965,2021-07-22,Kolkata,2225,1,3.0,17,10133887.0,15640,Semi-Furnished,Apartment,Agent,1.0,2
PROP-002966,2023-02-07,Chennai,2796,4,3.0,49,9253737.0,17340,Furnished,Plot,Builder,0.0,1
PROP-002967,2022-02-02,Pune,651,4,2.0,20,9301221.0,3386,Semi-Furnished,Office,Builder,0.0,1
PROP-002968,2020-09-23,Kolkata,3030,3,3.0,42,2256634.0,10313,Furnished,Villa,Owner,1.0,0
PROP-002969,2021-01-17,Delhi,3575,5,2.0,11,11474609.0,16256,Furnished,Office,Builder,0.0,2
PROP-002970,2021-01-10,Pune,4698,5,1.0,25,19457891.0,13182,Unfurnished,Villa,Builder,0.0,0
PROP-002971,2021-07-22,Chennai,2510,3,1.0,25,14190427.0,18005,Unfurnished,Office,Builder,1.0,0
PROP-002972,2022-06-30,Mumbai,3963,4,4.0,4,11152150.0,17762,Furnished,Office,Builder,1.0,0
PROP-002973,2021-10-30,Pune,4021,2,1.0,44,5851407.0,16520,Furnished,Plot,Agent,0.0,0
PROP-002974,2021-08-01,Delhi,4145,2,1.0,44,,8511,Furnished,Villa,Owner,0.0,0
PROP-002975,2019-02-24,Chennai,1414,2,1.0,22,8890391.0,6046,Furnished,Office,Owner,1.0,2
PROP-002976,2020-06-08,Pune,4369,3,1.0,37,-7280290.0,18954,Unfurnished,Office,Builder,0.0,2
PROP-002977,2019-01-19,Chennai,3553,3,4.0,6,14611414.0,3316,Furnished,Villa,Owner,0.0,1
