sku,product_name,category,warehouse,stock_date,stock_qty,reorder_point,incoming_qty,outgoing_qty,unit_cost,stock_value,days_since_last_stock,is_low_stock,supplier
SKU-01243,Product_117,Apparel ,WH-Chennai,2023-03-07,215,36,437.0,97,2186.0,370630,47,0,Supplier_55
SKU-01301,Product_331,Electronics,WH-Mumbai,2023-10-28,667,52,407.0,155,1076.0,486356,61,0,Supplier_46
SKU-00398,Product_168,Apparel,WH-Delhi,2023-06-16,618,11,337.0,332,644.0,338642,26,0,Supplier_10
SKU-01536,Product_252,Home,WH-Bangalore,2023-03-14,335,91,66.0,364,4349.0,-283500,62,1,Supplier_95
SKU-00922,Product_305,Home,WH-Mumbai,2023-03-06,807,94,388.0,142,3572.0,182743,70,0,Supplier_14
SKU-00819,Product_322,Electronics,WH-Mumbai,2023-10-04,562,82,353.0,495,3308.0,478087,57,1,Supplier_94
SKU-00883,Product_377,Books,WH-Chennai,2023-05-27,495,55,460.0,333,2430.0,395946,84,0,Supplier_79
SKU-01807,Product_261,Grocery,WH-Bangalore,2023-11-10,692,16,56.0,72,1871.0,102815,3,0,Supplier_22
SKU-01233,Product_24,Books,WH-Mumbai,2023-08-02,951,72,482.0,117,1084.0,221842,60,0,Supplier_67
SKU-01844,Product_73,Apparel,WH-Delhi,2023-10-02,133,92,65.0,499,3932.0,433718,51,0,Supplier_62
SKU-00530,Product_301,Apparel,WH-Chennai,2023-09-26,985,58,145.0,149,676.0,171644,73,1,Supplier_27
SKU-01845,Product_207,Electronics,WH-Delhi,2023-09-17,340,81,437.0,412,801.0,386150,11,1,Supplier_98
SKU-00786,Product_353,Books,WH-Chennai,2023-09-06,424,66,462.0,187,1876.0,442041,62,1,Supplier_33
SKU-01058,Product_153,Electronics,WH-Bangalore,2023-12-30,960,77,176.0,499,1831.0,184523,61,0,Supplier_52
SKU-00778,Product_72,Apparel,WH-Mumbai,2023-02-10,440,45,302.0,165,429.0,110281,7,0,
SKU-00272,Product_14,Home,WH-Bangalore,2023-11-19,619,55,456.0,486,4185.0,189642,11,0,Supplier_99
SKU-00190,Product_334,Books,WH-Chennai,2023-04-28,481,25,14.0,282,842.0,126401,67,0,Supplier_7
SKU-01525,Product_341,Apparel,WH-Mumbai,2023-01-05,6,65,298.0,245,4602.0,394524,75,1,Supplier_86
SKU-01498,Product_186,Apparel,WH-Mumbai,2024-01-27,329,21,126.0,393,1040.0,193800,55,1,Supplier_53
SKU-00167,Product_415,Electronics,WH-Chennai,2023-02-20,349,26,429.0,444,286.0,286848,55,0,Supplier_66
SKU-01830,Product_252,Books,WH-Bangalore,2023-06-07,861,76,215.0,330,4849.0,392711,59,1,Supplier_30
SKU-00309,Product_308,Books,WH-Delhi,2023-04-12,234,56,303.0,116,2026.0,264600,54,1,Supplier_71
SKU-00243,Product_427,Electronics,WH-Chennai,2024-01-27,842,57,339.0,234,2459.0,213652,82,1,Supplier_37
SKU-00735,Product_125,Apparel,WH-Mumbai,2023-12-24,741,18,421.0,388,224.0,108912,57,1,Supplier_91
SKU-00105,Product_329,Books,WH-Delhi,2023-03-04,447,51,281.0,225,3727.0,416879,20,1,Supplier_96
SKU-01204,Product_215,Grocery,WH-Bangalore,2024-01-11,272,58,62.0,168,3396.0,137755,10,0,Supplier_33
SKU-01899,Product_187,Apparel,WH-Bangalore,2023-01-10,772,34,365.0,373,4304.0,442199,11,0,Supplier_35
SKU-00746,Product_352,Books,WH-Mumbai,2023-12-31,845,50,166.0,217,975.0,354442,21,1,Supplier_41
SKU-00248,Product_330,Apparel,WH-Bangalore,2023-02-09,306,58,467.0,354,152.0,333914,0,1,Supplier_35
SKU-01859,Product_62,Grocery,WH-Chennai,2023-12-15,685,67,232.0,422,1938.0,299454,61,1,Supplier_81
SKU-00889,Product_421,Electronics,WH-Bangalore,2023-08-08,935,75,405.0,121,2537.0,467541,83,0,Supplier_96
SKU-00608,Product_394,Apparel,WH-Bangalore,2023-09-01,250,64,54.0,292,1661.0,60958,30,0,Supplier_24
SKU-00107,Product_339,Grocery,WH-Chennai,2023-08-26,738,83,420.0,84,666.0,201401,65,0,Supplier_70
SKU-00800,Product_227,Books,WH-Delhi,2023-12-04,835,39,177.0,276,488.0,486232,9,0,Supplier_77
SKU-01325,Product_341,Books,WH-Bangalore,2023-04-21,159,78,364.0,477,4282.0,293639,83,0,Supplier_99
SKU-01028,Product_487,Electronics,WH-Delhi,2023-10-09,101,47,485.0,141,3015.0,206122,86,0,Supplier_85
SKU-01937,Product_192,Books,WH-Mumbai,2023-10-28,576,72,240.0,64,1278.0,263220,20,1,Supplier_92
SKU-00143,Product_171,Apparel,WH-Mumbai,2024-02-02,80,48,208.0,249,1604.0,104039,45,1,Supplier_35
SKU-00347,Product_470,Electronics,WH-Chennai,,665,37,474.0,252,4322.0,412794,41,1,Supplier_59
SKU-01336,Product_324,Books,WH-Chennai,2023-10-29,488,89,398.0,38,1441.0,41853,42,0,Supplier_50
SKU-00250,Product_58,Home,WH-Mumbai,2023-08-10,103,28,,499,4920.0,25708,44,1,Supplier_25
SKU-00749,Product_495,Grocery,WH-Mumbai,2023-04-22,821,85,476.0,125,2518.0,280269,14,0,Supplier_41
SKU-00576,Product_160,Apparel,WH-Delhi,2023-03-18,42,20,372.0,313,140.0,6659,54,1,Supplier_18
SKU-01137,Product_79,Apparel,WH-Bangalore,2023-06-30,600,80,216.0,181,3676.0,57468,57,1,Supplier_6
SKU-01916,Product_226,Apparel,WH-Bangalore,2023-12-16,798,92,494.0,39,2144.0,448331,83,0,Supplier_92
SKU-01878,Product_123,Grocery,WH-Bangalore,2023-09-22,642,39,395.0,122,2426.0,299183,4,0,Supplier_9
SKU-01628,Product_229,Home,WH-Chennai,2023-10-15,373,61,42.0,447,3575.0,269428,58,1,Supplier_18
SKU-01167,Product_138,Home,WH-Chennai,2023-09-24,777,62,279.0,474,3619.0,120260,33,0,Supplier_89
SKU-00300,Product_247,Home,WH-Delhi,2023-12-21,834,73,88.0,256,4965.0,228163,47,1,Supplier_29
SKU-01954,Product_253,Books,WH-Mumbai,2023-07-07,288,33,480.0,173,4503.0,321166,0,0,Supplier_32
SKU-01647,Product_382,Books,WH-Chennai,2023-05-11,837,12,51.0,92,2873.0,313797,47,1,Supplier_58
SKU-00954,Product_424,Home,WH-Bangalore,2023-01-28,639,42,402.0,288,3509.0,349893,9,1,Supplier_65
SKU-01836,Product_495,Apparel,WH-Delhi,2023-09-20,427,32,103.0,20,858.0,357615,14,1,
SKU-00270,Product_282,Electronics,WH-Chennai,2023-01-19,177,88,150.0,136,665.0,69633,28,0,Supplier_48
SKU-00480,Product_416,Books,WH-Mumbai,2024-01-20,142,79,57.0,86,4669.0,184275,21,0,Supplier_65
SKU-01357,Product_139,Apparel,WH-Delhi,2023-09-24,504,43,352.0,185,303.0,491651,16,0,Supplier_29
SKU-01401,Product_88,Electronics,WH-Delhi,2023-11-18,919,37,444.0,452,1427.0,218737,85,0,Supplier_30
SKU-00230,Product_24,Electronics,WH-Bangalore,2023-07-24,245,19,169.0,358,1138.0,42715,31,1,Supplier_88
SKU-01266,Product_163,Books,WH-Mumbai,2023-12-09,148,19,71.0,330,2013.0,149931,12,0,Supplier_77
SKU-00306,Product_124,Books,WH-Mumbai,,281,36,271.0,247,2059.0,295876,80,0,Supplier_3
SKU-01562,Product_370,Books,WH-Delhi,2023-03-24,457,47,224.0,110,4630.0,20171,41,0,Supplier_6
SKU-00409,Product_140,Home,WH-Delhi,,78,91,415.0,268,3489.0,335423,66,0,Supplier_12
SKU-01711,Product_68,Home,WH-Mumbai,2024-02-02,589,68,5.0,451,1780.0,159796,18,1,Supplier_18
SKU-00910,Product_302,Home,WH-Mumbai,2023-10-03,602,74,370.0,199,2642.0,468603,43,1,Supplier_17
SKU-01061,Product_404,Books,WH-Bangalore,2023-12-23,336,97,212.0,350,4358.0,260645,1,1,Supplier_19
SKU-00039,Product_499,Grocery,WH-Delhi,2023-12-25,674,12,406.0,71,3722.0,332600,27,0,Supplier_4
SKU-01703,Product_22,Grocery,WH-Chennai,2023-04-18,187,60,342.0,81,2687.0,370601,48,1,Supplier_23
SKU-00529,Product_165,Grocery,WH-Delhi,2023-07-23,143,65,390.0,265,1948.0,370347,88,1,Supplier_35
SKU-00918,Product_95,Electronics,WH-Delhi,2023-09-05,-513,23,359.0,118,3311.0,6126,8,1,Supplier_89
SKU-00528,Product_198,Books,WH-Chennai,2023-05-06,489,81,367.0,39,2383.0,465260,85,1,Supplier_30
SKU-01369,Product_4,Apparel,WH-Delhi,2023-01-25,111,36,220.0,74,718.0,261181,52,1,Supplier_77
SKU-00813,Product_304,Grocery,WH-Chennai,2024-01-29,449,39,180.0,247,55.0,285434,41,1,Supplier_33
SKU-00440,Product_171,Home,WH-Chennai,2024-01-08,413,31,239.0,354,4467.0,189522,76,0,Supplier_5
SKU-00787,Product_159,Books,WH-Mumbai,2023-12-08,987,98,337.0,497,4763.0,312250,72,0,Supplier_95
SKU-00686,Product_472,Home,WH-Chennai,2023-05-12,803,85,493.0,122,2560.0,72616,89,0,Supplier_88
SKU-01568,Product_363,Books,WH-Bangalore,2023-10-20,196,93,154.0,153,4229.0,282281,43,0,Supplier_18
SKU-01123,Product_431,Electronics,WH-Bangalore,2023-11-23,511,26,377.0,104,1650.0,433448,68,1,Supplier_73
SKU-01312,Product_435,Apparel,WH-Delhi,2023-12-18,395,17,53.0,142,2187.0,150306,27,1,Supplier_15
SKU-00188,Product_17,Electronics,WH-Delhi,2023-05-17,772,87,407.0,114,3854.0,306075,17,1,Supplier_59
SKU-01033,Product_474,Books,WH-Chennai,2023-06-14,6,91,138.0,33,770.0,311815,27,1,Supplier_38
SKU-01909,Product_495,Electronics,WH-Delhi,2024-01-21,949,16,450.0,365,4123.0,67344,80,1,Supplier_64
SKU-00756,Product_277,Books,WH-Chennai,2023-02-20,934,52,377.0,316,3952.0,265007,38,0,Supplier_100
SKU-00796,Product_198,Electronics,WH-Chennai,2023-01-03,279,86,373.0,128,1992.0,268662,57,1,Supplier_33
SKU-01940,Product_61,Apparel,WH-Mumbai,2023-02-09,502,48,65.0,392,3245.0,2465,87,1,Supplier_13
SKU-01881,Product_272,Electronics,WH-Chennai,2023-08-08,401,88,68.0,432,3505.0,71108,34,1,Supplier_17
SKU-00197,Product_267,Grocery,WH-Delhi,2023-06-27,652,54,460.0,89,988.0,197093,69,0,Supplier_10
SKU-01834,Product_440,Grocery,WH-Delhi,2023-12-10,154,69,256.0,146,3966.0,60888,33,0,Supplier_10
SKU-01003,Product_146,Home,WH-Mumbai,2023-08-08,209,66,329.0,219,400.0,159124,29,0,Supplier_98
SKU-00228,Product_420,Electronics,WH-Chennai,2023-01-17,432,38,334.0,354,1650.0,163919,9,1,Supplier_92
SKU-00277,Product_250,Books,WH-Bangalore,2023-03-22,509,28,303.0,381,451.0,56495,46,1,Supplier_100
SKU-01339,Product_379,Books,WH-Chennai,2023-12-18,697,27,475.0,305,2556.0,428073,75,0,Supplier_12
SKU-01796,Product_31,Apparel,WH-Bangalore,2023-05-27,684,41,456.0,260,4900.0,261352,3,1,Supplier_83
SKU-01637,Product_241,Electronics,WH-Bangalore,2023-08-29,78,96,38.0,161,175.0,76883,35,0,Supplier_12
SKU-01539,Product_85,Home,WH-Mumbai,2023-11-08,586,21,21.0,437,2545.0,136069,82,1,Supplier_96
SKU-00789,Product_78,Apparel,WH-Bangalore,2023-07-01,682,55,217.0,115,,448933,2,0,Supplier_61
SKU-01813,Product_240,Grocery,WH-Mumbai,,652,46,238.0,84,2316.0,484635,7,0,Supplier_11
SKU-00584,Product_354,Electronics,WH-Delhi,,81,35,197.0,117,3552.0,213488,14,1,Supplier_64
SKU-00330,Product_295,Electronics,WH-Chennai,2023-12-08,742,38,64.0,139,3845.0,230530,51,0,Supplier_97
SKU-00816,Product_483,Books,WH-Mumbai,2023-08-24,979,95,30.0,126,4551.0,479069,42,0,Supplier_13
SKU-01478,Product_5,Apparel,WH-Bangalore,2023-05-29,230,36,248.0,334,4992.0,94737,23,0,Supplier_95
SKU-01877,Product_394,Grocery,WH-Mumbai,2023-01-13,175,12,92.0,203,67.0,346390,20,1,Supplier_37
SKU-01209,Product_92,Apparel ,WH-Bangalore,2023-11-01,661,88,154.0,304,3625.0,58559,53,0,Supplier_36
SKU-01323,Product_52,Books,WH-Mumbai,2023-09-24,583,23,376.0,396,183.0,255635,59,1,Supplier_50
SKU-01838,Product_145,Books,WH-Chennai,2023-06-28,365,49,61.0,5,3163.0,345989,22,1,Supplier_53
SKU-01341,Product_21,Electronics,WH-Mumbai,2023-11-17,428,92,373.0,354,3757.0,350330,71,0,Supplier_42
SKU-00460,Product_55,Apparel,WH-Bangalore,2023-08-15,708,88,58.0,96,,267673,57,1,Supplier_19
SKU-01059,Product_409,Electronics,WH-Mumbai,2023-03-23,218,73,133.0,263,1431.0,205498,30,0,Supplier_68
SKU-01056,Product_72,Apparel,WH-Chennai,2023-01-28,409,99,211.0,441,90.0,234027,24,0,Supplier_2
SKU-00752,Product_401,Apparel,WH-Chennai,2023-03-22,111,31,214.0,217,4016.0,414047,47,0,Supplier_33
SKU-00979,Product_475,Apparel,WH-Mumbai,2023-12-13,908,53,106.0,415,3036.0,309487,55,0,Supplier_28
SKU-01433,Product_408,Electronics,WH-Chennai,2023-11-01,803,39,356.0,412,1492.0,229846,40,1,Supplier_1
SKU-01849,Product_75,Books,WH-Chennai,2023-05-08,515,32,467.0,403,2393.0,246484,9,0,Supplier_15
SKU-00402,Product_451, Apparel ,WH-Mumbai,2023-02-23,504,73,352.0,222,2458.0,398564,75,0,Supplier_15
SKU-00410,Product_70,Apparel,WH-Delhi,2024-01-17,431,35,79.0,11,114.0,314171,32,1,Supplier_66
SKU-01328,Product_322,Home,WH-Mumbai,2023-08-23,914,55,288.0,243,905.0,405285,68,0,Supplier_52
SKU-00998,Product_189,Grocery,WH-Chennai,2024-02-01,680,38,459.0,237,3658.0,77146,72,1,Supplier_48
SKU-01822,Product_196,Electronics,WH-Delhi,2023-10-29,983,80,181.0,323,4070.0,53254,74,0,Supplier_69
SKU-00566,Product_500,Grocery,WH-Mumbai,2023-09-20,684,20,488.0,192,2167.0,27708,84,0,Supplier_80
SKU-01354,Product_244,Apparel,wh-delhi,2023-05-23,3,10,381.0,443,2166.0,320401,43,0,Supplier_14
SKU-01493,Product_103,Grocery,WH-Delhi,2023-04-29,657,39,344.0,230,3093.0,327838,6,1,Supplier_54
SKU-01940,Product_171,Electronics,WH-Mumbai,2023-06-07,216,26,61.0,212,4643.0,328879,31,0,Supplier_79
SKU-01880,Product_226,Books,WH-Mumbai,2023-08-18,546,25,277.0,350,-4704.0,98691,43,0,Supplier_41
SKU-00704,Product_393,Books,WH-Chennai,2023-06-16,299,44,392.0,252,169.0,40926,85,0,Supplier_50
SKU-01504,Product_269,Grocery,WH-Delhi,2023-03-22,848,60,136.0,398,3740.0,167023,41,1,Supplier_35
SKU-01561,Product_59,Apparel,WH-Mumbai,2023-04-24,281,12,132.0,43,505.0,406689,40,0,Supplier_11
SKU-01353,Product_158,Apparel,WH-Chennai,2023-12-15,128,64,464.0,393,4957.0,414081,27,0,Supplier_24
SKU-01696,Product_71,Books,WH-Delhi,2024-02-05,41,22,397.0,12,1996.0,311164,45,0,Supplier_66
SKU-00083,Product_435,Books,WH-Chennai,2023-02-25,676,52,201.0,226,3132.0,263075,16,1,Supplier_5
SKU-01235,Product_169,Books,WH-Bangalore,2023-11-17,546,18,256.0,456,218.0,269033,10,1,Supplier_37
SKU-00928,Product_212,Home,WH-Bangalore,2023-01-07,909,47,75.0,414,2552.0,140326,4,0,Supplier_9
SKU-00731,Product_304,Apparel,WH-Mumbai,2023-05-23,800,75,49.0,154,4983.0,409033,45,0,Supplier_72
SKU-00913,Product_350,Electronics,WH-Delhi,2023-09-16,107,44,36.0,49,,404055,27,1,Supplier_65
SKU-01226,Product_228,Electronics,WH-Mumbai,2023-06-29,984,83,680.0,390,2662.0,17966,39,0,Supplier_52
SKU-00267,Product_219,Electronics,WH-Bangalore,2023-04-10,910,37,53.0,53,665.0,91941,5,1,Supplier_89
SKU-00735,Product_183,Books,WH-Bangalore,2023-02-28,936,37,126.0,442,3642.0,477822,75,1,Supplier_49
SKU-01912,Product_99,Apparel,WH-Delhi,2023-10-04,718,26,2.0,417,4538.0,464851,84,0,Supplier_1
SKU-01527,Product_326,Home,WH-Mumbai,2024-01-20,887,56,27.0,171,-1128.0,252147,56,1,Supplier_45
SKU-00408,Product_128,Electronics,WH-Chennai,2023-11-23,340,65,147.0,239,4496.0,478668,19,1,Supplier_6
SKU-01206,Product_91,Books,WH-Delhi,2024-01-23,444,80,347.0,245,1240.0,7458,1,0,Supplier_46
SKU-00256,Product_269,Books,WH-Bangalore,,410,77,277.0,66,2813.0,460051,53,0,Supplier_42
SKU-01385,Product_408,Books,WH-Delhi,,617,78,93.0,194,3630.0,132476,88,0,Supplier_81
SKU-00409,Product_295,Apparel,WH-Delhi,2023-10-01,327,36,276.0,459,2485.0,474625,73,0,Supplier_75
SKU-00621,Product_73,Books,WH-Chennai,2023-07-09,838,80,443.0,97,3791.0,225954,9,1,Supplier_17
SKU-01671,Product_403,Books,WH-Bangalore,2023-10-26,774,28,335.0,51,1097.0,371897,42,0,Supplier_41
SKU-01613,Product_496,Apparel,WH-Delhi,2023-03-02,186,21,297.0,458,4897.0,256978,32,0,Supplier_100
SKU-01040,Product_238,Electronics,WH-Mumbai,2023-10-04,178,13,184.0,67,2131.0,295489,37,1,Supplier_64
SKU-00135,Product_110,Books,WH-Chennai,2023-04-17,668,66,314.0,206,3943.0,99325,20,1,Supplier_26
SKU-01170,Product_385,Books,WH-Bangalore,2023-08-15,728,94,271.0,439,4937.0,399203,38,0,Supplier_97
SKU-01691,Product_15,Books,WH-Delhi,2023-09-16,13,90,243.0,450,1992.0,443681,66,0,Supplier_49
SKU-00789,Product_72,Books,WH-Mumbai,2023-09-18,314,45,187.0,13,2776.0,36665,81,0,Supplier_37
SKU-00107,Product_232,Electronics,WH-Mumbai,2023-07-15,514,80,495.0,100,3906.0,330638,3,1,Supplier_4
SKU-00372,Product_427,Books,WH-Bangalore,2023-07-15,116,14,287.0,34,3459.0,292102,5,0,Supplier_30
SKU-01015,Product_185,Electronics,WH-Mumbai,2023-07-05,68,18,154.0,301,3133.0,330278,73,1,Supplier_93
SKU-00964,Product_24,Books,WH-Delhi,2023-04-16,170,14,100.0,392,3649.0,23453,7,0,Supplier_80
SKU-00196,Product_459,Electronics,WH-Bangalore,2023-09-13,26,70,204.0,339,1982.0,455983,13,0,Supplier_33
SKU-01597,Product_85,Apparel,WH-Bangalore,2023-01-02,443,22,485.0,365,4782.0,492505,12,0,Supplier_99
SKU-00486,Product_23,Electronics,WH-Delhi,2024-01-13,624,28,291.0,494,503.0,489293,6,1,Supplier_85
SKU-01425,Product_58,Apparel,WH-Bangalore,2023-07-10,391,57,51.0,114,2450.0,363789,39,1,Supplier_42
SKU-00574,Product_7,Home,WH-Bangalore,2023-11-23,975,50,303.0,330,2024.0,159136,79,1,Supplier_35
SKU-00149,Product_348,Grocery,WH-Chennai,2023-12-28,204,15,121.0,76,2078.0,143579,67,1,Supplier_40
SKU-01040,Product_488,Electronics,WH-Mumbai,2023-08-28,809,22,423.0,65,772.0,452555,59,0,Supplier_20
SKU-01239,Product_452,Home,WH-Bangalore,,604,41,15.0,18,1797.0,121589,42,0,Supplier_48
SKU-01684,Product_157,Home,WH-Mumbai,2023-12-25,76,54,486.0,433,3395.0,102078,39,1,Supplier_56
SKU-00163,Product_51,Electronics,WH-Delhi,2023-03-17,948,21,422.0,358,3193.0,225131,25,0,Supplier_44
SKU-01822,Product_227,Apparel,WH-Mumbai,2023-07-03,281,63,30.0,231,210.0,145993,71,0,Supplier_49
SKU-01443,Product_116,Electronics,WH-Mumbai,2023-08-13,117,97,229.0,93,,26681,27,1,Supplier_80
SKU-00853,Product_261,Books,WH-Chennai,2023-09-19,294,30,86.0,170,3254.0,70070,27,1,Supplier_16
SKU-01994,Product_145,Home,WH-Mumbai,2023-11-07,311,14,112.0,449,2586.0,225727,50,1,Supplier_85
SKU-00456,Product_200,Apparel,WH-Chennai,2024-01-27,899,72,187.0,77,88.0,451026,64,1,Supplier_27
SKU-01589,Product_407,Apparel,WH-Mumbai,2023-05-09,769,51,41.0,432,72.0,380709,55,1,Supplier_3
SKU-00824,Product_168,Home,WH-Mumbai,2023-04-26,543,25,132.0,42,506.0,20240,7,0,Supplier_99
SKU-01107,Product_318,Apparel,WH-Mumbai,2023-07-21,799,50,,288,3677.0,81845,76,1,Supplier_20
SKU-00188,Product_178,Books,WH-Delhi,2023-07-12,374,97,444.0,28,3912.0,198445,13,1,Supplier_3
SKU-00493,Product_1,Electronics,WH-Bangalore,2023-09-01,616,94,274.0,359,2136.0,320115,40,0,Supplier_88
SKU-01670,Product_212,Apparel,WH-Mumbai,2023-11-16,767,17,98.0,289,1298.0,106237,83,1,Supplier_76
SKU-00434,Product_170,Apparel,WH-Bangalore,2023-02-27,738,18,373.0,68,562.0,86337,47,0,Supplier_39
SKU-00602,Product_406,Grocery,WH-Chennai,2023-02-15,561,42,119.0,16,2018.0,248052,83,0,Supplier_86
SKU-00106,Product_477,Electronics,WH-Chennai,2023-10-20,131,33,414.0,215,950.0,3752,11,1,Supplier_9
SKU-01163,Product_138,Apparel,WH-Chennai,2023-07-23,927,48,49.0,112,2071.0,21524,1,0,Supplier_76
SKU-00574,Product_235,Grocery,WH-Mumbai,2023-04-02,715,11,481.0,174,3181.0,198499,28,0,Supplier_48
SKU-01671,Product_265,Apparel,WH-Chennai,2023-09-18,791,39,452.0,231,1757.0,177434,26,1,Supplier_88
SKU-00937,Product_391,Books,WH-Chennai,2023-08-27,775,56,26.0,194,2556.0,394412,33,1,Supplier_5
SKU-01752,Product_176,Home,WH-Bangalore,2023-12-12,195,30,429.0,470,1485.0,388957,55,0,Supplier_9
SKU-01317,Product_193,Apparel,WH-Delhi,2023-07-09,89,80,286.0,48,4001.0,305306,59,0,Supplier_41
SKU-00943,Product_85,Electronics,WH-Mumbai,2023-01-15,761,53,114.0,183,1468.0,426567,84,1,Supplier_61
SKU-00944,Product_373,Apparel,WH-Mumbai,2023-10-09,775,10,391.0,122,2522.0,236785,52,1,Supplier_73
SKU-00185,Product_465,Grocery,WH-Bangalore,2023-04-11,538,99,62.0,432,2151.0,2792,69,1,Supplier_85
SKU-00362,Product_138,Electronics,WH-Bangalore,2024-01-09,87,78,473.0,283,3309.0,125522,82,1,Supplier_81
SKU-01616,Product_303,Books,WH-Mumbai,2023-07-05,740,25,33.0,478,2469.0,208853,74,0,Supplier_28
SKU-00910,Product_38,Apparel,WH-Bangalore,2023-12-15,366,43,295.0,73,1521.0,458441,45,0,Supplier_13
SKU-01880,Product_394,Home,WH-Delhi,2023-07-29,440,40,258.0,358,4580.0,204311,74,1,Supplier_53
SKU-00631,Product_195,Apparel,WH-Delhi,2023-04-29,523,47,91.0,229,3413.0,368013,65,1,Supplier_53
SKU-00217,Product_490,Books,WH-Bangalore,2023-10-28,659,68,165.0,239,4855.0,135053,59,0,Supplier_73
SKU-00403,Product_169,Home,WH-Chennai,2023-08-16,423,63,179.0,339,,270252,45,1,Supplier_36
SKU-00514,Product_139,Home,WH-Bangalore,2023-01-07,975,41,461.0,253,4187.0,379060,18,0,Supplier_76
SKU-00368,Product_90,Home,WH-Chennai,2023-03-06,804,58,77.0,55,2019.0,247028,13,0,Supplier_57
SKU-01964,Product_387,Books,WH-Mumbai,2023-06-24,255,13,413.0,411,2024.0,1652,10,1,Supplier_78
SKU-01346,Product_271,Books,WH-Mumbai,2023-03-31,418,44,339.0,276,1886.0,15950,8,0,Supplier_6
SKU-01567,Product_251,Electronics,WH-Chennai,2023-08-19,152,40,292.0,435,282.0,365147,18,0,Supplier_4
SKU-01181,Product_118,Home,WH-Mumbai,2023-08-19,549,74,320.0,53,4023.0,-72282,43,0,Supplier_38
SKU-01651,Product_8,Grocery,WH-Delhi,2024-01-27,529,99,192.0,366,3166.0,-406949,9,0,Supplier_79
SKU-01017,Product_206,Home,WH-Delhi,2023-09-08,359,84,260.0,292,4659.0,207920,20,1,Supplier_14
SKU-00210,Product_290,Home,WH-Mumbai,2023-07-14,240,10,47.0,399,424.0,493846,70,1,Supplier_74
SKU-00934,Product_334,Apparel,WH-Bangalore,2023-11-28,46,63,,467,3200.0,264959,58,1,Supplier_8
SKU-00147,Product_429,Grocery,WH-Mumbai,2023-06-19,844,22,115.0,282,3309.0,204052,29,1,Supplier_40
SKU-00369,Product_273,Grocery,WH-Mumbai,2023-08-17,723,40,22.0,482,3119.0,278155,45,0,
SKU-00972,Product_438,Home,WH-Bangalore,2023-08-12,293,43,87.0,450,1085.0,68548,46,1,Supplier_17
SKU-01871,Product_305,Books,WH-Delhi,2023-04-03,175,89,374.0,412,2291.0,216199,6,1,
SKU-01808,Product_169,Apparel,WH-Chennai,2023-06-20,670,59,270.0,239,411.0,344594,10,1,Supplier_12
SKU-00078,Product_278,Grocery,WH-Delhi,2023-05-15,660,38,63.0,196,3278.0,339489,46,1,Supplier_22
SKU-01035,Product_459,Electronics,WH-Delhi,2023-01-13,140,84,462.0,162,4333.0,197409,79,1,Supplier_10
SKU-00059,Product_380,Grocery,WH-Mumbai,2023-06-08,684,50,457.0,197,206.0,120235,9,0,
SKU-01464,Product_131,Home,WH-Chennai,2023-06-15,435,45,50.0,4,4314.0,452086,57,1,Supplier_41
SKU-00607,Product_102,Apparel,WH-Bangalore,2023-05-20,718,51,404.0,43,4562.0,469388,58,0,Supplier_46
SKU-01918,Product_437,Apparel,WH-Bangalore,2023-04-23,544,30,101.0,78,2651.0,313509,27,1,Supplier_28
SKU-00759,Product_457,Grocery,WH-Bangalore,2023-01-29,130,96,81.0,399,2281.0,373608,54,1,Supplier_65
SKU-01040,Product_211,Electronics,WH-Chennai,2023-06-01,25,71,145.0,329,,195244,74,1,Supplier_88
SKU-00923,Product_368,Books,WH-Delhi,2023-04-05,64,35,297.0,303,559.0,497350,51,0,Supplier_21
SKU-00564,Product_201,Grocery,WH-Bangalore,2023-09-12,423,83,68.0,80,4631.0,157323,80,0,Supplier_11
SKU-00696,Product_384,Books,WH-Bangalore,2023-08-18,771,20,309.0,20,374.0,496571,34,1,Supplier_45
SKU-01980,Product_60,Grocery,WH-Delhi,2023-05-17,684,75,,146,3694.0,406184,24,0,Supplier_71
SKU-01845,Product_67,Grocery,WH-Delhi,2023-10-09,633,17,116.0,392,1086.0,122694,67,0,Supplier_77
SKU-00808,Product_389,Apparel,WH-Chennai,2023-07-18,841,11,310.0,377,3199.0,288249,6,1,Supplier_66
SKU-01209,Product_377,Home,WH-Bangalore,2023-10-26,197,87,466.0,460,2620.0,418719,68,1,Supplier_66
SKU-00595,Product_488,Electronics,WH-Chennai,2023-02-27,850,57,133.0,163,1050.0,332361,83,1,Supplier_91
SKU-00713,Product_173,Home,WH-Mumbai,2023-04-22,239,20,154.0,11,,47406,6,0,Supplier_68
SKU-01092,Product_377,Home,WH-Delhi,2023-08-17,68,24,76.0,181,4065.0,268233,9,1,Supplier_25
SKU-01285,Product_267,Books,WH-Chennai,,538,92,475.0,214,3606.0,136912,86,1,Supplier_61
SKU-00847,Product_273,Electronics,WH-Delhi,2023-01-25,596,67,292.0,204,247.0,143664,36,0,Supplier_98
SKU-00418,Product_78,Electronics,WH-Delhi,2023-11-01,365,13,456.0,289,207.0,120956,23,0,Supplier_100
SKU-01563,Product_335,Grocery,WH-Delhi,2023-10-16,892,23,107.0,385,2942.0,210195,16,1,Supplier_87
SKU-01759,Product_123,Apparel,WH-Delhi,2023-01-08,406,29,395.0,96,3236.0,133649,45,1,Supplier_94
