employee_id,join_date,department,role,age,gender,salary,tenure_months,performance_score,satisfaction_score,overtime_hours,trainings_attended,attrition,last_promotion_months_ago
EMP-004840,2016-06-19,IT,Lead,56,Female,359688,92.0,2.590513731089985,2.0891676324664887,39,8,0.0,14
EMP-004841,2018-05-07,IT,Manager,27,Female,1274673,76.0,2.3160931456899245,2.2938210393765024,36,8,1.0,31
EMP-004842,2017-05-25,Sales,Mid,51,Male,1236629,18.0,2.1824170445686537,1.3128834499357356,10,3,0.0,29
EMP-004843,2017-11-02,IT,Senior,35,Female,516353,94.0,3.110702692464747,2.62670921331364,45,3,0.0,37
EMP-004844,2020-04-22,Operations,Mid,41,Male,587275,112.0,1.2643023734918541,2.570696352404051,30,6,0.0,40
EMP-004845,2020-07-18,Finance,Senior,44,Female,1265139,37.0,1.1099601658824074,3.145651358762932,16,6,0.0,42
EMP-004846,2020-04-20,Sales,Manager,24,Female,1126513,67.0,3.558292744752035,2.2326313520166488,47,1,0.0,40
EMP-004847,2020-09-18,Operations,Senior,50,Female,818003,82.0,4.006600446538396,3.275677063489363,2,8,0.0,11
EMP-004848,2017-10-17,Finance,Senior,46,Male,1353483,49.0,2.2644660634020135,4.090756429460431,31,0,1.0,25
EMP-004849,2017-07-15,Marketing,Manager,48,Male,779956,82.0,2.661704907561189,4.993028447133108,48,6,1.0,16
EMP-004850,2021-04-10,Finance,Junior,58,Male,1288662,58.0,3.3440675073193953,1.2502113914156534,12,7,1.0,26
EMP-004851,2019-11-05,Marketing,Manager,43,Male,1160960,116.0,2.5538836075524647,3.4215571107338607,26,6,0.0,13
EMP-004852,2015-09-19,Marketing,Junior,32,Male,1779448,70.0,2.402592213410149,4.37321067646441,48,9,1.0,1
EMP-004853,2018-12-09,HR,Lead,33,Female,654480,23.0,3.6804008068328855,2.705882884932645,38,5,0.0,23
EMP-004854,2015-10-21,Operations,Lead,36,Male,329617,35.0,4.081959547091526,4.905441571286113,39,0,0.0,4
EMP-004855,2020-08-25,Operations,Junior,59,Male,318058,101.0,4.962296832415174,4.459677748256296,8,0,1.0,24
EMP-004856,2020-04-22,Sales,Junior,40,Female,902457,5.0,2.3494628633877146,4.082132922952722,39,9,0.0,5
EMP-004857,2016-01-01,HR,Senior,25,Male,923975,11.0,3.78112901161597,4.469448929195462,32,7,0.0,0
EMP-004858,2017-06-07,HR,Lead,48,Male,623122,13.0,2.238263074919713,4.762469588008476,18,3,0.0,26
EMP-004859,2016-07-19,Operations,,52,Male,1169761,75.0,4.909200392877443,4.298371228813725,8,6,1.0,34
EMP-004860,2019-08-31,Sales,Manager,56,Male,1843973,96.0,4.244972567206609,1.9619596432720172,25,5,1.0,3
EMP-004861,2016-07-02,HR,Manager,28,Male,657149,20.0,1.3147247557985704,3.5590347391108406,12,1,0.0,30
EMP-004862,2016-07-13,Finance,Junior,470,Female,1419439,69.0,4.724019210425591,1.1277697863602043,21,7,0.0,18
EMP-004863,2018-09-16,Operations,Manager,54,Female,827575,84.0,4.495162516628557,4.325153011466166,6,4,0.0,25
EMP-004864,2015-04-15,IT,Manager,32,Male,1480425,112.0,3.327160816970458,1.340141663655571,48,0,0.0,28
EMP-004865,2019-03-31,HR,Lead,32,Male,1584392,2.0,2.0020054628494703,2.929504974092783,11,5,1.0,46
EMP-004866,2021-01-12,Finance,Manager,33,Female,485995,99.0,2.0675643863572257,3.023807623613077,37,4,1.0,3
EMP-004867,2019-08-10,Sales,Mid,32,Female,1858327,113.0,3.9886807385636636,4.72385959702384,44,5,0.0,46
EMP-004868,2021-05-20,Operations,Lead,39,Male,643070,40.0,2.196144350024316,4.24259407854102,5,6,1.0,29
EMP-004869,2020-10-17,IT,Lead,29,Female,1825590,27.0,2.3887531731600107,1.7483771849185619,43,6,1.0,5
EMP-004870,2015-01-08,Marketing,Lead,35,Female,1437204,105.0,1.2159571233461843,3.472766589377815,5,9,1.0,20
EMP-004871,2018-12-17,IT,Lead,28,Male,1907398,1.0,3.8571506431403924,1.9295759634442948,42,-1,0.0,26
EMP-004872,2018-12-16,Marketing,Mid,58,Female,1384339,94.0,4.178574230774947,1.7670643508079387,7,3,0.0,1
EMP-004873,2017-06-18,Sales,Junior,27,Female,1352929,92.0,2.8968173954884033,4.740132104372414,11,3,1.0,28
EMP-004874,2019-09-08,IT,Mid,31,Female,1173003,68.0,3.6374909993423183,4.2407829156493255,35,7,0.0,10
EMP-004875,2015-05-02,IT,Manager,27,Female,1899466,1.0,4.440509204161176,2.9313999169371057,29,3,1.0,5
EMP-004876,2015-01-24,Sales,Manager,57,Female,801331,39.0,3.1840948392009576,4.837510004511353,0,2,0.0,17
EMP-004877,2016-08-18,IT,Lead,39,,1810022,83.0,1.7729248342044919,4.545783136898047,32,7,1.0,45
EMP-004878,2016-04-21,Finance,Mid,51,Female,1675404,111.0,3.6181075763498005,3.5989956925323217,13,2,0.0,40
EMP-004879,2021-05-14,HR,Junior,42,Male,324050,67.0,2.3479211643925506,4.4467867396902925,6,9,0.0,19
EMP-004880,2017-01-13,Operations,Manager,48,Male,1831191,,4.4247073545974045,1.666408647019856,48,2,1.0,35
EMP-004881,2020-03-14,Operations,Senior,55,Female,731965,87.0,4.777877088870066,4.619986010580224,46,4,1.0,36
EMP-004882,2016-06-04,Sales,Manager,36,Male,1177017,11.0,3.6717570709157337,3.4164647269805815,8,1,0.0,23
EMP-004883,2020-01-23,Finance,Junior,51,Male,1382631,119.0,4.928809445384571,4.035817502105551,23,0,0.0,5
EMP-004884,2017-01-11,Operations,Senior,40,Female,710050,5.0,3.422668554753319,3.047304929969748,49,6,0.0,45
EMP-004885,2021-09-16,Sales,Junior,31,Male,1075869,11.0,1.2343039976255992,2.8150367956718823,36,8,,7
EMP-004886,2017-04-29,Operations,Senior,38,Female,780244,93.0,2.519130643924834,3.099019125323898,35,4,0.0,8
EMP-004887,2020-01-18,Finance,Mid,25,,1971579,28.0,3.069690015988103,4.061072283863494,32,8,1.0,32
EMP-004888,2016-01-20,IT,Junior,51,Male,356698,72.0,2.123447570264701,2.984494432476324,5,9,0.0,10
EMP-004889,2018-12-07,Finance,Senior,52,Male,920436,74.0,2.054139014487438,2.1003505835530834,44,5,0.0,6
EMP-004890,2017-09-07,Sales,Manager,22,Female,900589,48.0,2.971485455910829,3.082208570761343,13,8,0.0,22
EMP-004891,2020-08-29,Marketing,Mid,47,Male,1194176,39.0,1.0716154925717558,2.9493166320015085,27,0,0.0,16
EMP-004892,2015-07-03,Sales,Senior,39,Male,1589644,51.0,1.1637420699602763,3.5432767883347127,23,7,1.0,42
EMP-004893,2018-12-25,Marketing,Mid,51,Female,1113502,97.0,2.7230597817310933,,12,0,1.0,9
EMP-004894,2018-08-30,Marketing,Manager,31,Male,1102330,69.0,1.8399509596599088,2.549030626979466,7,8,0.0,42
EMP-004895,2018-06-22,HR,Lead,24,Female,722934,54.0,2.8870653129748853,2.636209163892953,28,9,1.0,37
EMP-004896,2021-03-03,Finance,Lead,51,Female,1286765,81.0,3.9255061097216655,4.949879992375807,6,1,0.0,1
EMP-004897,2016-01-03,Marketing,Senior,49,Female,668188,56.0,1.0950195198457675,2.8122453236818776,32,3,1.0,42
EMP-004898,2017-12-28,HR,Senior,39,,1376549,71.0,4.419287992549081,1.425862313896399,32,2,,20
EMP-004899,2017-03-11,IT,Senior,35,Male,1161779,26.0,1.0690443609344231,3.771228351259101,5,4,1.0,23
EMP-004900,2018-11-04,Marketing,Senior,31,Male,1727449,103.0,1.5212726574809952,2.2205210440903307,46,6,0.0,9
EMP-004901,2020-02-28,Finance,Junior,22,Male,1001094,35.0,1.9326056362436845,,41,4,1.0,8
EMP-004902,2018-10-07,IT,Junior,52,Female,1625828,53.0,2.3408065419569337,3.439832712373891,18,5,0.0,41
EMP-004903,2019-07-01,HR,Lead,28,Male,1331444,77.0,4.290769688935905,1.246651927029657,2,7,1.0,33
EMP-004904,2020-11-23,HR,Senior,49,Male,1559090,39.0,3.341941214600096,1.037597783903386,31,5,1.0,46
EMP-004905,2020-07-07,HR,Manager,47,Female,1467501,102.0,3.639590876670593,4.497263833293415,37,7,0.0,11
EMP-004906,2018-09-23,Sales,Junior,37,Male,692910,32.0,2.2276623015242674,1.386391976163714,13,8,0.0,7
EMP-004907,2015-01-22,Sales,Junior,40,Female,1823334,80.0,1.6338280933537157,3.8957765318862,23,0,0.0,42
EMP-004908,2021-05-22,HR,Lead,44,Male,1815995,47.0,3.89756730751123,4.3043377488911805,35,7,0.0,40
EMP-004909,2018-03-21,Finance,Lead,50,Male,1814386,7.0,1.1168200729147366,1.3946030324580057,25,9,1.0,35
EMP-004910,2019-07-01,HR,Lead,54,Male,1375834,83.0,1.6557982037649301,4.451398939109382,41,8,1.0,2
EMP-004911,2018-11-03,Finance,Manager,37,Female,639058,10.0,3.0732028227388613,4.730780070686917,14,1,0.0,41
EMP-004912,2019-04-03,Operations,Junior,26,Female,1668568,38.0,3.0185961432921475,3.1002671966670534,13,6,1.0,29
EMP-004913,2017-03-10,Operations,Lead,43,Male,1802391,37.0,4.747246227704095,43.02886955797167,34,8,0.0,9
EMP-004914,2016-06-05,HR,Junior,42,Female,740806,25.0,2.1865860855438535,4.885776080323624,12,4,0.0,0
EMP-004915,2019-03-26,Marketing,Manager,23,Female,1681671,74.0,2.0676204729356087,4.287164378308496,24,9,0.0,41
EMP-004916,2020-10-06,HR,Lead,24,Male,1510593,84.0,4.191879462769122,3.820337636143233,11,8,1.0,10
EMP-004917,2017-09-10,Operations,Mid,30,Female,760483,55.0,3.4737434219624963,2.7005020275102636,0,2,1.0,6
EMP-004918,2019-12-01,Sales,Senior,23,Male,1147336,104.0,1.1369018493932836,1.5484777677226238,19,7,0.0,12
EMP-004919,2017-10-25,IT,Junior,39,Female,449907,26.0,2.992569393503292,2.4969742441815863,11,6,1.0,9
EMP-004920,2016-02-26,IT,Junior,49,Female,1937703,14.0,2.6952775113257346,1.7234269133694298,5,2,0.0,26
EMP-004921,2019-03-09,Finance,Junior,24,Female,652554,59.0,4.602679249582909,1.7578909715493385,16,3,0.0,21
EMP-004922,2017-03-20,Marketing,Senior,36,Male,485133,100.0,2.561423648762821,3.3888807216481807,6,3,0.0,0
EMP-004923,2017-07-08,Marketing,Lead,46,Female,1902318,23.0,4.837626645146496,4.358608533029147,7,4,1.0,12
EMP-004924,2015-04-01,HR,,23,Male,1073168,110.0,1.6815113756967812,1.0498298806603126,34,5,1.0,1
EMP-004925,2017-11-09,HR,Lead,37,Female,966069,37.0,3.9262313326793326,4.787179535346461,19,4,0.0,12
EMP-004926,2021-11-05,IT,Lead,43,Male,1011656,69.0,4.393006102057313,4.462627614970282,20,8,0.0,5
EMP-004927,2016-06-05,IT,Manager,43,Male,1017357,45.0,2.9230685573714625,4.800081669361582,27,6,0.0,3
EMP-004928,2017-08-01,HR,Junior,47,Male,1164353,119.0,3.1180321149031824,3.8818142700322027,39,2,1.0,7
EMP-004929,2015-10-11,HR,Mid,43,Female,1150084,62.0,3.24928342261917,1.4158972857393985,44,4,1.0,26
EMP-004930,2019-08-25,Finance,Senior,28,Male,1299929,87.0,1.0622888227624019,1.4091018109396791,23,8,1.0,5
EMP-004931,2016-06-05,Finance,Mid,35,Female,668461,94.0,3.650794500243239,4.11156741213459,38,6,1.0,17
EMP-004932,2018-04-04,Sales,Mid,37,Male,845157,22.0,2.418650376344483,4.08346669835665,18,3,0.0,38
EMP-004933,2017-05-30,Finance,Senior,54,Female,798041,7.0,3.4794729862190352,2.9327776542225403,13,7,1.0,29
EMP-004934,2016-03-25,IT,Lead,56,Male,826141,88.0,3.272318191017392,3.893641123584582,1,9,1.0,7
EMP-004935,2018-10-21,Finance,Manager,23,Female,916949,20.0,1.8159589735932493,4.20558951372273,32,6,0.0,39
EMP-004936,2019-05-04,IT,Junior,29,Male,337826,14.0,1.4816788279708208,3.452720821896013,33,8,1.0,8
EMP-004937,2016-06-13,Finance,Mid,55,Female,1277458,61.0,4.4677295841656814,3.861370579688044,28,6,1.0,36
EMP-004938,2020-10-10,IT,Lead,50,Male,740245,92.0,4.748158891090453,2.7690036324146035,8,5,0.0,18
EMP-004939,2015-01-20,Marketing,Senior,43,Male,456617,113.0,2.1728683395029273,1.3615376124030956,17,5,1.0,27
EMP-004940,2015-01-31,Marketing,Junior,56,Female,865365,51.0,3.6206913139128933,2.8433162265138527,2,5,0.0,29
EMP-004941,2021-10-18,Sales,Manager,26,Female,1215893,12.0,1.269294513600152,4.186740847338854,33,9,0.0,22
EMP-004942,2015-07-26,Marketing,Lead,26,Male,1868486,83.0,3.801249635476595,3.567353867680949,45,1,1.0,14
EMP-004943,2018-04-05,Operations,Junior,25,Male,1882951,82.0,3.5508976139724275,4.028116350913903,10,1,0.0,25
EMP-004944,2019-05-07,Operations,Mid,51,Female,1772068,100.0,3.563424043552775,1.133223746447018,28,6,1.0,26
EMP-004945,2016-04-07,HR,Junior,54,,480668,27.0,3.4105578740810465,1.5825529189172691,14,3,0.0,16
EMP-004946,2021-07-31,Marketing,Manager,300,Male,1877913,65.0,4.876074388837449,1.810326815390567,46,7,0.0,45
EMP-004947,2015-08-17,Finance,Manager,40,Female,704853,42.0,2.570688764821504,2.4283443903921875,3,4,,2
EMP-004948,2020-11-05,Marketing,Mid,45,Male,486277,71.0,4.852137828651923,3.82459690677237,29,9,0.0,20
EMP-004949,2020-04-10,Finance,Senior,41,Female,1355764,88.0,1.5265564252539163,2.40805461845274,22,4,0.0,28
EMP-004950,2020-04-11,Operations,Lead,24,Male,1791237,17.0,3.6326970621584342,1.44533359989765,42,8,1.0,41
EMP-004951,2015-05-23,Operations,Junior,48,Male,615063,106.0,1.3716367264785534,3.947352441136237,49,3,0.0,3
EMP-004952,2017-09-28,Marketing,Mid,39,,1418298,96.0,3.091272787435097,2.3511301861424534,7,6,0.0,9
EMP-004953,2015-04-17,Operations,Junior,55,Female,1730115,73.0,4.07347152208784,2.4053270056484592,49,5,1.0,17
EMP-004954,2021-10-31,HR,Mid,53,Male,445088,19.0,1.0608698553168137,4.784095583235394,8,2,0.0,34
EMP-004955,2015-01-18,Sales,Manager,55,Female,669359,104.0,3.860969329679702,4.816015416410483,47,3,0.0,10
EMP-004956,2020-10-12,IT,Senior,53,Male,1567885,57.0,4.463925800071243,1.9258479096940095,0,2,0.0,38
EMP-004957,2020-03-15,Operations,Senior,23,Male,572069,41.0,3.1523797100185256,1.1534543880421912,8,0,1.0,5
EMP-004958,2019-04-11,Marketing,Mid,57,Female,1695603,81.0,4.207833020835995,2.6933585684469117,21,3,1.0,22
EMP-004959,2020-04-29,Marketing,Junior,46,Male,1222315,23.0,4.618521595607341,2.637382451471993,46,2,1.0,16
EMP-004960,2018-09-19,HR,Lead,48,Female,470165,112.0,1.444094590858286,3.344098725832451,27,1,1.0,22
EMP-004961,2016-03-24,HR,Senior,40,Male,1236921,23.0,4.572761658342651,3.848127005690273,31,6,0.0,18
EMP-004962,2016-03-07,Marketing,Mid,41,Male,1917190,10.0,1.6769619076886593,4.2589703697527845,30,8,1.0,14
EMP-004963,2016-03-10,Operations,Junior,45,Male,764767,65.0,2.88575310170332,3.9308425153569657,12,1,1.0,17
EMP-004964,2021-03-07,Marketing,Senior,58,Female,1038173,67.0,1.2237283271257078,2.6015528661218417,20,5,1.0,27
EMP-004965,2017-09-14,HR,Manager,35,Female,1449302,56.0,3.638966307167397,3.047529330333495,0,0,1.0,11
EMP-004966,2021-09-17,Finance,Manager,24,Female,1593288,104.0,3.2767841276431855,3.9591378234968233,5,4,1.0,27
EMP-004967,2018-12-27,Sales,Manager,51,Female,1204262,56.0,3.9792179201573465,4.520779216717649,13,0,0.0,23
EMP-004968,2017-12-30,HR,Mid,33,Male,1948696,58.0,3.5126389446282666,2.2485909868628307,43,7,1.0,13
EMP-004969,2020-04-19,Marketing,,26,Male,1314484,82.0,2.6585289910864276,2.5981014595723293,27,8,0.0,35
EMP-004970,2020-04-29,Marketing,Junior,57,Male,846514,40.0,2.2858515080450497,4.644217002782868,40,6,0.0,11
EMP-004971,2016-08-02,Operations,Senior,56,Female,623335,108.0,4.7219496790326,3.9109187053781334,34,8,0.0,38
EMP-004972,2019-10-18,IT,Lead,35,Male,881860,61.0,4.547465215878816,4.210035219933643,26,1,1.0,17
EMP-004973,2021-05-31,Marketing,Senior,31,Female,1462975,17.0,4.394880754765822,3.694145095096596,48,8,0.0,43
EMP-004974,2017-01-09,Marketing,Manager,32,Male,977902,9.0,4.630502109631072,3.5277205791605635,12,5,1.0,43
EMP-004975,2020-02-08,IT,Manager,37,Female,835162,114.0,2.897673432864681,3.4148089693674066,10,1,0.0,2
EMP-004976,2019-12-24,Operations,Junior,55,Male,1780834,80.0,2.678523549546804,4.643009062294299,44,8,0.0,30
EMP-004977,2017-08-29,Operations,Junior,22,Male,1167371,30.0,3.723426346477878,1.5640636578329992,2,6,1.0,17
EMP-004978,2017-05-16,IT,Junior,24,Male,669650,2.0,1.974822705165685,2.5249583922182253,2,2,1.0,7
EMP-004979,2016-04-14,Marketing,Manager,52,,1716739,80.0,2.9977513207815107,,16,5,1.0,39
EMP-004980,2016-07-19,Finance,Mid,25,Male,1305917,9.0,4.533927432229793,2.7998383840446497,35,5,1.0,45
EMP-004981,2016-03-28,Sales,Lead,33,Female,1642927,112.0,4.973129429136035,2.57498525091976,1,4,0.0,45
EMP-004982,2021-01-18,Operations,Senior,57,Female,1937739,61.0,1.3453730508601147,4.311915683881011,17,9,1.0,23
EMP-004983,2018-05-22,Finance,Senior,25,Female,1823285,98.0,1.3923500299993816,1.3139360734242937,18,5,0.0,46
EMP-004984,2020-05-28,Operations,Manager,29,Female,1947784,107.0,4.914003400561304,,43,1,0.0,42
EMP-004985,2019-04-05,Marketing,Lead,43,Female,466984,75.0,2.7222022849370675,2.641419004282301,39,6,0.0,0
EMP-004986,2016-08-03,Operations,Manager,34,Male,1191178,85.0,2.2320945245679695,2.7598114453770397,30,6,0.0,19
EMP-004987,2016-10-14,Marketing,,38,Male,608791,88.0,4.822260608526234,2.27276883535553,38,0,0.0,20
EMP-004988,2021-03-15,Marketing,Mid,51,Male,1936838,33.0,2.803874507589402,4.695430263833851,18,3,,28
EMP-004989,2019-11-24,HR,Mid,23,Female,836176,4.0,4.660505686742432,2.48112409015213,10,1,1.0,30
EMP-004990,2020-09-15,Finance,Lead,52,Female,1773102,45.0,2.295284693730285,4.952030918550308,14,8,1.0,35
EMP-004991,2020-01-28,HR,Manager,32,Male,1758093,48.0,1.967507428107671,2.1033227982501033,32,8,1.0,21
EMP-004992,2020-03-28,IT,Lead,29,Male,1093708,4.0,2.049281606251366,1.826490629333286,6,9,1.0,32
EMP-004993,2015-02-09,Finance,Mid,58,Male,713278,117.0,2.920713378273139,3.3132268247087038,35,9,0.0,5
EMP-004994,2020-01-23,Sales,Lead,32,Female,1795586,60.0,3.9448931287461995,1.1202964076401094,5,3,0.0,9
EMP-004995,2017-09-01,Marketing,Manager,37,Female,369708,104.0,1.4042189213637468,3.059808903076769,17,6,0.0,6
EMP-004996,2018-05-09,Operations,Manager,30,Female,740380,15.0,4.196413500565941,3.8552375147247906,6,8,0.0,35
EMP-004997,2021-04-07,Sales,Senior,25,Female,1938509,21.0,2.333438255706912,2.598341362906681,34,7,0.0,2
EMP-004998,2017-05-30,Marketing,Senior,22,Male,1436354,,1.6829332219850408,3.734980675244156,32,0,0.0,2
EMP-004999,2017-11-09,Finance,Junior,59,Female,394045,14.0,3.4360045541076536,1.721080454000993,21,4,1.0,16
EMP-005000,2017-12-01,Sales,,23,Male,1440652,103.0,1.98751198023179,1.710069832043919,22,9,0.0,33
EMP-005001,2020-12-26,HR,Manager,41,Female,437122,10.0,1.069341650888941,3.0369745115260467,35,3,0.0,5
EMP-005002,2019-04-12,Finance,Mid,41,Female,1159408,95.0,4.308367941885395,1.2563335731189982,39,6,1.0,44
EMP-005003,2019-08-29,IT,Senior,39,Female,1128020,26.0,4.05487176418923,3.1431854526810468,4,1,1.0,40
EMP-005004,2017-01-02,IT,Mid,48,Male,405135,88.0,2.9547113890632026,4.820748751730628,34,9,1.0,33
EMP-005005,2020-05-18,IT,Lead,43,Male,1737512,88.0,3.484025358724465,3.880812508213318,40,2,1.0,35
EMP-005006,2016-11-09,Sales,Junior,22,Female,1039979,17.0,1.4685265296309042,4.962090389907665,20,2,0.0,13
EMP-005007,2016-03-13,HR,Senior,24,Male,554315,15.0,1.826706102031836,3.5863387588481697,8,1,0.0,47
EMP-005008,2019-01-31,IT,Junior,40,Male,576614,104.0,3.2908353377689155,4.142820468248628,37,5,1.0,3
EMP-005009,2016-06-28,Sales,Junior,37,Female,1236088,,1.222718763600886,3.4260382910418983,0,0,0.0,44
EMP-005010,2021-09-08,Marketing,Mid,48,Female,1299342,54.0,3.082996205757641,2.3606218393025276,22,1,0.0,38
EMP-005011,2019-07-25,Finance,Manager,34,Female,1367043,51.0,3.119508527309033,3.0549862522060454,18,4,0.0,41
EMP-005012,2016-12-13,Marketing,Mid,35,Female,1450788,38.0,2.465305709899901,2.151072970984573,48,6,0.0,16
EMP-005013,2017-03-04,IT,Mid,57,Female,1715124,89.0,3.9061739858474445,3.054900901128704,10,1,0.0,2
EMP-005014,2019-10-13,Sales,Junior,49,Male,1506675,118.0,2.694560694513979,3.2395830645844805,38,4,0.0,47
EMP-005015,2018-04-26,HR,Manager,49,Male,370006,110.0,4.350580245570214,,6,9,1.0,39
EMP-005016,2015-09-26,Operations,Senior,44,Male,766139,69.0,2.235057831866127,2.913237987711417,44,2,0.0,37
EMP-005017,2020-04-20,Operations,Junior,54,Female,1319086,44.0,2.9316631924920182,2.3340634159686218,44,2,0.0,24
EMP-005018,2015-02-02,Marketing,Junior,46,Female,1756013,6.0,2.152757646803647,3.105877751963771,9,8,1.0,3
EMP-005019,2020-03-03,IT,Senior,29,Female,1791094,93.0,1.2371720355246199,1.4796468271719618,32,0,1.0,9
EMP-005020,2020-06-11,Sales,Manager,50,Male,1252752,108.0,4.65015898748339,1.5624869851801417,5,8,1.0,1
EMP-005021,2017-07-28,Finance,Senior,37,Male,983010,6.0,1.1845612362440545,1.506968611458229,8,0,0.0,31
EMP-005022,2019-08-04,Operations,Senior,32,Female,1273533,32.0,2.4264602077962634,3.234735970101126,35,9,0.0,31
EMP-005023,2017-09-17,Sales,Lead,30,Male,588638,109.0,2.211834650592807,4.127894814448137,30,1,0.0,5
EMP-005024,2020-11-25,Marketing,Lead,47,Female,918553,95.0,4.793403606959554,1.1322201254680913,34,1,1.0,19
EMP-005025,2019-12-11,Operations,Mid,32,,703188,19.0,3.6816158260328864,2.8597251724808164,8,5,1.0,25
EMP-005026,2017-05-06,Marketing,Mid,38,Female,664029,22.0,1.4347692792104096,3.849962487014406,8,8,1.0,6
EMP-005027,2015-02-18,Marketing,Senior,53,Male,1959094,49.0,3.5017980248871257,3.307913752536364,43,2,1.0,18
EMP-005028,2020-03-17,Operations,,56,Female,1244906,31.0,2.4285182823902067,3.9297768414385557,10,3,0.0,21
EMP-005029,2016-10-06,Operations,Senior,43,Male,306052,83.0,3.1022669265966893,1.3315053113557722,9,8,1.0,22
EMP-005030,2015-12-09,HR,Junior,35,Female,808241,36.0,3.9029860582785485,3.1456844047627674,39,9,0.0,13
EMP-005031,2019-05-10,HR,Manager,34,Female,729690,111.0,3.396465061394921,2.1678547197359763,23,5,1.0,21
EMP-005032,2015-03-12,Finance,Mid,25,Female,756217,61.0,2.3202874085276624,,27,0,1.0,37
EMP-005033,2015-11-14,Operations,Senior,49,Female,1489967,27.0,2.440614831353557,2.9987012598853164,28,4,0.0,36
EMP-005034,2015-04-08,Marketing,Mid,41,Male,1294315,48.0,1.4487609951506282,3.9565030013814253,36,1,1.0,31
EMP-005035,2017-08-17,Marketing,,50,Female,1708044,49.0,2.9219544672137725,3.7579707342531243,31,0,1.0,28
EMP-005036,2017-05-13,Finance,Senior,42,Female,1820260,116.0,2.20058793058548,3.275647782567254,10,8,1.0,39
EMP-005037,2015-11-01,HR,Mid,45,,480550,87.0,1.949012270218193,4.587718364519812,20,1,0.0,10
EMP-005038,2018-04-14,Sales,Manager,55,Female,1328198,64.0,3.6843407286937695,4.163259915441271,26,5,1.0,6
EMP-005039,2015-08-10,Finance,Lead,41,Male,1657410,43.0,4.41558896126206,1.7724423118227706,16,7,0.0,11
EMP-005040,2015-03-13,Sales,Junior,22,Male,1250678,32.0,1.5761185319846533,2.9719754259637847,0,5,0.0,6
EMP-005041,2018-09-09,Operations,Junior,31,Female,1684663,,3.1625525909970613,2.5905277416685766,23,7,1.0,18
EMP-005042,2019-04-22,Marketing,Manager,34,Male,1057991,77.0,2.0869388101447504,1.7118037484725765,3,5,0.0,9
EMP-005043,2016-08-26,Sales,Junior,26,Female,440366,36.0,2.2913423950889524,3.7290637155057893,11,6,1.0,45
EMP-005044,2018-10-14,Marketing,Junior,30,Male,557250,65.0,1.6385893859290905,4.963373059863143,27,2,0.0,24
EMP-005045,2017-06-20,Sales,Senior,47,Male,1059006,99.0,2.69385748706397,3.140059162833123,12,5,0.0,36
EMP-005046,2015-05-11,Finance,Senior,33,Male,1300793,113.0,4.948075398977705,1.5368295746037948,5,3,0.0,16
EMP-005047,2016-12-07,Marketing,Senior,33,Male,565222,47.0,3.548285802490223,1.459338621334905,5,8,0.0,3
EMP-005048,2019-09-23,Sales,Lead,40,Male,1962713,115.0,1.6849875083360706,2.862887932801838,35,8,0.0,33
EMP-005049,2020-04-26,Finance,Lead,32,Female,310229,107.0,4.314336234360399,4.547260202562814,46,4,0.0,39
EMP-005050,2015-10-05,Operations,Manager,39,Male,962731,3.0,2.8572759325038213,4.687900655693663,2,2,0.0,27
EMP-005051,2016-12-09,IT,Manager,52,Male,1878285,117.0,4.585327765475155,4.355387931064252,35,1,1.0,35
EMP-005052,2018-11-24,HR,Junior,57,Male,1527743,83.0,1.025027362792573,2.7468519474317588,44,7,0.0,24
EMP-005053,2017-07-25,HR,Lead,23,Female,1076461,12.0,4.558080741818941,4.122181825669798,22,1,0.0,37
EMP-005054,2020-02-20,Finance,Manager,31,Female,1433763,97.0,3.2226688926147906,3.0592885161696524,47,0,0.0,9
EMP-005055,2021-10-23,Finance,Mid,330,Male,1799083,13.0,1.0121641362089595,2.207478922792361,34,9,1.0,45
EMP-005056,2021-07-02,Finance,Manager,22,Male,600147,84.0,4.777577746152195,3.0465078729111417,15,5,1.0,4
EMP-005057,2019-08-29,IT,Junior,41,Male,967133,69.0,1.3949351120960762,2.862021389186078,37,3,1.0,7
EMP-005058,2021-08-15,HR,Lead,44,Male,996451,9.0,4.560143373060489,2.2540285960176716,37,3,1.0,31
EMP-005059,2017-03-28,Operations,Mid,43,Male,1894320,18.0,1.4026353612503395,3.227393245557634,15,3,1.0,43
EMP-005060,2018-04-11,Sales,Senior,37,Male,899374,18.0,2.410273848531927,1.027643183505015,30,4,1.0,20
EMP-005061,2017-11-06,HR,Senior,53,Female,1635936,47.0,4.727703980943604,2.959503783064515,33,-8,1.0,6
EMP-005062,2021-09-16,Operations,Manager,44,Female,1417006,60.0,1.9959225132957052,,46,1,0.0,11
EMP-005063,2017-11-19,Sales,Senior,50,Male,1076160,110.0,2.801509253265359,4.5442512702438975,30,6,1.0,11
EMP-005064,2019-02-01,Operations,Manager,51,Female,1892919,57.0,1.5130433367736882,2.9874730088963988,44,9,0.0,9
EMP-005065,2015-03-15,IT,Lead,38,Male,1571698,48.0,2.088091470156174,4.976792107240852,37,7,1.0,19
EMP-005066,2015-11-30,IT,Senior,53,,1378008,9.0,1.4541148888699813,4.874044511750331,33,7,0.0,2
EMP-005067,2019-12-01,Finance,Lead,30,Male,363968,41.0,2.307096836558533,4.35519234309837,40,2,1.0,30
