flight_id,flight_date,airline,origin,destination,scheduled_departure,actual_departure,delay_minutes,distance_km,aircraft_type,passengers,is_delayed,delay_reason,ticket_price
FL-006473,2024-01-01,IndiGo,BOM,HYD,22:08,02:10,84.0,392,B787,193,0.0,None,8437
FL-006474,2023-04-18,SpiceJet,CCU,BOM,22:10,00:09,96.0,2250,A321,163,0.0,Crew,-2777
FL-006475,2022-08-04,Vistara,BLR,HYD,23:58,03:29,230.0,272,B787,292,1.0,None,8130
FL-006476,2022-05-11,Air India,BLR,BLR,17:25,01:51,295.0,1946,A321,92,1.0,Technical,5730
FL-006477,2022-02-21,Air India,HYD,MAA,21:09,04:24,207.0,1393,A320,91,,None,16763
FL-006478,2023-03-22,Vistara,BOM,MAA,18:12,06:25,226.0,2085,A320,246,1.0,ATC,18778
FL-006479,2022-04-09,Vistara,BLR,CCU,12:35,04:55,52.0,1638,A321,188,1.0,None,15929
FL-006480,2023-09-30,Air India,BOM,BLR,03:47,03:26,-3.0,1217,B737,146,1.0,Crew,6863
FL-006481,2023-09-07,IndiGo,BLR,BLR,17:28,01:29,223.0,2636,A320,82,0.0,Crew,15234
FL-006482,2023-09-15,Vistara,CCU,DEL,18:21,16:45,125.0,2090,A321,233,0.0,None,11429
FL-006483,2022-07-10,IndiGo,BOM,CCU,02:25,13:11,88.0,1503,A320,142,0.0,Weather,5063
FL-006484,2023-02-05,Vistara,HYD,BLR,22:08,16:29,168.0,2096,B737,116,1.0,None,17032
FL-006485,2022-02-26,IndiGo,DEL,HYD,17:46,18:06,87.0,2906,A320,107,0.0,None,18344
FL-006486,2022-06-19,SpiceJet,HYD,BLR,08:57,13:54,76.0,1564,A320,91,1.0,Technical,4669
FL-006487,2022-01-08,SpiceJet,CCU,BOM,00:20,04:45,18.0,2956,A320,142,1.0,None,12134
FL-006488,2023-12-30,IndiGo,HYD,CCU,04:17,05:51,,2989,B787,81,1.0,Technical,7081
FL-006489,2023-04-10,Vistara,CCU,HYD,08:50,20:31,139.0,1430,A320,66,1.0,ATC,7289
FL-006490,2023-09-17,GoAir,BLR,DEL,16:18,13:54,284.0,1883,A320,122,0.0,None,-18503
FL-006491,2023-12-03,Vistara,,BLR,13:45,00:31,239.0,868,B787,266,0.0,Weather,19242
FL-006492,2022-05-27,SpiceJet,MAA,MAA,00:08,11:31,4.0,1377,A321,191,1.0,None,15718
FL-006493,2023-10-29,Air India,MAA,BOM,05:25,23:18,18.0,1677,B787,142,,Crew,17366
FL-006494,2022-04-04,IndiGo,HYD,BLR,12:49,13:00,229.0,1712,A321,176,1.0,Weather,9105
FL-006495,2022-05-25,SpiceJet,MAA,MAA,12:36,18:43,,2465,A320,90,0.0,Technical,18193
FL-006496,2022-11-14,GoAir,DEL,HYD,17:34,11:30,-19.0,277,B737,220,0.0,Crew,19401
FL-006497,2022-11-26,SpiceJet,,CCU,20:45,14:35,205.0,1739,A320,255,1.0,None,17167
FL-006498,2023-03-21,Air India,HYD,BOM,16:23,03:01,264.0,1596,B737,286,1.0,ATC,12312
FL-006499,2022-11-07,IndiGo,MAA,DEL,04:32,00:33,275.0,551,A321,171,1.0,None,19788
FL-006500,2022-02-16,IndiGo,HYD,BLR,01:48,18:45,,2200,B737,66,1.0,ATC,11671
FL-006501,2023-11-02,GoAir,DEL,DEL,18:43,08:28,8.0,951,A320,134,0.0,ATC,14410
FL-006502,2023-04-06,IndiGo,,DEL,04:11,,145.0,896,B737,126,0.0,Weather,10499
FL-006503,2023-11-22,IndiGo,DEL,BLR,16:25,08:18,134.0,2285,A320,99,0.0,None,6078
FL-006504,2024-01-05,Vistara,BLR,HYD,01:59,04:43,120.0,644,B737,155,1.0,Crew,3041
FL-006505,2022-07-11,IndiGo,DEL,CCU,01:06,16:34,180.0,2011,A321,53,1.0,Crew,18863
FL-006506,2022-05-14,GoAir,BOM,MAA,14:44,13:23,219.0,2948,B737,106,0.0,Technical,18628
FL-006507,2022-09-02,GoAir,CCU,CCU,03:18,17:21,162.0,2172,A321,127,0.0,Weather,3899
FL-006508,2022-03-04,Vistara,,CCU,04:54,,126.0,342,B787,245,0.0,Crew,3246
FL-006509,2023-10-12,Air India,DEL,MAA,22:01,09:12,170.0,605,A320,143,0.0,None,16507
FL-006510,2022-05-04,IndiGo,BOM,CCU,03:11,08:14,68.0,1042,A321,249,0.0,Crew,5800
FL-006511,2023-12-20,SpiceJet,CCU,MAA,13:55,,93.0,1986,B787,203,1.0,Technical,4236
FL-006512,2022-08-24,SpiceJet,CCU,BOM,21:11,16:08,9.0,1794,B737,172,0.0,Weather,15749
FL-006513,2022-02-08,IndiGo,BLR,BLR,07:58,08:08,80.0,623,B787,71,0.0,,3809
FL-006514,2022-07-31,IndiGo,MAA,CCU,15:15,00:39,239.0,2931,A320,64,0.0,Crew,6232
FL-006515,2023-03-02,GoAir,BLR,DEL,09:09,01:49,-20.0,1282,A320,230,0.0,Technical,19037
FL-006516,2022-03-16,Air India,DEL,DEL,07:49,02:42,221.0,1122,A321,70,0.0,Crew,18224
FL-006517,2022-09-29,SpiceJet,MAA,DEL,01:46,10:53,-8.0,1050,A321,201,0.0,Crew,7852
FL-006518,2024-01-14,Vistara,MAA,BLR,13:05,16:03,123.0,319,A321,197,,Weather,6860
FL-006519,2023-12-18,Air India,CCU,MAA,07:15,08:21,210.0,2228,A321,159,0.0,ATC,10141
FL-006520,2023-12-01,Air India,CCU,BOM,14:19,02:44,159.0,2135,B787,119,1.0,None,6825
FL-006521,2023-11-05,SpiceJet,CCU,BOM,04:56,,268.0,1034,A320,181,0.0,Crew,18865
FL-006522,2022-10-21,Air India,DEL,BLR,09:38,17:07,209.0,2952,A321,296,1.0,Crew,13870
FL-006523,2022-01-04,IndiGo,BOM,HYD,10:19,14:29,267.0,2692,A321,131,0.0,Crew,2640
FL-006524,2023-11-02,SpiceJet,CCU,MAA,02:21,08:09,210.0,1226,B737,146,0.0,Weather,11370
FL-006525,2023-07-04,Vistara,BLR,DEL,22:27,09:30,208.0,2552,B737,173,1.0,ATC,17915
FL-006526,2023-12-06,Air India,BOM,CCU,01:44,17:59,133.0,1050,A321,61,1.0,Weather,4187
FL-006527,2024-01-11,GoAir,MAA,CCU,02:15,07:05,210.0,706,B737,120,0.0,Crew,18414
FL-006528,2023-11-15,Air India,BOM,MAA,13:12,07:43,219.0,2357,A320,294,0.0,Crew,8989
FL-006529,2023-08-12,IndiGo,,HYD,21:38,09:28,251.0,1295,B737,261,1.0,Weather,15518
FL-006530,2022-08-16,GoAir,HYD,BOM,00:53,18:39,127.0,528,A321,198,0.0,Weather,15581
FL-006531,2022-10-22,Vistara,MAA,MAA,22:32,05:14,-4.0,2054,B787,137,1.0,ATC,10761
FL-006532,2023-12-14,Air India,BOM,DEL,11:18,15:58,-2.0,1719,B787,147,1.0,None,12230
FL-006533,2023-07-03,Vistara,BLR,BLR,15:16,22:24,249.0,2506,B787,292,1.0,Technical,17907
FL-006534,2022-06-28,GoAir,DEL,CCU,13:45,06:40,21.0,1213,B737,91,0.0,Crew,14782
FL-006535,2023-04-28,IndiGo,MAA,BOM,15:41,21:35,197.0,2876,B737,52,1.0,Weather,5255
FL-006536,2023-01-18,Vistara,HYD,HYD,11:52,01:44,196.0,1893,B737,110,0.0,Technical,16414
FL-006537,2022-04-30,GoAir,MAA,BLR,02:17,10:04,241.0,665,A320,152,1.0,Technical,2723
FL-006538,2023-05-01,Air India,HYD,CCU,17:34,13:44,232.0,791,B737,139,1.0,None,3673
FL-006539,2022-04-16,GoAir,CCU,CCU,11:04,07:28,203.0,1225,A321,173,0.0,Technical,19726
FL-006540,2022-08-16,IndiGo,BOM,BLR,22:22,18:10,152.0,475,B737,263,1.0,Crew,13128
FL-006541,2023-07-21,Vistara,CCU,CCU,05:28,14:24,193.0,1113,B787,229,1.0,Crew,10279
FL-006542,2023-06-14,Vistara,BLR,MAA,14:48,11:30,1.0,1125,B787,172,1.0,Crew,6807
FL-006543,2022-03-27,IndiGo,HYD,BLR,06:11,17:07,99.0,2888,B737,218,0.0,Weather,19723
FL-006544,2024-02-13,Vistara,CCU,HYD,06:35,22:19,-2.0,933,B737,90,1.0,None,2759
FL-006545,2023-03-21,Air India,CCU,CCU,01:09,17:00,160.0,1543,A320,297,0.0,None,15083
FL-006546,2023-09-25,SpiceJet,BLR,BOM,00:03,02:59,58.0,2825,B787,259,0.0,Technical,15912
FL-006547,2024-01-13,SpiceJet,CCU,CCU,08:18,02:01,107.0,2460,B787,90,0.0,Technical,10180
FL-006548,2022-10-25,GoAir,DEL,BOM,21:36,08:55,269.0,1516,A320,164,0.0,Technical,10119
FL-006549,2023-08-22,IndiGo,DEL,BOM,06:14,01:03,173.0,329,B787,112,0.0,Technical,4134
FL-006550,2024-03-02,GoAir,MAA,HYD,03:37,06:59,10.0,2506,B787,109,1.0,Technical,2236
FL-006551,2023-10-10,GoAir,HYD,HYD,11:50,07:08,135.0,1174,B787,241,0.0,ATC,13175
FL-006552,2023-12-03,GoAir,CCU,HYD,20:13,13:55,94.0,2976,B787,172,1.0,Crew,15541
FL-006553,2022-11-09,SpiceJet,BOM,DEL,11:03,01:12,210.0,2047,B737,63,0.0,Crew,16311
FL-006554,2023-06-10,GoAir,BLR,DEL,12:56,16:37,60.0,2693,A321,140,0.0,None,16457
FL-006555,2022-06-15,GoAir,BLR,DEL,03:39,20:49,192.0,639,B737,228,0.0,None,11240
FL-006556,2022-11-07,SpiceJet,DEL,BLR,14:36,11:02,215.0,2822,B737,120,1.0,Technical,16629
FL-006557,2022-01-25,SpiceJet,BLR,BLR,22:39,03:03,34.0,1018,A320,228,0.0,None,19044
FL-006558,2024-03-01,SpiceJet,MAA,CCU,12:05,23:04,266.0,2315,B787,286,1.0,Technical,9118
FL-006559,2022-12-30,GoAir,HYD,BOM,05:20,06:12,45.0,2425,B737,99,1.0,Crew,4458
FL-006560,2023-07-05,Vistara,CCU,CCU,08:49,04:04,122.0,1120,B737,154,0.0,None,11599
FL-006561,2023-02-19,SpiceJet,DEL,DEL,13:09,07:21,264.0,1519,A320,62,0.0,Weather,4968
FL-006562,2022-08-20,SpiceJet,BOM,HYD,19:44,09:50,160.0,2500,B787,71,1.0,Weather,5619
FL-006563,2022-05-13,GoAir,CCU,HYD,22:10,09:48,3.0,2895,B787,60,0.0,ATC,13768
FL-006564,2022-05-12,IndiGo,CCU,BOM,00:42,19:18,36.0,2589,A321,135,1.0,ATC,13759
FL-006565,2023-06-13,Vistara,BLR,HYD,17:28,21:41,,1505,B737,97,1.0,Weather,9932
FL-006566,2023-06-08,GoAir,HYD,CCU,08:55,23:31,187.0,2208,A320,67,0.0,,11873
FL-006567,2022-10-21,GoAir,HYD,CCU,04:54,,257.0,1901,B737,91,1.0,None,19419
FL-006568,2023-08-21,GoAir,BOM,BLR,23:15,00:41,239.0,1985,A320,213,0.0,Crew,9985
FL-006569,2023-03-07,Air India,DEL,DEL,05:56,10:00,197.0,729,B737,51,1.0,Crew,6130
FL-006570,2022-01-06,SpiceJet,CCU,CCU,04:55,01:21,103.0,2783,B737,62,0.0,None,17957
FL-006571,2023-01-20,SpiceJet,BLR,BLR,15:20,20:16,180.0,2770,B737,70,0.0,ATC,6944
FL-006572,2022-07-26,Vistara,BOM,CCU,16:55,06:36,127.0,1557,B737,236,1.0,Technical,18730
FL-006573,2024-02-07,GoAir,BOM,DEL,03:55,22:41,2220.0,1914,A321,286,1.0,Crew,5509
FL-006574,2023-05-14,Air India,HYD,BLR,15:28,23:47,32.0,1858,A320,246,1.0,None,9962
FL-006575,2024-01-07,IndiGo,BOM,MAA,14:16,00:58,220.0,2396,A320,167,1.0,Weather,6508
FL-006576,2023-08-07,GoAir,HYD,HYD,23:04,03:42,84.0,1835,A321,148,0.0,Crew,7269
FL-006577,2022-09-04,Vistara,CCU,DEL,23:46,09:01,74.0,2760,A321,267,1.0,None,7152
FL-006578,2022-03-01,SpiceJet,BOM,BOM,19:09,15:44,236.0,1788,B787,213,,,3170
FL-006579,2023-09-07,Air India,CCU,DEL,14:03,,,918,B787,258,0.0,ATC,7426
FL-006580,2023-08-21,GoAir,HYD,DEL,20:52,14:46,261.0,1190,A320,118,0.0,Technical,14982
FL-006581,2022-01-09,Air India,MAA,DEL,07:08,11:30,38.0,2332,A321,144,0.0,Technical,9362
FL-006582,2022-03-31,Air India,HYD,CCU,04:54,02:20,-1.0,760,B737,221,0.0,ATC,16834
FL-006583,2023-09-08,Air India,CCU,BLR,07:05,16:39,257.0,2764,B737,278,0.0,None,12874
FL-006584,2023-01-31,IndiGo,DEL,CCU,11:20,15:39,29.0,2649,A321,63,1.0,Crew,8935
FL-006585,2023-08-14,Air India,DEL,CCU,00:53,13:00,231.0,1338,A321,229,1.0,Crew,7528
FL-006586,2022-06-16,Air India,DEL,MAA,23:06,09:16,53.0,2608,B787,115,1.0,Weather,4370
FL-006587,2024-01-07,Vistara,BOM,HYD,09:46,14:28,172.0,2003,B787,124,0.0,None,17330
FL-006588,2022-10-16,Air India,CCU,BOM,12:16,02:38,187.0,1551,A320,261,0.0,ATC,14733
FL-006589,2023-07-27,IndiGo,BOM,MAA,23:22,16:07,59.0,2383,B787,238,1.0,Crew,18205
FL-006590,2022-03-07,Air India,DEL,BOM,09:18,09:44,63.0,2229,B737,202,0.0,Technical,18643
FL-006591,2022-10-26,Vistara,HYD,BLR,11:37,22:08,230.0,2939,B737,162,0.0,Weather,13381
FL-006592,2023-10-08,Air India,DEL,CCU,21:12,,197.0,1729,B737,264,1.0,Crew,16199
FL-006593,2024-01-14,Air India,MAA,HYD,14:28,19:28,147.0,1410,B737,116,0.0,ATC,4656
FL-006594,2023-04-27,SpiceJet,BLR,CCU,10:59,15:27,154.0,1905,A321,277,0.0,Technical,13078
FL-006595,2022-07-18,Vistara,DEL,CCU,15:27,22:10,263.0,1640,B787,126,0.0,Technical,6125
FL-006596,2023-12-30,SpiceJet,CCU,BOM,07:02,01:56,95.0,630,A321,170,0.0,ATC,14662
FL-006597,2023-09-08,IndiGo,CCU,DEL,09:42,,247.0,1954,B737,261,1.0,ATC,8213
FL-006598,2022-06-29,SpiceJet,DEL,DEL,20:45,06:58,131.0,2969,A321,269,0.0,None,12553
FL-006599,2023-11-13,GoAir,HYD,BLR,19:46,23:44,55.0,2365,A321,119,1.0,None,18897
FL-006600,2022-01-28,SpiceJet,CCU,HYD,20:01,16:25,47.0,899,A321,190,0.0,Weather,4097
FL-006601,2024-03-08,Air India,DEL,BOM,09:26,02:06,125.0,1065,A321,64,1.0,Weather,14413
FL-006602,2022-10-20,Air India,CCU,BLR,05:15,23:26,142.0,2992,B737,297,1.0,Weather,5525
FL-006603,2023-01-28,GoAir,MAA,HYD,02:08,20:02,201.0,1509,A320,171,1.0,Technical,9644
FL-006604,2023-12-25,SpiceJet,CCU,MAA,18:34,23:55,248.0,2150,B737,88,0.0,Technical,8558
FL-006605,2024-02-08,SpiceJet,MAA,CCU,08:38,13:48,222.0,583,B787,188,0.0,Weather,4296
FL-006606,2023-06-06,Air India,MAA,MAA,03:01,07:39,,1988,A321,192,0.0,None,17418
FL-006607,2023-03-01,GoAir,HYD,DEL,07:35,03:12,281.0,618,A320,89,0.0,ATC,4124
FL-006608,2023-01-20,IndiGo,HYD,BLR,09:50,22:36,20.0,499,A321,84,1.0,Crew,19934
FL-006609,2023-11-26,Air India,BOM,HYD,21:31,13:54,239.0,325,B787,63,0.0,Crew,13928
FL-006610,2022-12-20,GoAir,DEL,DEL,12:01,09:06,61.0,940,B787,121,1.0,None,10198
FL-006611,2022-07-23,Vistara,BLR,CCU,14:28,21:16,9.0,2323,B737,195,0.0,ATC,4724
FL-006612,2022-11-10,Air India,CCU,BOM,05:35,08:08,50.0,1933,A321,255,0.0,Weather,9725
FL-006613,2022-09-05,Vistara,BLR,BLR,23:35,01:55,296.0,351,B787,94,0.0,Crew,10872
FL-006614,2022-09-03,Vistara,MAA,CCU,04:11,00:27,226.0,2128,B787,116,0.0,Technical,12175
FL-006615,2023-01-10,SpiceJet,MAA,CCU,20:11,21:16,49.0,299,A321,138,1.0,Weather,3539
FL-006616,2022-01-20,IndiGo,CCU,BLR,06:22,12:25,187.0,1586,A321,239,0.0,ATC,3546
FL-006617,2022-03-10,SpiceJet,BOM,BLR,07:09,08:16,66.0,948,A320,160,0.0,Weather,19202
FL-006618,2023-09-11,Vistara,BOM,DEL,00:18,13:11,173.0,2596,B737,69,1.0,ATC,17649
FL-006619,2022-10-08,Air India,BLR,DEL,17:05,13:41,74.0,899,A321,108,1.0,Crew,4084
FL-006620,2022-03-30,Vistara,MAA,BOM,18:18,14:23,0.0,1574,A321,100,1.0,Crew,16757
FL-006621,2022-03-27,Vistara,HYD,CCU,08:38,21:26,219.0,354,B787,91,1.0,ATC,4428
FL-006622,2023-05-29,GoAir,MAA,HYD,22:07,11:35,168.0,624,A321,298,1.0,Weather,19122
FL-006623,2022-07-15,SpiceJet,HYD,MAA,05:51,01:57,198.0,2405,A321,212,0.0,Weather,16287
FL-006624,2022-07-28,Air India,,BLR,08:12,13:12,253.0,1175,A321,117,0.0,Technical,13040
FL-006625,2022-03-14,SpiceJet,MAA,MAA,12:24,01:57,88.0,1484,A320,207,1.0,None,16305
FL-006626,2022-08-22,Air India,DEL,CCU,22:54,10:35,162.0,750,B737,275,0.0,Crew,18548
FL-006627,2023-12-24,IndiGo,HYD,HYD,08:04,12:24,-10.0,2139,B737,136,1.0,Crew,13688
FL-006628,2023-02-28,Vistara,,MAA,21:14,09:13,155.0,1185,B737,243,1.0,Weather,18931
FL-006629,2022-09-27,Vistara,BLR,MAA,20:50,05:10,205.0,937,B737,231,0.0,ATC,9349
FL-006630,2022-01-23,GoAir,BOM,MAA,13:38,16:14,282.0,1774,A321,276,1.0,Crew,12702
FL-006631,2022-11-16,GoAir,HYD,MAA,14:52,19:52,150.0,1017,A321,252,0.0,Technical,11051
FL-006632,2022-06-15,Vistara,CCU,MAA,15:19,15:15,130.0,1063,B787,294,0.0,Technical,8705
FL-006633,2022-09-01,Air India,BOM,CCU,19:42,09:27,39.0,1783,B787,145,0.0,Crew,9019
FL-006634,2023-03-29,Vistara,MAA,CCU,04:34,20:06,221.0,1654,B787,193,0.0,ATC,6343
FL-006635,2023-09-27,GoAir,CCU,BLR,14:28,23:20,62.0,1506,A320,273,1.0,Technical,19768
FL-006636,2023-07-20,GoAir,HYD,MAA,21:18,14:17,180.0,2308,B787,83,1.0,Technical,6635
FL-006637,2022-06-16,SpiceJet,HYD,CCU,03:02,03:25,4.0,1952,A320,106,0.0,Weather,6723
FL-006638,2023-10-16,SpiceJet,BOM,BOM,11:36,22:22,72.0,626,B737,271,0.0,Technical,14867
FL-006639,2022-05-27,IndiGo,DEL,CCU,03:09,06:06,275.0,1030,A320,168,1.0,Crew,7386
FL-006640,2022-08-05,SpiceJet,CCU,MAA,11:01,07:27,96.0,265,A320,209,1.0,Crew,2265
FL-006641,2023-08-13,IndiGo,BOM,BLR,08:32,19:21,286.0,794,A320,268,1.0,Weather,15948
FL-006642,2022-12-20,SpiceJet,CCU,BOM,13:38,21:27,-13.0,1336,A321,255,0.0,Technical,10132
FL-006643,2022-12-11,SpiceJet,BLR,CCU,15:17,15:12,81.0,1185,B737,222,1.0,Crew,8238
FL-006644,2023-02-27,Air India,HYD,BOM,10:47,07:00,169.0,2747,B787,250,1.0,Weather,8230
FL-006645,2023-05-09,Air India,MAA,BLR,22:47,16:13,250.0,685,A321,248,1.0,,19609
FL-006646,2022-07-21,GoAir,BLR,BLR,13:36,21:38,147.0,2239,B737,110,0.0,ATC,12541
FL-006647,2022-02-08,SpiceJet,DEL,HYD,01:45,05:34,110.0,1616,A321,179,0.0,None,17138
FL-006648,2022-02-12,IndiGo,BOM,BLR,17:01,23:04,-7.0,2332,A321,212,1.0,ATC,17243
FL-006649,2023-06-12,GoAir,HYD,BLR,13:24,14:14,187.0,248,A320,77,1.0,Weather,15179
FL-006650,2022-03-12,GoAir,BLR,MAA,18:04,17:01,107.0,1762,B737,129,1.0,ATC,16784
FL-006651,2023-11-10,SpiceJet,CCU,CCU,09:08,06:54,242.0,1230,A321,51,0.0,Technical,3479
FL-006652,2023-07-07,Air India,DEL,BOM,19:03,20:42,-4.0,2610,A321,109,0.0,None,8643
FL-006653,2023-05-15,Vistara,MAA,CCU,10:53,05:25,149.0,368,A320,269,1.0,Technical,17033
FL-006654,2022-02-14,IndiGo,BOM,BOM,03:00,15:53,144.0,2709,A320,120,1.0,Weather,19877
FL-006655,2022-01-14,SpiceJet,MAA,BOM,15:36,11:44,210.0,1093,A321,189,1.0,Weather,8438
FL-006656,2023-07-10,Vistara,DEL,HYD,05:08,14:23,,709,A321,87,1.0,ATC,7878
FL-006657,2022-05-14,Vistara,HYD,DEL,17:28,01:49,281.0,1316,A320,194,0.0,Crew,5929
FL-006658,2023-04-15,Vistara,BLR,MAA,02:19,11:14,57.0,1344,B787,294,0.0,ATC,2250
FL-006659,2022-08-30,IndiGo,DEL,BOM,06:46,09:38,218.0,1809,B787,209,1.0,Weather,11057
FL-006660,2023-12-26,GoAir,CCU,HYD,10:36,05:21,-15.0,1977,B737,116,0.0,Crew,8439
FL-006661,2022-03-31,SpiceJet,MAA,HYD,03:56,10:51,67.0,1566,A320,119,1.0,Technical,2937
FL-006662,2023-04-08,IndiGo,CCU,CCU,02:56,22:46,281.0,2366,A320,276,1.0,Crew,18810
FL-006663,2022-11-01,IndiGo,MAA,CCU,12:49,15:09,192.0,940,B737,290,0.0,ATC,10959
FL-006664,2023-08-03,IndiGo,HYD,CCU,05:32,17:57,18.0,889,A320,286,1.0,Weather,8902
FL-006665,2022-04-30,SpiceJet,BOM,DEL,05:22,00:01,290.0,929,A321,202,0.0,Crew,16160
FL-006666,2023-05-17,SpiceJet,HYD,BLR,00:17,07:39,29.0,2317,A320,249,0.0,None,2529
FL-006667,2024-01-21,SpiceJet,MAA,BOM,01:52,09:54,276.0,1457,A321,258,,ATC,16997
FL-006668,2023-11-05,IndiGo,HYD,BLR,22:34,07:22,128.0,1855,B787,226,1.0,Weather,7808
FL-006669,2023-12-21,Vistara,HYD,BOM,00:35,20:00,1.0,371,B787,124,0.0,None,4800
FL-006670,2022-04-12,Vistara,CCU,CCU,23:36,16:43,257.0,760,A320,222,1.0,Technical,3809
FL-006671,2023-04-22,SpiceJet,BLR,CCU,14:21,05:21,219.0,457,B787,146,1.0,Crew,12183
FL-006672,2022-03-23,GoAir,MAA,CCU,18:49,00:26,270.0,2062,A320,125,1.0,Technical,3001
FL-006673,2023-02-23,IndiGo,BOM,DEL,10:21,16:01,194.0,2664,A320,150,1.0,None,15297
FL-006674,2022-10-12,Vistara,HYD,CCU,21:03,12:52,136.0,1753,B787,74,0.0,,11298
FL-006675,2022-11-25,Vistara,BOM,HYD,22:36,20:37,129.0,289,A321,260,0.0,ATC,2601
FL-006676,2022-03-28,GoAir,BLR,HYD,13:23,23:38,152.0,2772,A321,227,0.0,Crew,10261
FL-006677,2023-11-06,Vistara,BOM,BOM,15:03,07:04,288.0,2047,B737,153,1.0,Weather,10679
FL-006678,2022-07-11,GoAir,CCU,BOM,23:41,10:19,47.0,1567,B737,266,1.0,Technical,15894
FL-006679,2022-03-06,SpiceJet,BOM,HYD,09:15,06:55,34.0,1091,B737,128,0.0,None,6608
FL-006680,2022-07-13,Air India,DEL,CCU,01:35,02:04,123.0,1793,B787,102,1.0,None,4971
FL-006681,2023-11-19,SpiceJet,HYD,BOM,05:50,12:50,26.0,919,B787,288,0.0,None,16255
FL-006682,2023-01-19,Air India,HYD,DEL,12:51,11:04,18.0,2676,A321,87,1.0,Crew,15099
FL-006683,2022-03-17,SpiceJet,CCU,BOM,17:34,15:36,85.0,621,B787,141,0.0,ATC,5753
FL-006684,2022-03-02,SpiceJet,BOM,MAA,10:44,00:45,205.0,2040,B787,269,0.0,Technical,10754
FL-006685,2022-09-17,Air India,BLR,BOM,04:32,12:18,194.0,591,A320,249,0.0,None,10074
FL-006686,2022-06-06,SpiceJet,MAA,BOM,23:25,05:44,189.0,2057,B787,77,,None,7142
FL-006687,2022-09-19,Vistara,MAA,DEL,19:03,,133.0,803,B787,245,0.0,ATC,2413
FL-006688,2022-09-05,Air India,CCU,HYD,05:23,14:19,-20.0,2016,B787,287,0.0,Crew,13603
FL-006689,2023-01-04,Vistara,BLR,MAA,06:24,17:12,150.0,2890,B787,141,0.0,Crew,5717
FL-006690,2023-02-05,GoAir,CCU,HYD,09:05,12:33,248.0,1057,B787,255,1.0,None,2751
FL-006691,2024-01-23,Air India,BLR,CCU,08:56,08:02,44.0,822,A321,222,1.0,Weather,2046
FL-006692,2023-11-02,IndiGo,MAA,MAA,17:38,04:59,-19.0,1497,A321,212,1.0,Weather,18152
FL-006693,2023-06-18,Vistara,DEL,BLR,07:05,06:16,-7.0,2142,A321,240,1.0,Weather,14196
FL-006694,2023-05-02,Air India,BLR,CCU,22:07,02:53,89.0,299,B787,154,0.0,Crew,13424
FL-006695,2022-04-10,SpiceJet,HYD,MAA,08:50,21:31,55.0,2189,B737,118,1.0,ATC,16612
FL-006696,2022-11-20,IndiGo,BOM,DEL,07:23,02:31,162.0,2452,B737,298,1.0,Weather,9785
FL-006697,2022-05-29,Vistara,BLR,MAA,08:43,10:00,6.0,1855,B737,63,1.0,ATC,9474
FL-006698,2022-02-28,SpiceJet,CCU,BLR,22:28,21:44,-14.0,1944,B737,56,0.0,ATC,16981
FL-006699,2022-06-26,IndiGo,DEL,CCU,19:10,02:44,,1465,B787,115,0.0,Weather,19803
FL-006700,2023-04-07,SpiceJet,BOM,BLR,01:15,23:51,261.0,1475,A320,177,1.0,Technical,16661
FL-006701,2023-12-01,Air India,MAA,MAA,16:28,05:16,120.0,324,B737,203,0.0,Crew,8165
FL-006702,2022-01-22,Vistara,HYD,BOM,04:00,00:16,160.0,231,B787,100,0.0,None,19644
FL-006703,2022-10-04,GoAir,BOM,BOM,10:22,21:34,38.0,2067,B737,214,0.0,None,9372
FL-006704,2022-10-27,Air India,MAA,DEL,08:29,04:27,182.0,2479,B737,271,1.0,None,17670
FL-006705,2023-11-05,GoAir,BOM,CCU,01:50,09:37,267.0,1725,B737,255,0.0,Technical,17266
FL-006706,2022-05-02,GoAir,BLR,CCU,14:39,13:36,6.0,2584,B787,88,1.0,Weather,8666
FL-006707,2022-02-25,Air India,CCU,CCU,08:30,02:57,52.0,1162,B737,79,0.0,None,16102
FL-006708,2022-11-27,GoAir,DEL,HYD,06:43,14:05,54.0,2349,A320,270,0.0,Technical,11111
FL-006709,2023-08-11,Air India,DEL,HYD,07:13,02:17,224.0,266,A320,82,0.0,Weather,14000
FL-006710,2023-06-08,Air India,DEL,BLR,23:42,12:51,163.0,285,B787,153,1.0,None,18355
FL-006711,2022-01-27,Vistara,HYD,BOM,12:39,23:03,170.0,1867,B787,120,0.0,ATC,16458
FL-006712,2022-07-13,SpiceJet,HYD,BOM,13:48,06:59,187.0,2424,B787,160,0.0,Technical,6579
FL-006713,2022-08-25,GoAir,MAA,CCU,09:49,18:04,253.0,1742,A321,278,0.0,Technical,6742
FL-006714,2022-12-01,IndiGo,BOM,DEL,11:18,02:08,283.0,589,A321,230,1.0,Technical,5663
FL-006715,2023-07-01,Air India,DEL,MAA,09:41,14:10,133.0,1052,B737,230,0.0,,2954
FL-006716,2022-03-02,Air India,DEL,HYD,09:53,18:34,172.0,285,B787,91,0.0,None,3223
FL-006717,2022-10-10,IndiGo,,DEL,01:21,09:43,76.0,1622,B737,264,1.0,Technical,7273
FL-006718,2022-12-01,GoAir,,BOM,14:07,10:13,87.0,472,B737,102,0.0,Crew,16427
FL-006719,2023-03-16,SpiceJet,MAA,HYD,15:53,16:00,83.0,2614,B737,253,,None,18031
