post_id,post_date,platform,author_id,content_type,likes,comments,shares,reach,impressions,engagement_rate,followers_at_post,hashtag_count,is_sponsored,sentiment
POST-00009631,2023-11-14 13:00:00,Facebook,USER-01059,Video,90920.0,987.0,6767,347573,1502243,7.570170543391075,848820,22.0,1,Positive
POST-00009632,2024-07-09 21:00:00,Instagram,USER-00930,Text,66958.0,4782.0,6210,562368,26189,10.979724695416055,229402,16.0,1,Neutral
POST-00009633,2023-11-27 09:00:00,Facebook,USER-01345,Text,90257.0,3602.0,1253,961371,537772,10.418584437422533,800462,22.0,0,Neutral
POST-00009634,2023-06-08 04:00:00,LinkedIn,USER-01064,Text,80178.0,4375.0,7610,267153,976870,5.49115565735849,515940,,0,Neutral
POST-00009635,2023-12-23 00:00:00,TikTok,USER-01651,Text,46216.0,4750.0,2088,152087,1315091,13.482860885164209,862889,9.0,0,Positive
POST-00009636,2023-03-13 07:00:00,Twitter,USER-01519,Image,55962.0,1919.0,676,827623,1800361,9.253025416851166,585381,0.0,0,Negative
POST-00009637,2023-09-05 13:00:00,TikTok,USER-01251,Image,5581.0,3388.0,2879,917976,766966,1.9644474056493921,380321,24.0,1,Negative
POST-00009638,2024-01-30 21:00:00,LinkedIn,USER-01222,Image,41749.0,676.0,4389,285725,233272,14.889045258832198,117026,6.0,1,Positive
POST-00009639,2024-07-13 19:00:00,Twitter,USER-01232,Video,67635.0,280.0,1589,780844,622954,2.8287492659302367,668321,11.0,0,Negative
POST-00009640,2023-01-30 13:00:00,Twitter,USER-00730,Story,77065.0,3681.0,1226,303137,73625,6.982358064700808,351259,,0,Neutral
POST-00009641,2024-03-07 06:00:00,TikTok,USER-00065,Image,93756.0,4004.0,6614,704032,121569,11.940926845483764,179677,18.0,1,Neutral
POST-00009642,2023-07-24 00:00:00,Twitter,USER-01370,Video,33199.0,2116.0,6421,183492,273687,5.2334733429503,180440,6.0,0,Neutral
POST-00009643,2023-01-10 11:00:00,TikTok,USER-00224,Reel,26461.0,2907.0,2266,387810,370151,9.35747176759184,116601,17.0,1,Neutral
POST-00009644,2023-12-27 22:00:00,TikTok,USER-00084,Reel,,549.0,7146,564465,1602451,2.6410476957345925,398243,13.0,1,Negative
POST-00009645,2023-09-12 04:00:00,Instagram,USER-00553,Story,34126.0,2762.0,9037,382790,902254,6.7354397449114005,754552,20.0,0,Positive
POST-00009646,2023-09-17 19:00:00,TikTok,USER-00943,Reel,16766.0,4274.0,8690,462334,70821,9.388021704824357,414501,2.0,1,Neutral
POST-00009647,2023-06-27 12:00:00,Facebook,USER-01853,Text,4090.0,4978.0,9614,765897,1601587,10.842277268940203,836760,6.0,0,Positive
POST-00009648,2024-01-15 08:00:00,Twitter,USER-01961,Text,88229.0,4166.0,4482,804025,1741306,3.051036827836068,690765,20.0,0,Negative
POST-00009649,2023-08-08 23:00:00,Twitter,USER-00594,Story,12476.0,1687.0,2855,570108,1231831,5.329021520050389,863867,20.0,0,Neutral
POST-00009650,2024-06-14 05:00:00,TikTok,USER-00895,Text,90690.0,4858.0,8790,427873,1668977,0.24339642261021144,566530,4.0,1,Negative
POST-00009651,2023-02-23 10:00:00,TikTok,USER-01456,Image,97240.0,2493.0,7590,624808,1436843,10.510624536435781,79566,29.0,1,Neutral
POST-00009652,2024-07-10 18:00:00,Instagram,USER-00803,Image,86564.0,3776.0,9461,549705,1822110,12.479178873149618,97721,15.0,1,Negative
POST-00009653,2024-01-07 00:00:00,Twitter,USER-00772,Reel,85831.0,1308.0,6957,752178,951361,0.7076013581700208,553833,1.0,0,Positive
POST-00009654,2023-11-22 04:00:00,TikTok,USER-00856,Image,79621.0,1381.0,5898,743834,1056652,5.277463134794022,991294,24.0,0,Negative
POST-00009655,2023-02-09 13:00:00,Facebook,USER-01420,Video,31095.0,350.0,6582,813286,1865086,6.423171015772851,872581,22.0,0,Positive
POST-00009656,2023-07-07 15:00:00,TikTok,USER-01375,Reel,10217.0,757.0,7845,893746,1840460,13.429986244852476,103353,14.0,0,Negative
POST-00009657,2023-07-12 08:00:00,LinkedIn,USER-00995,Video,81148.0,2793.0,2665,363862,692825,4.633125156195176,366432,10.0,1,Positive
POST-00009658,2023-12-16 02:00:00,Instagram,USER-01665,Image,24670.0,1774.0,1435,897355,1087853,7.186655406623358,410883,23.0,0,Negative
POST-00009659,2023-12-22 21:00:00,Instagram,USER-00389,Video,20076.0,2647.0,1693,278429,1715453,4.958214897622977,492743,28.0,0,Positive
POST-00009660,2023-07-22 18:00:00,Facebook,USER-00969,Video,9182.0,4409.0,7776,515833,748819,6.1519022816178754,336450,27.0,0,Neutral
POST-00009661,2023-09-15 14:00:00,TikTok,USER-01800,Story,,726.0,8204,167042,1105746,14.435403014012369,788924,13.0,0,Neutral
POST-00009662,2023-05-01 09:00:00,Facebook,USER-00798,Text,73199.0,2691.0,6260,54735,700848,8.932768656157553,173448,4.0,0,Positive
POST-00009663,2023-05-08 00:00:00,Twitter,USER-00706,Reel,84469.0,,507,184659,647309,1.1525889693666536,925430,13.0,1,Positive
POST-00009664,2024-07-29 15:00:00,Twitter,USER-01245,Reel,40950.0,700.0,2094,641559,1580223,13.289660567662505,175125,6.0,0,Neutral
POST-00009665,2023-05-19 20:00:00,LinkedIn,USER-01964,Image,80499.0,486.0,9687,961723,1946696,10.7039819331364,987665,9.0,1,Positive
POST-00009666,2024-04-27 09:00:00,TikTok,USER-00409,Story,47280.0,2023.0,8104,456082,485493,2.131020937522146,814409,21.0,0,Positive
POST-00009667,2024-06-21 21:00:00,Twitter,USER-00989,Image,62424.0,2852.0,3227,634743,1738261,12.498597809697566,565522,1.0,0,Neutral
POST-00009668,2023-06-19 09:00:00,Twitter,USER-01319,Reel,,2384.0,9085,111420,935228,9.255565634390896,63828,8.0,1,Neutral
POST-00009669,2024-03-11 21:00:00,Instagram,USER-00645,Reel,9773.0,374.0,205,202599,1667860,5.539030788085824,961361,8.0,1,Positive
POST-00009670,2023-01-17 18:00:00,Facebook,USER-00531,Text,69829.0,3518.0,9015,164019,1760570,10.004747293874972,485380,3.0,1,Negative
POST-00009671,2024-06-08 22:00:00,TikTok,USER-01965,Text,86491.0,607.0,5131,935893,1718730,7.499513844068888,604612,26.0,0,Negative
POST-00009672,2024-07-26 11:00:00,Twitter,USER-00649,Video,68609.0,3879.0,4237,343748,31536,3.575681627245626,458604,2.0,1,Neutral
POST-00009673,2024-06-24 04:00:00,Twitter,USER-01473,Video,,2967.0,6453,698800,1747490,8.798396144833461,325826,20.0,0,Positive
POST-00009674,2023-06-24 18:00:00,TikTok,USER-01112,Reel,94439.0,58.0,3669,947866,286072,7.306823773421833,3842,15.0,1,Positive
POST-00009675,2023-09-27 00:00:00,Facebook,USER-00528,Reel,97549.0,2220.0,7515,756012,772079,7.0128509392347755,785656,20.0,0,Neutral
POST-00009676,2023-07-18 03:00:00,Facebook,USER-00326,Text,98380.0,2831.0,9679,471305,23542,8.183125127569287,659534,22.0,0,Positive
POST-00009677,2023-03-13 18:00:00,Instagram,USER-00210,Video,73415.0,1650.0,3494,511380,1318200,6.671085602261684,876787,28.0,1,Neutral
POST-00009678,2023-10-02 00:00:00,Twitter,USER-01013,Video,80970.0,1327.0,443,321694,1845041,3.6498114641292623,199553,21.0,0,Neutral
POST-00009679,2023-07-15 23:00:00,Facebook,USER-01391,Story,30055.0,1729.0,2474,709987,1160450,13.30653300380046,283797,25.0,1,Positive
POST-00009680,2024-05-02 05:00:00,Twitter,USER-01967,Image,27539.0,,2137,993488,1082240,11.534599318503151,280273,9.0,1,Positive
POST-00009681,2024-01-18 01:00:00,Instagram,USER-00861,Story,36795.0,2047.0,4988,616779,1277937,6.217901752172008,355276,11.0,1,Positive
POST-00009682,2024-03-09 14:00:00,LinkedIn,USER-00156,Image,45872.0,919.0,836,588843,1857604,9.79158145679988,640510,13.0,0,Negative
POST-00009683,2024-02-22 07:00:00,TikTok,USER-00798,Text,39097.0,4570.0,234,550841,237808,14.676583389750423,175388,16.0,1,Negative
POST-00009684,2023-01-04 20:00:00,Facebook,USER-00905,Image,46160.0,1867.0,5906,184165,1677330,3.882075006093845,851539,22.0,1,Positive
POST-00009685,2023-09-07 07:00:00,Twitter,USER-01168,Reel,33005.0,2825.0,9048,134149,91863,13.156979885096732,456025,10.0,1,Neutral
POST-00009686,2024-07-29 11:00:00,LinkedIn,USER-01216,Image,23920.0,1859.0,9274,753103,845161,3.7442130278792924,623763,10.0,0,Negative
POST-00009687,2023-10-19 07:00:00,Facebook,USER-00942,Story,19237.0,343.0,5110,420387,1861149,13.828173790617038,128095,25.0,1,Negative
POST-00009688,2023-06-16 00:00:00,Instagram,USER-01208,Text,87421.0,1620.0,5042,735657,1692651,10.753652218681706,822021,11.0,0,Negative
POST-00009689,2023-07-05 23:00:00,Facebook,USER-01394,Text,53433.0,1512.0,6832,518145,767448,13.721020255723563,355422,29.0,0,Negative
POST-00009690,2024-05-02 05:00:00,Twitter,USER-01262,Story,50357.0,4401.0,3792,581739,721466,5.976213249529418,621855,3.0,0,Negative
POST-00009691,2024-04-18 10:00:00,TikTok,USER-00970,Story,35500.0,356.0,7311,18315,405466,0.0053011808167308105,123544,8.0,0,Neutral
POST-00009692,2023-11-01 02:00:00,TikTok,USER-01189,Story,81970.0,4742.0,1364,212627,592940,12.527645224252717,613565,25.0,1,Positive
POST-00009693,2023-10-17 15:00:00,Facebook,USER-00372,Story,68635.0,1731.0,8828,787715,401656,7.7348268329179035,58569,20.0,0,Neutral
POST-00009694,2023-01-27 15:00:00,TikTok,USER-00585,Video,88944.0,138.0,3691,581746,713991,2.7457042573706945,640493,24.0,0,Neutral
POST-00009695,2023-02-09 12:00:00,Instagram,USER-00819,Story,73141.0,2242.0,2369,539484,313465,8.956705384079099,696508,2.0,1,Negative
POST-00009696,2024-05-14 07:00:00,Facebook,USER-00141,Image,,3430.0,4268,659428,672285,11.897575508453365,110506,25.0,1,Positive
POST-00009697,2023-11-01 17:00:00,LinkedIn,USER-00384,Story,94939.0,4630.0,2289,122236,1023280,6.049407713959914,321741,0.0,1,Neutral
POST-00009698,2023-12-02 16:00:00,Instagram,USER-00153,Text,12154.0,4157.0,461,657435,1944701,2.035806124854183,939069,6.0,0,Neutral
POST-00009699,2023-10-02 14:00:00,LinkedIn,USER-00277,Video,45405.0,997.0,8432,675281,1923117,3.2188509626161075,666606,27.0,1,Negative
POST-00009700,2024-01-05 15:00:00,Instagram,USER-00091,Video,65375.0,1765.0,6956,911494,1067910,7.401515111695148,98214,19.0,0,Neutral
POST-00009701,2023-08-06 04:00:00,Instagram,USER-01460,Reel,37685.0,1231.0,5518,362078,1118271,10.268961695702043,973181,17.0,1,Neutral
POST-00009702,2023-03-23 14:00:00,LinkedIn,USER-00458,Story,23806.0,3392.0,2048,490906,469511,8.98951216326392,873878,17.0,1,Positive
POST-00009703,2023-05-03 16:00:00,Facebook,USER-01893,Story,23982.0,485.0,8726,111344,634733,10.77990008435884,790470,,0,Positive
POST-00009704,2023-01-03 02:00:00,LinkedIn,USER-00610,Reel,34503.0,696.0,7910,626527,497141,2.645951599371385,724804,26.0,0,Positive
POST-00009705,2024-06-01 13:00:00,Instagram,USER-01868,Video,19443.0,499.0,801,977897,226930,0.8112113281278227,541153,6.0,1,Positive
POST-00009706,2024-03-30 07:00:00,Twitter,USER-00992,Text,8866.0,706.0,7969,430699,49033,4.406268619120733,2716,27.0,0,Neutral
POST-00009707,2023-07-06 02:00:00,Instagram,USER-00940,Story,75036.0,1020.0,7206,623529,1518700,1.3430279045301536,752971,2.0,1,Neutral
POST-00009708,2024-03-30 10:00:00,LinkedIn,USER-00714,Image,7992.0,,4098,539567,1072119,3.8702974425212284,421361,12.0,1,Neutral
POST-00009709,2023-11-18 08:00:00,LinkedIn,USER-01743,Video,305.0,924.0,4429,54099,1136008,8.533976339633847,622644,12.0,1,Negative
POST-00009710,2023-07-03 14:00:00,Instagram,USER-00561,Reel,9717.0,36.0,1522,199200,685354,10.456905462130935,6791,6.0,0,Negative
POST-00009711,2023-11-12 20:00:00,LinkedIn,USER-00155,Story,31405.0,1626.0,2220,884905,547639,1.6935178293772013,583795,7.0,1,Negative
POST-00009712,2024-02-20 13:00:00,Instagram,USER-01451,Image,61116.0,2357.0,2985,137778,740274,13.413384572913609,123022,17.0,1,Neutral
POST-00009713,2023-11-13 09:00:00,TikTok,USER-00631,Story,81922.0,3.0,6891,42449,581136,7.383673399154091,906114,10.0,0,Positive
POST-00009714,2024-04-12 21:00:00,LinkedIn,USER-01986,Video,55311.0,2313.0,2179,697219,518933,7.35279379727468,192666,27.0,1,Neutral
POST-00009715,2023-11-05 20:00:00,TikTok,USER-01216,Video,28496.0,361.0,2225,585945,1083573,3.3570023490020695,581575,10.0,0,Neutral
POST-00009716,2023-09-13 09:00:00,Instagram,USER-01204,Story,30823.0,3298.0,4379,992382,1808274,3.9342732636351148,575756,19.0,1,Positive
POST-00009717,2024-02-02 17:00:00,LinkedIn,USER-01572,Video,23668.0,3301.0,2901,907982,303788,12.099110622906574,965085,28.0,0,Negative
POST-00009718,2023-11-11 14:00:00,LinkedIn,USER-00385,Text,69763.0,4126.0,8542,665521,932982,8.494444152543972,605594,21.0,1,Negative
POST-00009719,2023-01-26 19:00:00,Facebook,USER-01079,Reel,79602.0,3521.0,5011,730733,1173417,14.517640235661961,566942,22.0,1,Neutral
POST-00009720,2024-04-01 15:00:00,Facebook,USER-00491,Image,3395.0,3027.0,7795,181218,1300981,14.257120556970383,291473,8.0,0,Positive
POST-00009721,2024-01-20 13:00:00,Twitter,USER-01124,Reel,56912.0,3243.0,3984,342759,396895,13.325409652722449,696774,22.0,0,Neutral
POST-00009722,2023-12-24 06:00:00,Instagram,USER-01517,Text,95853.0,780.0,9241,574218,1993731,5.263148494911508,174048,9.0,0,Positive
POST-00009723,2023-12-13 02:00:00,TikTok,USER-01305,Story,12695.0,2853.0,1683,164104,434689,3.0180192564697443,81297,5.0,0,Positive
POST-00009724,2024-04-10 01:00:00,TikTok,USER-00306,Video,90326.0,2225.0,2484,841271,1426720,9.961279046638424,748100,6.0,1,Negative
POST-00009725,2023-09-17 08:00:00,Instagram,USER-01317,Reel,64720.0,1830.0,1298,863387,949598,3.2167520491479067,168277,18.0,0,Positive
POST-00009726,2024-05-03 04:00:00,Twitter,USER-01116,Story,43426.0,4004.0,1297,729111,506605,2.692259969463178,957783,19.0,0,Negative
POST-00009727,2023-07-14 03:00:00,Instagram,USER-00202,Video,39470.0,584.0,1489,590481,518471,10.601237218830336,325924,18.0,1,Positive
POST-00009728,2023-12-30 16:00:00,Instagram,USER-00721,Story,16196.0,4428.0,3358,286727,661633,1.4677117549280987,702486,19.0,1,Negative
POST-00009729,2023-09-24 19:00:00,Instagram,USER-00463,Video,91862.0,301.0,9751,852557,923150,12.800864492130996,126505,16.0,0,Neutral
POST-00009730,2023-02-01 13:00:00,TikTok,USER-01197,Reel,45955.0,3932.0,616,255433,676219,14.438635859637484,446253,3.0,1,Positive
POST-00009731,2023-04-16 02:00:00,Instagram,USER-01852,Video,27965.0,1128.0,5382,444386,1328376,12.161038673624983,751152,1.0,0,Positive
POST-00009732,2023-10-16 09:00:00,Twitter,USER-01510,Reel,4018.0,1868.0,817,31177,802186,11.40956240007654,393943,25.0,1,Negative
POST-00009733,2024-05-03 18:00:00,Twitter,USER-00775,Image,2953.0,3756.0,5828,623974,1449529,3.7495151215287525,92867,10.0,0,Positive
POST-00009734,2023-12-11 11:00:00,TikTok,USER-01167,Image,1711.0,2902.0,2002,202307,171631,8.502618055995383,785078,27.0,1,Negative
POST-00009735,2023-03-21 01:00:00,Twitter,USER-00180,Text,91246.0,2937.0,9854,821309,97843,10.253370976171746,914302,8.0,0,Neutral
POST-00009736,2023-09-28 20:00:00,Instagram,USER-00610,Story,2352.0,2947.0,2219,461819,962849,6.845950035579326,877976,14.0,0,Negative
POST-00009737,2023-11-10 20:00:00,Twitter,USER-01306,Reel,82373.0,4814.0,1937,142692,1537297,14.450263730052873,989297,21.0,0,Neutral
POST-00009738,2023-05-20 00:00:00,TikTok,USER-01254,Reel,5519.0,3890.0,5315,159539,849833,3.072073513410169,45504,3.0,0,Positive
POST-00009739,2023-01-20 01:00:00,Facebook,USER-01300,Text,50637.0,1872.0,1120,256611,1389350,4.270707115760045,292514,20.0,0,Negative
POST-00009740,2023-02-03 10:00:00,LinkedIn,USER-00181,Reel,91466.0,347.0,9875,869229,800110,10.997320310093354,893996,19.0,0,Positive
POST-00009741,2023-09-22 20:00:00,TikTok,USER-01542,Video,3255.0,2246.0,5498,901039,1511154,4.1885114821914975,788911,12.0,1,Neutral
POST-00009742,2024-08-12 21:00:00,Facebook,USER-00400,Reel,27727.0,,1617,908235,819541,2.800006836550847,454880,20.0,0,Negative
POST-00009743,2023-05-03 12:00:00,Twitter,USER-01837,Reel,21465.0,677.0,8002,64818,533439,14.703012710495264,524931,8.0,1,Positive
POST-00009744,2024-04-13 11:00:00,Instagram,USER-00698,Video,52805.0,157.0,7211,23948,1276077,13.274552905727482,996092,1.0,1,Positive
POST-00009745,2024-04-24 13:00:00,LinkedIn,USER-00220,Video,47881.0,734.0,2608,156993,1675475,4.330858126411715,474789,26.0,1,Negative
POST-00009746,2023-09-24 07:00:00,Facebook,USER-00518,Image,1494.0,2949.0,7638,780071,1864597,10.898093804193104,409217,1.0,0,Positive
POST-00009747,2024-06-08 19:00:00,LinkedIn,USER-00776,Reel,73307.0,3596.0,23,228948,938679,14.796393660010272,801520,,1,Neutral
POST-00009748,2023-09-12 06:00:00,Instagram,USER-00514,Text,76530.0,3951.0,706,738423,1084186,7.324647316330873,498168,2.0,0,Neutral
POST-00009749,2024-04-08 10:00:00,Twitter,USER-01347,Image,32486.0,3159.0,9263,305077,9472920,11.7541626812929,39167,21.0,1,Positive
POST-00009750,2024-08-05 17:00:00,TikTok,USER-00393,Video,59590.0,925.0,7946,134702,402933,3.791674865437527,970281,1.0,1,Neutral
POST-00009751,2024-06-25 12:00:00,TikTok,USER-01288,Story,57222.0,1931.0,9314,995254,953590,0.1406576336110288,977057,6.0,1,Positive
POST-00009752,2023-07-08 21:00:00,Twitter,USER-01135,Story,85899.0,3479.0,7725,769296,995813,5.113815014167609,194177,4.0,1,Neutral
POST-00009753,2024-05-18 03:00:00,Twitter,USER-00160,Story,9074.0,657.0,8568,167803,1119969,0.37873291651041197,569753,11.0,0,Neutral
POST-00009754,2023-12-30 02:00:00,LinkedIn,USER-00842,Video,63575.0,4462.0,9994,66009,1377865,9.919086700296328,301411,20.0,0,Positive
POST-00009755,2024-05-18 02:00:00,TikTok,USER-01628,Video,16680.0,4544.0,2524,927629,407325,4.429921142687552,482194,29.0,0,Neutral
POST-00009756,2023-08-21 00:00:00,LinkedIn,USER-01025,Reel,48911.0,2101.0,6888,520876,773161,8.15806916663743,429103,28.0,0,Positive
POST-00009757,2024-02-17 10:00:00,Facebook,USER-00183,Story,99390.0,2602.0,9963,132772,1246009,10.984111026438992,985454,20.0,1,Neutral
POST-00009758,2024-01-10 21:00:00,Twitter,USER-00881,Reel,33722.0,3120.0,3507,861691,1501882,12.4570690494307,173182,8.0,1,Neutral
POST-00009759,2023-09-17 18:00:00,Facebook,USER-00688,Story,62187.0,3649.0,8209,767230,415360,10.591501074216703,491420,3.0,0,Negative
POST-00009760,2023-08-31 08:00:00,LinkedIn,USER-01659,Story,21860.0,62.0,9401,111509,1363669,8.32993209690707,228337,6.0,0,Negative
POST-00009761,2023-01-13 10:00:00,TikTok,USER-01000,Image,84742.0,1834.0,6611,14423,170088,14.07245752325278,281916,26.0,1,Negative
POST-00009762,2024-02-17 17:00:00,Twitter,USER-00267,Story,90197.0,3489.0,5447,743267,104138,14.721065325921252,100945,4.0,0,Negative
POST-00009763,2024-05-17 05:00:00,Facebook,USER-00054,Video,92106.0,2367.0,7732,194526,773473,12.800293282790605,824129,23.0,0,Negative
POST-00009764,2023-12-20 19:00:00,LinkedIn,USER-01931,Text,98106.0,1317.0,1935,229902,389685,0.8129714634489049,596504,15.0,0,Negative
POST-00009765,2024-07-07 08:00:00,Instagram,USER-01224,Story,13077.0,1642.0,4376,-244626,1182235,7.432985950331284,614232,14.0,0,Negative
POST-00009766,2024-03-08 17:00:00,Instagram,USER-00741,Text,90331.0,4401.0,1775,560152,708729,14.517280606739854,990181,11.0,1,Positive
POST-00009767,2024-02-26 05:00:00,Instagram,USER-00123,Reel,47782.0,3014.0,6973,635679,290048,11.614901530500873,412804,13.0,0,Neutral
POST-00009768,2024-01-22 09:00:00,Twitter,USER-01690,Story,33147.0,4122.0,2124,320818,333737,6.38089716715931,50834,10.0,1,Positive
POST-00009769,2024-01-06 18:00:00,LinkedIn,USER-00232,Video,4425.0,4390.0,4182,834531,54315,14.76965747098528,540297,3.0,1,Positive
POST-00009770,2023-07-19 16:00:00,Instagram,USER-01170,Reel,94830.0,3616.0,3817,619434,1734544,10.650992379535035,805192,27.0,0,Neutral
POST-00009771,2023-08-16 16:00:00,Instagram,USER-01539,Image ,98462.0,4223.0,3597,168474,313041,14.191167401129668,495017,17.0,1,Neutral
POST-00009772,2023-01-01 06:00:00,LinkedIn,USER-00371,Text,26979.0,1717.0,3932,987143,1223235,9.714988871618079,787015,16.0,1,Positive
POST-00009773,2023-06-16 03:00:00,TikTok,USER-01384,Video,96797.0,648.0,6425,869834,963434,13.651852059399216,806020,6.0,0,Positive
POST-00009774,2023-08-08 06:00:00,LinkedIn,USER-01561,Image,3184.0,2580.0,8549,824063,576250,8.172694502343592,927353,6.0,1,Neutral
POST-00009775,2024-07-01 19:00:00,Facebook,USER-00786,Image,9854.0,1416.0,2085,368379,66842,0.1690949313689155,180310,20.0,0,Negative
POST-00009776,2024-01-08 00:00:00,LinkedIn,USER-00712,Reel,24624.0,147.0,9234,891298,1445779,11.840769423355638,68729,15.0,0,Negative
POST-00009777,2024-07-18 13:00:00,TikTok,USER-00119,Story,22778.0,1985.0,9607,166751,1195709,7.536081687727397,305794,4.0,1,Positive
POST-00009778,2024-05-20 17:00:00,Facebook,USER-00612,Video,23048.0,,2314,739142,19297710,5.74785635685963,520335,19.0,0,Positive
POST-00009779,2023-01-15 05:00:00,LinkedIn,USER-00864,Image,67121.0,1105.0,6985,986048,1970363,11.968982089998834,341918,22.0,1,Positive
POST-00009780,2024-08-07 01:00:00,LinkedIn,USER-00291,Text,63512.0,2212.0,9592,192469,1934329,10.145143584937419,184951,15.0,0,Positive
POST-00009781,2023-12-20 05:00:00,Twitter,USER-01890,Story,15755.0,2317.0,9978,894337,1898484,1.3503806357231003,413448,5.0,0,Positive
POST-00009782,2023-10-04 07:00:00,TikTok,USER-00512,Video,24813.0,1656.0,1012,591455,175889,0.8023535864791193,104259,15.0,0,Positive
POST-00009783,2023-07-11 14:00:00,TikTok,USER-01079,Reel,56959.0,898.0,6150,496543,1477124,11.302086257723218,112644,16.0,0,Negative
POST-00009784,2024-08-20 00:00:00,Facebook,USER-00859,Story,15137.0,3468.0,1671,675057,659385,3.8339726224333273,728084,29.0,0,Neutral
POST-00009785,2023-03-11 03:00:00,Twitter,USER-00094,Image,95181.0,2271.0,9415,356871,1795129,12.96943832596824,369636,29.0,0,Negative
POST-00009786,2024-06-13 10:00:00,Twitter,USER-01826,Reel,80529.0,3730.0,2818,225143,533375,10.288839072480917,375986,0.0,0,Neutral
POST-00009787,2024-04-16 23:00:00,TikTok,USER-01949,Text,47327.0,4848.0,9555,418437,108195,9.952505066998915,7737,27.0,1,Negative
POST-00009788,2024-06-30 03:00:00,LinkedIn,USER-01527,Video,41960.0,3272.0,9544,246197,815718,6.579780462329615,509060,13.0,0,Neutral
POST-00009789,2023-08-03 10:00:00,Twitter,USER-01398,Text,75788.0,4453.0,6269,920544,422328,2.695165298356241,941565,17.0,0,Positive
POST-00009790,2024-08-05 09:00:00,LinkedIn,USER-00923,Story,30799.0,3307.0,3072,786442,551695,10.993138101944242,95829,2.0,1,Negative
POST-00009791,2023-07-19 15:00:00,Instagram,USER-00128,Reel,25873.0,469.0,1899,233853,910250,0.5074960600245848,142768,7.0,0,Positive
POST-00009792,2024-04-03 01:00:00,Facebook,USER-01405,Image,36945.0,4787.0,3361,54335,1885407,2.295273138656543,51128,6.0,0,Neutral 
POST-00009793,2024-08-16 01:00:00,Instagram,USER-01078,Video,67180.0,1690.0,6208,746652,704797,12.769657348211434,506754,5.0,0,Negative
POST-00009794,2023-04-04 17:00:00,Facebook,USER-01040,Image,49696.0,2316.0,2891,362103,706934,3.3122132762860685,836642,11.0,0,Neutral
POST-00009795,2024-03-07 23:00:00,TikTok,USER-01139,Video,62782.0,3536.0,9892,921721,1205601,0.10072427823401675,282491,17.0,0,Neutral
POST-00009796,2023-10-28 19:00:00,Instagram,USER-00012,Story,27140.0,2530.0,4020,568448,1761989,5.961430550395575,951829,2.0,1,Negative
POST-00009797,2024-04-28 17:00:00,TikTok,USER-00481,Reel,5342.0,4100.0,9918,193769,346883,8.83161522406795,620308,1.0,1,Neutral
POST-00009798,2023-07-15 22:00:00,TikTok,USER-00980,Text,72102.0,2998.0,2043,520567,1264726,7.424312752223058,254335,10.0,1,Neutral
POST-00009799,2023-10-04 13:00:00,Facebook,USER-01534,Video,6306.0,2162.0,1756,741329,21358,13.607319338212198,123920,13.0,0,Negative
POST-00009800,2023-06-29 07:00:00,LinkedIn,USER-00364,Image,32029.0,2951.0,9012,615524,376827,10.87139694105222,57070,7.0,0,Neutral
POST-00009801,2023-12-07 01:00:00,Facebook,USER-01570,Story,32170.0,486.0,335,653829,1214181,10.3267848265399,27690,29.0,0,Neutral
POST-00009802,2024-05-23 01:00:00,LinkedIn,USER-01424,Reel,58346.0,2230.0,805,851262,1665321,7.922434757041852,21628,17.0,0,Positive
POST-00009803,2023-11-26 21:00:00,Facebook,USER-00716,Story,53784.0,2081.0,3597,830151,490116,6.461490301963168,278712,15.0,1,Neutral
POST-00009804,2023-12-19 07:00:00,Facebook,USER-00612,Video,78087.0,1549.0,6540,16993,1801320,3.237317243483235,19031,6.0,1,Negative
POST-00009805,2023-03-13 04:00:00,Facebook,USER-01188,Story,59893.0,3769.0,1144,106557,274142,3.9369529270317596,752149,15.0,0,Negative
POST-00009806,2023-04-10 11:00:00,Facebook,USER-01806,Text,83236.0,3865.0,6039,940601,1841482,12.083075832377922,320760,22.0,1,Positive
POST-00009807,2023-06-10 06:00:00,LinkedIn,USER-00691,Text,55159.0,4050.0,4928,152167,1040573,7.733141329718768,418333,13.0,1,Positive
POST-00009808,2023-01-14 10:00:00,LinkedIn,USER-01547,Image,15061.0,4289.0,5591,640636,248933,13.989501714424941,594501,24.0,0,Neutral
POST-00009809,2024-04-30 20:00:00,TikTok,USER-00613,Text,54191.0,3058.0,4675,677909,1685866,7.90502226869454,246473,3.0,0,Neutral
POST-00009810,2023-03-27 09:00:00,Twitter,USER-00776,Image,95503.0,1628.0,6092,794833,406469,14.47266984375865,717670,10.0,0,Neutral
POST-00009811,2023-02-19 08:00:00,TikTok,USER-00702,Text,11483.0,3927.0,8631,698006,272431,0.13698717501315072,197751,25.0,0,Neutral
POST-00009812,2023-06-22 16:00:00,TikTok,USER-01860,Video,79657.0,3870.0,1717,396031,1890001,5.153032588377336,633617,19.0,1,Negative
POST-00009813,2023-06-09 03:00:00,TikTok,USER-00845,Reel,16908.0,2778.0,8245,779557,1489521,4.831005935967027,61134,13.0,0,Negative
POST-00009814,2023-12-21 12:00:00,Facebook,USER-00577,Story,52604.0,3603.0,3394,839301,1927780,9.150459591179997,738931,16.0,0,Positive
POST-00009815,2024-01-31 10:00:00,TikTok,USER-00855,Image,77382.0,4209.0,6782,535512,1110510,10.88162524786481,683257,4.0,1,Neutral
