customer_id,plan,status,signup_date,tenure_months,mrr,engagement_score,support_tickets,last_active_date
CUST-02597,Growth,Active,2024-02-11,10,94,26.0,14,2024-03-07
CUST-02598,Growth,Active,2023-06-01,19,99,19.0,3,2023-06-01
CUST-02599,Growth,Active,2023-05-01,20,101,56.0,11,2024-02-01
CUST-02600,Professional,Active,2024-02-08,10,296,92.0,10,2024-06-29
CUST-02601,Enterprise,Active,2022-07-28,29,997,51.0,9,2024-04-18
CUST-02602,Professional,Active,2022-07-15,30,296,94.0,5,2022-08-15
CUST-02603,Starter,Churned,2023-10-16,14,26,32.0,3,2023-10-23
CUST-02604,Enterprise,Active,2022-06-04,31,994,43.0,6,2023-05-09
CUST-02605,Starter,Active,2022-08-01,29,29,49.0,9,2024-04-12
CUST-02606,Enterprise,Active,2024-04-28,8,997,89.0,6,2024-12-19
CUST-02607,Starter,Active,2023-08-20,16,26,46.0,0,2024-06-25
CUST-02608,Professional,Active,2022-10-05,27,298,52.0,1,2023-03-03
CUST-02609,Starter,Active,2024-08-22,4,33,54.0,13,2024-12-17
CUST-02610,Professional,Active,2022-07-28,29,301,57.0,5,2024-11-11
CUST-02611,Starter,Active,2023-05-07,20,26,83.0,12,2024-04-20
CUST-02612,Professional,Active,2024-07-12,5,296,76.0,8,2024-09-21
CUST-02613,Starter,Churned,2023-05-31,19,27,39.0,1,2024-10-06
CUST-02614,Starter,Trial,2022-12-28,24,30,71.0,3,2023-03-20
CUST-02615,Growth,Churned,2022-05-19,31,97,17.0,5,2024-02-25
CUST-02616,Professional,Active,2022-07-09,30,300,87.0,13,2023-08-07
CUST-02617,Growth,Churned,2022-03-28,33,103,1.0,8,2022-11-10
CUST-02618,Starter,Active,2023-03-11,22,32,81.0,7,2023-09-25
CUST-02619,Enterprise,Active,2023-11-05,14,994,56.0,0,2024-11-28
CUST-02620,Starter,Trial,2024-02-04,11,33,82.0,2,2024-08-09
CUST-02621,Enterprise,Active,2023-11-26,13,1003,43.0,3,2024-03-24
CUST-02622,Enterprise,Active,2022-11-05,26,994,39.0,1,2023-01-13
CUST-02623,Growth,Active,2022-05-16,32,102,84.0,5,2022-09-05
CUST-02624,Professional,Active,2024-07-09,5,302,48.0,0,2024-07-30
CUST-02625,Professional,Trial,2022-03-12,34,296,22.0,6,2023-08-22
CUST-02626,Starter,Active,2024-05-08,7,32,7.0,14,2024-12-02
CUST-02627,Enterprise,Active,2022-08-10,29,1001,37.0,9,2024-12-05
CUST-02628,Enterprise,Active,2024-06-15,6,1003,60.0,1,2024-09-01
CUST-02629,Enterprise,Active,2023-10-01,15,996,49.0,6,2024-02-02
CUST-02630,Starter,Active,2024-05-08,7,30,15.0,0,2024-10-16
CUST-02631,Enterprise,Active,2023-01-28,23,1003,56.0,3,2023-03-31
CUST-02632,Starter,Trial,2022-08-10,29,31,63.0,8,2023-07-21
CUST-02633,Professional,Active,2022-01-26,35,294,56.0,12,2024-05-15
CUST-02634,Starter,Active,2023-08-09,17,25,68.0,10,2024-12-11
CUST-02635,Growth,Active,2022-11-18,25,97,15.0,14,2023-05-23
CUST-02636,Starter,Active,2024-08-17,4,25,76.0,13,2024-12-23
CUST-02637,Enterprise,Churned,2023-08-01,17,994,20.0,1,2023-09-24
CUST-02638,Starter,Active,2024-12-24,0,30,65.0,12,2024-12-30
CUST-02639,Professional,Active,2024-01-01,12,297,24.0,13,2024-04-02
CUST-02640,Starter,Active,2023-08-05,17,24,41.0,12,2024-02-05
CUST-02641,Starter,Trial,2022-07-28,29,28,32.0,10,2024-07-17
CUST-02642,Professional,Active,2024-04-21,8,298,87.0,12,2024-09-13
CUST-02643,Professional,Active,2023-03-23,21,300,23.0,0,2024-09-25
CUST-02644,Growth,Active,2023-04-16,20,95,96.0,4,2024-11-07
CUST-02645,Starter,Churned,2023-03-28,21,28,20.0,7,2024-12-18
CUST-02646,Starter,Active,2024-01-21,11,31,88.0,8,2024-06-10
CUST-02647,Professional,Active,2022-07-12,30,300,60.0,11,2022-12-22
CUST-02648,Professional,Active,2023-06-24,18,300,45.0,7,2023-08-12
CUST-02649,Starter,Churned,2024-10-30,2,27,28.0,13,2024-10-31
CUST-02650,Professional,Active,2024-10-29,2,301,34.0,3,2024-11-16
CUST-02651,Enterprise,Active,2024-04-26,8,1003,11.0,0,2024-05-16
CUST-02652,Starter,Trial,2023-11-04,14,28,32.0,10,2024-06-23
CUST-02653,Enterprise,Churned,2023-10-22,14,1000,4.0,1,2023-12-09
CUST-02654,Growth,Trial,2023-08-28,16,97,92.0,5,2024-12-29
CUST-02655,Starter,Active,2023-06-26,18,32,69.0,9,2024-02-04
CUST-02656,Growth,Active,2023-01-01,24,102,3.0,14,2023-04-14
CUST-02657,Starter,Active,2022-08-18,28,26,4.0,6,2024-03-28
CUST-02658,Growth,Churned,2022-12-16,24,100,,11,2023-09-29
CUST-02659,Professional,Active,2024-03-12,9,297,45.0,7,2024-07-20
CUST-02660,Professional,Active,2023-09-25,15,297,24.0,5,2023-11-26
CUST-02661,Enterprise,Active,2022-03-06,34,998,98.0,7,2023-02-15
CUST-02662,Starter,Active,2024-09-25,3,32,88.0,4,2024-11-06
CUST-02663,Starter,Churned,2022-10-28,26,31,18.0,11,2022-11-12
CUST-02664,Growth,Active,2024-03-15,9,102,2.0,0,2024-04-10
CUST-02665,Enterprise,Churned,2023-01-07,24,998,7.0,9,2024-03-19
CUST-02666,Growth,Churned,2024-07-09,5,97,11.0,3,2024-09-11
CUST-02667,Growth,Churned,2024-02-11,10,95,33.0,5,2024-04-12
CUST-02668,Growth,Active,2023-04-27,20,96,10.0,5,2024-12-16
CUST-02669,Growth,Active,2022-07-26,29,94,59.0,10,2023-03-31
CUST-02670,Growth,Active,2022-09-25,27,99,7.0,4,2022-11-06
CUST-02671,Professional,Active,2022-02-28,34,299,26.0,2,2024-08-25
CUST-02672,Enterprise,Active,2022-06-27,30,1000,10.0,4,2024-05-24
CUST-02673,Growth,Active,2022-09-18,27,100,20.0,1,2024-05-26
CUST-02674,Starter,Churned,2024-05-16,7,27,32.0,12,2024-06-14
CUST-02675,Enterprise,Active,2023-10-25,14,1003,18.0,3,2024-06-20
CUST-02676,Enterprise,Active,2024-10-12,2,994,87.0,11,2024-10-31
CUST-02677,Enterprise,Active,2022-06-16,30,997,73.0,4,2024-12-07
CUST-02678,Starter,Trial,2024-11-28,1,25,50.0,8,2024-12-03
CUST-02679,Professional,Churned,2024-11-24,1,298,21.0,1,2024-12-15
CUST-02680,Starter,Active,2022-03-05,34,27,36.0,6,2023-05-04
CUST-02681,Starter,Active,2022-11-20,25,28,73.0,0,2024-02-12
CUST-02682,Enterprise,Active,2024-03-03,10,1000,88.0,13,2024-07-27
CUST-02683,Starter,Active,2024-10-14,2,31,10.0,6,2024-11-24
CUST-02684,Professional,Churned,2024-02-09,10,301,33.0,6,2024-05-28
CUST-02685,Professional,Churned,2022-02-04,35,299,8.0,0,2022-03-14
CUST-02686,Growth,Active,2023-06-29,18,98,68.0,14,2024-12-01
CUST-02687,Professional,Active,2024-12-29,0,296,1.0,14,2024-12-31
CUST-02688,Professional,Active,2023-04-08,21,299,18.0,4,2023-06-29
CUST-02689,Enterprise,Active,2024-07-31,5,1002,10.0,0,2024-12-19
CUST-02690,Professional,Active,2023-12-07,13,300,19.0,0,2024-07-15
CUST-02691,Growth,Active,2022-06-03,31,100,42.0,6,2022-08-18
CUST-02692,Enterprise,Active,2024-09-03,3,999,41.0,13,2024-10-23
CUST-02693,Growth,Active,2024-01-12,11,95,70.0,11,2024-04-28
CUST-02694,Growth,Churned,2022-08-04,29,95,28.0,1,2023-06-21
CUST-02695,Starter,Active,2022-10-23,26,30,77.0,11,2024-02-25
CUST-02696,Professional,Churned,2024-03-11,9,297,24.0,12,2024-08-12
CUST-02697,Professional,Active,2023-10-17,14,298,2.0,9,2024-05-18
CUST-02698,Growth,Active,2024-02-02,11,95,51.0,4,2024-03-05
CUST-02699,Professional,Active,2022-11-02,26,301,73.0,11,2024-04-12
CUST-02700,Enterprise,Churned,2022-05-09,32,1001,18.0,4,2024-01-24
CUST-02701,Growth,Churned,2022-08-20,28,96,20.0,2,2022-08-30
CUST-02702,Growth,Churned,2023-10-05,15,96,15.0,1,2024-06-12
CUST-02703,Growth,Active,2023-01-29,23,96,60.0,9,2023-12-29
CUST-02704,Professional,Active,2023-02-20,22,301,72.0,9,2024-04-20
CUST-02705,Starter,Active,2023-11-17,13,28,28.0,8,2024-03-08
CUST-02706,Enterprise,Active,2024-11-14,1,994,81.0,12,2024-12-06
CUST-02707,Enterprise,Churned,2023-07-31,17,1000,19.0,13,2024-04-05
CUST-02708,Starter,Active,2023-03-06,22,30,53.0,0,2024-09-28
CUST-02709,Professional,Trial,2023-10-16,14,298,11.0,0,2023-11-18
CUST-02710,Professional,Active,2022-08-12,29,294,22.0,0,2023-06-03
CUST-02711,Enterprise,Trial,2022-10-01,27,1003,48.0,14,2024-08-20
CUST-02712,Growth,Active,2022-01-03,36,99,19.0,6,2022-03-10
CUST-02713,Starter,Churned,2022-04-18,32,25,16.0,6,2022-06-14
CUST-02714,Growth,Active,2023-05-22,19,98,45.0,0,2023-06-14
CUST-02715,Enterprise,Active,2023-07-12,17,1000,42.0,6,2023-09-18
CUST-02716,Growth,Active,2023-04-30,20,103,84.0,11,2024-10-30
CUST-02717,Growth,Active,2024-10-05,2,102,56.0,13,2024-11-09
CUST-02718,Enterprise,Churned,2024-01-19,11,999,37.0,11,2024-11-19
CUST-02719,Enterprise,Active,2024-10-10,2,1003,79.0,1,2024-11-20
CUST-02720,Professional,Active,2022-10-08,27,294,87.0,2,2023-03-25
CUST-02721,Starter,Active,2023-09-19,15,26,29.0,5,2024-01-19
CUST-02722,Enterprise,Active,2023-04-02,21,1002,63.0,11,2023-04-20
CUST-02723,Growth,Active,2022-03-22,33,97,6.0,8,2023-10-31
CUST-02724,Growth,Active,2022-10-20,26,98,38.0,5,2024-10-04
CUST-02725,Enterprise,Trial,2023-06-28,18,1000,20.0,7,2024-09-26
CUST-02726,Starter,Active,2022-02-26,34,31,91.0,3,2023-02-20
CUST-02727,Growth,Active,2023-08-20,16,103,74.0,4,2024-06-09
CUST-02728,Growth,Active,2022-03-04,34,97,75.0,0,2024-09-28
CUST-02729,Enterprise,Active,2022-10-10,27,995,89.0,10,2024-08-22
CUST-02730,Starter,Active,2023-07-09,18,33,61.0,0,2024-04-30
CUST-02731,Professional,Active,2023-02-10,23,299,14.0,13,2024-05-21
CUST-02732,Starter,Active,2023-04-01,21,25,99.0,9,2024-08-22
CUST-02733,Professional,Active,2024-07-20,5,300,12.0,7,2024-08-10
CUST-02734,Growth,Active,2022-05-17,31,101,56.0,14,2023-09-11
CUST-02735,Growth,Churned,2023-01-21,23,97,14.0,6,2023-10-17
CUST-02736,Professional,Churned,2024-12-19,0,301,3.0,4,2024-12-20
CUST-02737,Starter,Churned,2024-04-29,8,24,31.0,12,2024-11-07
CUST-02738,Professional,Churned,2024-07-19,5,298,13.0,6,2024-12-24
CUST-02739,Growth,Active,2024-12-24,0,103,55.0,5,2024-12-25
CUST-02740,Starter,Active,2023-04-18,20,33,50.0,7,2024-11-19
CUST-02741,Professional,Active,2023-11-16,13,298,44.0,10,2024-01-08
CUST-02742,Growth,Churned,2024-04-20,8,96,9.0,7,2024-11-27
CUST-02743,Growth,Active,2023-07-09,18,100,32.0,4,2023-09-04
CUST-02744,Professional,Active,2024-04-02,9,300,93.0,7,2024-09-05
CUST-02745,Professional,Active,2024-07-20,5,303,24.0,7,2024-08-07
CUST-02746,Professional,Active,2024-08-02,5,302,27.0,12,2024-11-29
CUST-02747,Starter,Churned,2022-03-19,33,29,7.0,10,2024-07-15
CUST-02748,Enterprise,Trial,2023-02-21,22,1003,3.0,5,2024-02-08
CUST-02749,Starter,Active,2022-07-24,29,33,46.0,3,2023-01-23
CUST-02750,Enterprise,Trial,2023-05-18,19,995,85.0,14,2023-07-25
CUST-02751,Growth,Churned,2023-05-05,20,97,36.0,7,2024-12-01
CUST-02752,Professional,Active,2022-12-13,24,296,55.0,13,2024-12-11
CUST-02753,Growth,Churned,2023-02-22,22,103,10.0,4,2023-05-17
CUST-02754,Professional,Active,2024-06-15,6,297,59.0,14,2024-09-16
CUST-02755,Starter,Churned,2023-11-11,13,26,27.0,9,2024-04-08
CUST-02756,Enterprise,Active,2022-09-15,27,996,87.0,4,2023-06-05
CUST-02757,Professional,Active,2024-12-12,0,298,72.0,11,2024-12-13
CUST-02758,Enterprise,Active,2023-04-14,20,999,90.0,14,2023-07-03
CUST-02759,Enterprise,Active,2023-06-04,19,1001,95.0,2,2023-07-17
CUST-02760,Starter,Churned,2022-10-24,26,30,18.0,11,2024-04-06
CUST-02761,Starter,Active,2024-09-15,3,33,31.0,13,2024-11-28
CUST-02762,Growth,Active,2023-06-11,18,101,99.0,12,2023-11-08
CUST-02763,Starter,Active,2024-10-04,2,28,84.0,1,2024-11-30
CUST-02764,Professional,Churned,2024-02-26,10,295,37.0,9,2024-06-08
CUST-02765,Enterprise,Active,2022-10-21,26,998,34.0,7,2023-06-05
CUST-02766,Professional,Active,2023-01-28,23,294,83.0,1,2023-08-10
CUST-02767,Enterprise,Active,2022-06-17,30,1003,70.0,6,2023-05-07
CUST-02768,Enterprise,Churned,2022-03-31,33,999,4.0,1,2022-10-06
CUST-02769,Professional,Active,2022-01-12,36,303,68.0,8,2022-08-04
CUST-02770,Growth,Active,2022-09-02,28,95,87.0,3,2024-12-24
CUST-02771,Growth,Active,2023-04-23,20,96,19.0,4,2024-12-06
CUST-02772,Growth,Active,2024-06-13,6,102,11.0,2,2024-06-17
CUST-02773,Starter,Active,2022-02-14,35,33,41.0,10,2023-10-15
CUST-02774,Growth,Active,2023-06-05,19,99,21.0,13,2024-05-28
CUST-02775,Enterprise,Active,2022-10-03,27,995,39.0,6,2023-04-29
CUST-02776,Growth,Active,2022-11-21,25,95,39.0,2,2023-12-23
CUST-02777,Starter,Active,2024-06-26,6,33,74.0,5,2024-08-26
CUST-02778,Starter,Churned,2022-04-28,32,32,12.0,0,2024-06-07
CUST-02779,Starter,Active,2024-01-28,11,33,36.0,12,2024-02-28
CUST-02780,Growth,Active,2022-12-04,25,96,56.0,14,2024-07-03
CUST-02781,Enterprise,Active,2024-06-14,6,996,53.0,11,2024-11-22
CUST-02782,Starter,Active,2023-04-21,20,31,21.0,7,2024-07-17
CUST-02783,Professional,Churned,2022-05-02,32,299,39.0,14,2022-12-24
CUST-02784,Starter,Active,2022-07-17,29,26,13.0,1,2024-05-24
CUST-02785,Growth,Active,2022-11-04,26,95,42.0,1,2023-03-28
CUST-02786,Enterprise,Active,2024-02-01,11,995,27.0,0,2024-12-07
CUST-02787,Professional,Active,2024-03-13,9,297,92.0,6,2024-10-12
CUST-02788,Growth,Churned,2023-11-08,13,103,26.0,1,2024-04-01
CUST-02789,Starter,Active,2023-01-16,23,32,21.0,0,2023-11-15
CUST-02790,Starter,Active,2024-05-16,7,25,90.0,11,2024-11-13
CUST-02791,Growth,Active,2023-01-19,23,98,40.0,6,2024-05-01
CUST-02792,Starter,Trial,2023-07-16,17,26,90.0,9,2024-03-21
CUST-02793,Starter,Active,2024-11-07,1,28,6.0,1,2024-11-15
CUST-02794,Growth,Active,2022-02-23,34,95,14.0,5,2023-02-10
CUST-02795,Professional,Churned,2022-07-10,30,295,23.0,4,2023-01-13
CUST-02796,Enterprise,Churned,2023-03-19,21,999,16.0,1,2024-09-12
CUST-02797,Professional,Active,2022-06-12,31,295,66.0,12,2023-03-17
CUST-02798,Growth,Trial,2024-11-02,1,98,52.0,12,2024-11-23
CUST-02799,Enterprise,Active,2024-09-10,3,1000,56.0,1,2024-12-16
CUST-02800,Starter,Active,2022-12-28,24,27,10.0,3,2023-11-08
CUST-02801,Professional,Active,2023-04-03,21,295,22.0,10,2024-10-26
CUST-02802,Growth,Active,2023-11-08,13,94,40.0,7,2024-03-31
CUST-02803,Professional,Active,2024-03-31,9,302,41.0,10,2024-07-03
CUST-02804,Enterprise,Active,2022-11-13,25,1000,12.0,6,2024-10-12
CUST-02805,Enterprise,Active,2022-07-04,30,999,4.0,5,2023-12-19
CUST-02806,Professional,Active,2022-08-16,28,295,75.0,12,2023-12-05
CUST-02807,Enterprise,Active,2023-04-09,21,994,56.0,10,2023-06-02
CUST-02808,Professional,Trial,2023-05-30,19,302,41.0,7,2024-05-23
CUST-02809,Professional,Active,2023-08-12,16,299,23.0,3,2024-11-25
CUST-02810,Professional,Active,2023-10-30,14,301,65.0,7,2024-08-08
CUST-02811,Starter,Active,2023-08-01,17,25,7.0,7,2024-07-13
CUST-02812,Professional,Active,2022-04-12,33,297,84.0,13,2024-12-16
CUST-02813,Growth,Active,2022-02-10,35,103,71.0,6,2023-10-26
CUST-02814,Starter,Active,2023-03-23,21,32,83.0,11,2024-02-03
CUST-02815,Enterprise,Active,2022-10-10,27,1001,84.0,12,2023-06-30
CUST-02816,Professional,Churned,2024-02-22,10,298,30.0,11,2024-11-30
CUST-02817,Enterprise,Active,2022-07-20,29,1000,52.0,12,2024-05-22
CUST-02818,Starter,Active,2022-02-21,34,24,92.0,11,2023-09-20
CUST-02819,Enterprise,Active,2023-09-22,15,1003,1.0,10,2024-08-08
CUST-02820,Growth,Active,2024-10-22,2,94,45.0,13,2024-11-15
CUST-02821,Growth,Active,2023-04-02,21,98,65.0,13,2024-09-20
CUST-02822,Enterprise,Churned,2022-01-15,36,1003,26.0,2,2023-04-05
CUST-02823,Enterprise,Active,2024-07-17,5,998,84.0,2,2024-11-17
CUST-02824,Growth,Active,2022-01-26,35,102,50.0,7,2024-11-18
CUST-02825,Starter,Active,2022-08-06,29,26,70.0,11,2022-12-02
CUST-02826,Enterprise,Churned,2022-09-21,27,995,30.0,3,2024-08-23
CUST-02827,Enterprise,Active,2024-09-02,4,997,98.0,3,2024-12-28
CUST-02828,Growth,Active,2022-03-23,33,96,18.0,4,2022-06-27
CUST-02829,Starter,Churned,2022-07-08,30,28,15.0,7,2024-02-20
CUST-02830,Professional,Active,2023-01-27,23,295,40.0,5,2024-03-25
CUST-02831,Professional,Active,2023-07-30,17,296,64.0,4,2024-01-12
CUST-02832,Enterprise,Active,2022-09-27,27,997,21.0,14,2024-07-02
CUST-02833,Professional,Active,2024-04-29,8,299,,9,2024-11-19
CUST-02834,Professional,Active,2023-07-12,17,301,82.0,3,2024-04-26
CUST-02835,Enterprise,Trial,2022-03-11,34,1002,18.0,10,2023-10-17
CUST-02836,Starter,Churned,2022-04-13,33,33,13.0,1,2024-11-15
CUST-02837,Professional,Churned,2023-12-06,13,303,14.0,10,2024-05-06
CUST-02838,Enterprise,Active,2023-06-12,18,996,44.0,0,2023-09-07
CUST-02839,Enterprise,Active,2023-08-31,16,995,36.0,3,2024-12-03
CUST-02840,Professional,Active,2023-07-19,17,300,74.0,11,2024-03-04
CUST-02841,Enterprise,Trial,2024-09-22,3,1000,57.0,12,2024-10-06
CUST-02842,Starter,Churned,2024-09-09,3,32,21.0,13,2024-09-10
CUST-02843,Starter,Active,2022-05-01,32,31,8.0,1,2022-07-21
CUST-02844,Starter,Churned,2023-04-08,21,24,39.0,9,2024-01-06
CUST-02845,Professional,Active,2024-02-22,10,299,69.0,3,2024-08-10
CUST-02846,Starter,Active,2024-08-30,4,33,96.0,11,2024-09-09
CUST-02847,Enterprise,Active,2024-03-24,9,998,98.0,4,2024-11-16
CUST-02848,Enterprise,Active,2024-12-01,1,1000,16.0,14,2024-12-25
CUST-02849,Professional,Churned,2022-11-10,26,294,18.0,2,2023-07-23
CUST-02850,Starter,Trial,2023-11-24,13,32,56.0,0,2024-06-03
CUST-02851,Starter,Active,2023-04-07,21,32,10.0,14,2023-11-17
CUST-02852,Professional,Trial,2023-09-20,15,300,57.0,14,2024-04-11
CUST-02853,Growth,Churned,2022-04-26,32,98,21.0,0,2024-11-24
CUST-02854,Starter,Active,2023-06-21,18,30,88.0,12,2024-08-17
CUST-02855,Professional,Churned,2022-07-15,30,294,26.0,13,2024-10-18
CUST-02856,Starter,Active,2022-05-25,31,28,87.0,2,2024-11-08
CUST-02857,Professional,Trial,2024-02-24,10,295,46.0,0,2024-08-01
CUST-02858,Growth,Churned,2022-12-12,25,103,,13,2023-03-21
CUST-02859,Starter,Active,2022-07-28,29,31,29.0,2,2023-02-24
CUST-02860,Growth,Active,2022-08-13,29,96,68.0,2,2024-10-07
CUST-02861,Starter,Active,2024-06-26,6,26,45.0,10,2024-08-30
CUST-02862,Enterprise,Active,2022-04-15,33,996,50.0,3,2022-11-08
CUST-02863,Starter,Active,2023-12-18,12,26,25.0,3,2024-07-14
CUST-02864,Starter,Active,2024-11-20,1,28,75.0,5,2024-12-30
CUST-02865,Starter,Active,2023-09-19,15,33,74.0,4,2024-09-29
CUST-02866,Starter,Active,2024-05-03,8,30,5.0,0,2024-12-31
CUST-02867,Enterprise,Trial,2022-06-10,31,1001,24.0,12,2023-09-06
CUST-02868,Professional,Active,2024-01-13,11,297,91.0,5,2024-06-25
CUST-02869,Professional,Active,2022-06-13,31,294,15.0,8,2024-08-22
CUST-02870,Professional,Active,2023-10-27,14,299,71.0,0,2024-06-08
CUST-02871,Enterprise,Active,2022-11-29,25,997,48.0,6,2023-11-25
CUST-02872,Enterprise,Active,2024-02-14,10,997,30.0,2,2024-05-23
CUST-02873,Starter,Active,2024-06-04,7,28,67.0,5,2024-12-23
CUST-02874,Enterprise,Churned,2024-12-24,0,1001,39.0,6,2024-12-24
CUST-02875,Growth,Churned,2022-02-28,34,96,16.0,10,2024-02-25
CUST-02876,Growth,Churned,2024-02-25,10,102,8.0,9,2024-07-31
CUST-02877,Starter,Active,2024-11-01,2,26,10.0,0,2024-12-15
CUST-02878,Enterprise,Active,2022-07-06,30,996,34.0,12,2024-08-14
CUST-02879,Professional,Active,2022-03-02,34,296,25.0,5,2023-05-17
CUST-02880,Starter,Active,2023-07-09,18,33,91.0,6,2024-10-20
CUST-02881,Enterprise,Active,2024-03-02,10,1003,15.0,4,2024-04-18
CUST-02882,Starter,Active,2024-11-24,1,24,1.0,14,2024-12-29
CUST-02883,Growth,Active,2024-05-23,7,100,7.0,8,2024-06-23
CUST-02884,Enterprise,Active,2022-05-01,32,1002,83.0,12,2022-05-21
CUST-02885,Enterprise,Trial,2022-05-11,32,998,81.0,6,2024-12-10
CUST-02886,Starter,Churned,2024-09-08,3,30,25.0,8,2024-11-03
CUST-02887,Professional,Churned,2022-02-24,34,294,11.0,4,2023-01-17
CUST-02888,Starter,Active,2024-12-13,0,27,36.0,12,2024-12-19
CUST-02889,Professional,Active,2022-03-11,34,299,6.0,8,2023-05-22
CUST-02890,Starter,Active,2024-01-24,11,26,45.0,9,2024-03-10
CUST-02891,Growth,Active,2022-08-17,28,96,10.0,5,2022-11-15
CUST-02892,Enterprise,Churned,2023-04-02,21,1003,10.0,13,2023-07-20
CUST-02893,Starter,Active,2022-08-12,29,30,31.0,5,2024-05-21
CUST-02894,Starter,Active,2024-03-10,9,31,79.0,14,2024-11-07
CUST-02895,Growth,Active,2024-08-06,4,96,34.0,14,2024-08-14
CUST-02896,Starter,Active,2024-07-05,5,26,30.0,1,2024-10-24
CUST-02897,Growth,Active,2024-08-29,4,97,62.0,4,2024-12-28
CUST-02898,Enterprise,Active,2024-12-07,0,996,,0,2024-12-19
CUST-02899,Starter,Trial,2024-02-14,10,25,55.0,1,2024-02-24
CUST-02900,Starter,Active,2023-09-14,15,26,1.0,6,2023-12-06
CUST-02901,Starter,Trial,2024-03-06,10,29,33.0,4,2024-05-11
CUST-02902,Starter,Active,2023-10-23,14,25,70.0,2,2023-12-09
CUST-02903,Starter,Active,2024-02-14,10,25,35.0,14,2024-04-19
CUST-02904,Professional,Active,2023-09-10,15,303,34.0,2,2024-12-15
CUST-02905,Starter,Active,2024-09-15,3,28,41.0,10,2024-11-25
CUST-02906,Starter,Active,2024-10-25,2,28,60.0,5,2024-12-29
CUST-02907,Professional,Trial,2022-02-16,34,295,18.0,0,2022-09-18
CUST-02908,Professional,Active,2022-02-21,34,302,24.0,13,2022-07-10
CUST-02909,Growth,Active,2023-11-07,14,95,16.0,1,2023-11-13
CUST-02910,Growth,Active,2023-09-01,16,94,11.0,6,2024-02-18
CUST-02911,Starter,Active,2022-04-02,33,33,9.0,4,2024-02-15
CUST-02912,Starter,Active,2024-01-27,11,30,17.0,2,2024-07-05
CUST-02913,Professional,Active,2023-05-29,19,296,74.0,3,2023-07-16
CUST-02914,Growth,Active,2023-08-17,16,94,79.0,4,2024-04-16
CUST-02915,Enterprise,Active,2024-04-07,8,1002,73.0,10,2024-07-29
CUST-02916,Enterprise,Active,2022-10-31,26,999,42.0,12,2023-03-19
CUST-02917,Enterprise,Churned,2023-10-16,14,998,32.0,7,2024-11-15
CUST-02918,Starter,Active,2024-08-15,4,24,65.0,13,2024-12-08
CUST-02919,Enterprise,Active,2022-03-23,33,1001,13.0,4,2024-12-09
CUST-02920,Professional,Active,2022-05-12,32,297,29.0,9,2024-11-18
CUST-02921,Professional,Active,2022-06-24,30,300,43.0,13,2023-03-10
CUST-02922,Starter,Active,2023-05-15,19,26,71.0,11,2024-01-10
CUST-02923,Starter,Active,2023-03-14,21,24,82.0,12,2024-09-10
CUST-02924,Growth,Active,2023-08-26,16,98,34.0,14,2024-11-06
CUST-02925,Growth,Active,2024-11-06,1,95,45.0,12,2024-12-26
CUST-02926,Professional,Trial,2023-10-21,14,299,90.0,8,2024-11-25
CUST-02927,Starter,Active,2022-04-25,32,29,2.0,0,2024-06-06
CUST-02928,Enterprise,Active,2024-09-02,4,999,43.0,10,2024-11-04
CUST-02929,Growth,Churned,2022-01-19,35,101,21.0,7,2023-02-26
CUST-02930,Growth,Trial,2022-11-10,26,95,95.0,5,2024-05-11
CUST-02931,Starter,Churned,2023-04-03,21,29,6.0,12,2024-08-31
CUST-02932,Professional,Trial,2023-03-21,21,300,58.0,1,2024-10-15
CUST-02933,Growth,Churned,2024-05-19,7,98,7.0,2,2024-08-05
CUST-02934,Growth,Active,2022-05-14,32,98,47.0,9,2022-08-14
CUST-02935,Enterprise,Active,2022-01-24,35,996,79.0,7,2024-08-21
CUST-02936,Professional,Trial,2024-09-28,3,300,80.0,14,2024-11-26
CUST-02937,Enterprise,Active,2023-09-05,16,1003,49.0,4,2024-02-09
CUST-02938,Enterprise,Active,2022-01-14,36,996,73.0,13,2024-03-11
CUST-02939,Starter,Active,2022-04-03,33,27,60.0,10,2024-10-28
CUST-02940,Starter,Active,2022-04-27,32,25,96.0,4,2024-08-11
CUST-02941,Professional,Active,2024-01-30,11,294,65.0,6,2024-02-01
CUST-02942,Starter,Churned,2023-10-30,14,27,4.0,14,2024-10-05
CUST-02943,Growth,Active,2022-10-16,26,100,63.0,8,2024-02-18
CUST-02944,Enterprise,Active,2022-03-28,33,1002,36.0,3,2022-10-27
CUST-02945,Professional,Active,2024-07-14,5,296,19.0,4,2024-11-26
CUST-02946,Starter,Churned,2022-01-25,35,27,15.0,11,2023-07-15
CUST-02947,Enterprise,Active,2023-06-11,18,994,60.0,4,2024-06-23
CUST-02948,Enterprise,Active,2024-03-26,9,999,98.0,0,2024-12-03
CUST-02949,Enterprise,Active,2022-01-15,36,998,15.0,6,2024-07-14
CUST-02950,Growth,Active,2022-04-21,32,102,1.0,2,2022-06-25
CUST-02951,Professional,Trial,2024-06-05,6,299,26.0,5,2024-09-09
CUST-02952,Starter,Active,2024-07-17,5,30,66.0,14,2024-12-03
CUST-02953,Professional,Active,2024-01-10,11,301,99.0,1,2024-06-19
CUST-02954,Growth,Churned,2024-03-24,9,98,26.0,8,2024-05-07
CUST-02955,Starter,Active,2023-08-05,17,27,99.0,3,2024-10-29
