campaign_id,channel,date,impressions,clicks,conversions,spend,revenue,ctr,cpa,roas
CMP-0008,Google Ads,2023-12-06,68092,4468,560,2852.7739709362404,138275.06255827026,6.561710626799036,5.094239233814715,48.47038845944403
CMP-0001,LinkedIn,2024-10-21,29680,795,67,798.6845012907104,23752.186875585703,2.6785714285714284,11.920664198368812,29.73913583799497
CMP-0047,Email,2023-08-08,79417,5155,241,1051.833345764277,100039.69213537632,6.4910535527657816,4.364453716864221,95.10983136086645
CMP-0024,Email,2024-12-08,74477,3652,220,4407.489906190399,60118.378777228776,4.903527263450461,20.034045028138177,13.640049111125911
CMP-0031,LinkedIn,2024-01-29,36232,2626,356,422.14163821224906,24999.86445146305,7.247736807242217,1.1857911185737333,59.221508111202574
CMP-0026,Facebook,2023-04-19,61527,2381,286,4772.820903708945,22973.629480952946,3.869845758772571,16.688184978003303,4.813427937993694
CMP-0028,Google Ads,2024-11-03,15005,998,105,4343.3797332441145,49874.68843061906,6.651116294568476,41.365521268991564,11.482921479068363
CMP-0039,Email,2024-12-05,94822,7556,708,1118.6588940460074,288200.0057810539,7.968614878403746,1.5800266865056602,257.6299239339003
CMP-0028,Instagram,2024-10-24,65487,2521,257,4905.00823820192,114929.35380226375,3.849619008352803,19.085635168100858,23.431021564276637
CMP-0004,Instagram,2023-09-12,37352,1640,196,3743.4231975716652,71963.34592733248,4.390661811951167,19.09909794679421,19.22394079675914
CMP-0032,LinkedIn,2024-03-28,50679,3123,339,285.13275107755334,75724.25470034058,6.162315752086664,0.8410995607007473,265.57543605274697
CMP-0003,Organic,2023-09-18,40972,1388,167,4664.470586180825,31873.770361386218,3.3876793908034752,27.930961593897155,6.833309326854137
CMP-0006,Instagram,2023-04-28,26119,1917,159,4301.465486560678,35905.16971902888,7.339484666334852,27.053242053840744,8.34719465521914
CMP-0001,LinkedIn,2023-04-02,16083,765,46,4951.235741527356,10077.240908850215,4.756575265808618,107.63555959842078,2.035298142710044
CMP-0012,YouTube,2024-10-30,10398,448,28,1913.1395312871996,6068.7230560764765,4.308520869397961,68.3264118316857,3.1721277809744044
CMP-0044,Instagram,2023-05-27,25052,686,41,4054.687833661343,15688.27476524999,2.7383043269998404,98.89482521125227,3.869169565905554
CMP-0004,LinkedIn,2023-03-05,70696,1426,213,234.05320335833875,78630.06819013583,2.0170872468032135,1.0988413303208393,335.94954934136103
CMP-0021,LinkedIn,2024-09-02,96783,4499,400,1803.1770671839572,94640.40716622687,4.64854364919459,4.507942667959893,52.4853653524043
CMP-0039,Facebook,2023-10-05,94277,7540,169,3313.8313249372914,69628.32191499496,7.997708879153982,19.608469378327168,21.01142607682742
CMP-0046,Google Ads,2024-12-11,64150,3296,254,1113.1614615718659,119863.68012104335,5.137957911145752,4.3825254392593145,107.67861110803011
CMP-0012,Google Ads,2024-12-17,59577,1472,128,264.62058653125865,52680.64902780765,2.4707521358913676,2.0673483322754582,199.0799344766197
CMP-0019,Email,2024-07-07,8919,220,10,2536.124951493362,3762.3882659151495,2.4666442426280972,253.6124951493362,1.4835184929274559
CMP-0021,Google Ads,2023-10-04,11018,421,12,3916.0454225075855,1527.028795691862,3.8210201488473405,326.3371185422988,0.3899415433016224
CMP-0022,YouTube,2024-05-15,38478,854,99,3753.6587054719625,43337.894858958396,2.2194500753677424,37.915744499716794,11.545507532632579
CMP-0045,Email,2023-11-29,46620,2662,304,3934.8230517685356,106002.34586191211,5.7099957099957095,12.943496880817552,26.93954581115625
CMP-0026,Google Ads,2023-12-20,10449,827,48,2246.561096693127,11395.588307865315,7.914632979232462,46.803356181106814,5.07245866788991
CMP-0027,YouTube,2023-02-03,52350,3419,498,2650.629266186731,59257.17316603819,6.531041069723018,5.322548727282593,22.35588881552161
CMP-0031,Facebook,2024-04-22,21647,496,44,2659.2800660669536,13501.970433493718,2.291310574213517,60.43818331970349,5.077302915846312
CMP-0029,Google Ads,2023-05-03,12242,767,47,2218.40622955218,21491.79213050267,6.265316124816206,47.2001325436634,9.687942561737723
CMP-0033,Email,2023-07-04,21011,1323,67,1291.4159499256712,12523.61822217585,6.296701727666461,19.27486492426375,9.697586763503006
CMP-0042,Instagram,2023-06-16,10647,531,67,104.21620557787065,8226.56462092659,4.987320371935756,1.5554657548935917,78.93747978359927
CMP-0002,YouTube,2023-11-23,20627,698,31,3157.7073119359943,3375.6857751174057,3.383914287099433,101.86152619148369,1.0690306103917429
CMP-0008,Facebook,2024-01-19,27284,1555,162,637.1271712229772,65186.84498578953,5.699310951473391,3.9328837729813406,102.31371055901164
CMP-0046,Facebook,2023-06-16,46601,1700,178,1135.5995197285326,48448.97293377575,3.6479903864723933,6.3797725827445655,42.663784276130706
CMP-0009,Google Ads,2024-02-15,57085,1762,112,605.3463756709707,42149.97513087217,3.0866252080231233,5.4048783542050955,69.62951596786684
CMP-0041,Google Ads,2024-08-14,14553,702,66,153.97540494546047,22804.01636856137,4.823747680890538,2.332960680991825,148.10168141229286
CMP-0017,Organic,2023-04-19,81946,5248,671,1755.0979663793994,325520.8755519246,6.404217411466087,2.615645255408941,185.47162710435092
CMP-0029,YouTube,2023-08-26,46451,1455,169,4447.610924788382,31973.790291456982,3.1323329960603647,26.317224407031848,7.188980968018981
CMP-0031,YouTube,2023-04-17,80730,1551,154,1564.728529547608,50222.31249976892,1.921218877740617,10.16057486719226,32.0965020777688
CMP-0019,Organic,2023-09-19,25432,1696,205,1504.808510335709,57506.2070233417,6.668763762189369,7.340529318710775,38.214966640846946
CMP-0045,Facebook,2023-04-27,38531,780,80,3670.3282504776944,16403.409456443704,2.02434403467338,45.87910313097118,4.469194125704913
CMP-0019,YouTube,2023-01-24,27906,1471,124,926.0942243611423,6606.291107776727,5.271267827707303,7.468501809364051,7.1334977953609595
CMP-0011,Google Ads,2024-08-31,27489,1298,115,4327.969696149723,54774.19767291305,4.721888755502201,37.634519096954115,12.655864416435639
CMP-0011,Google Ads,2024-12-16,72692,1398,151,3097.58937804263,31041.84848682779,1.9231827436306608,20.513836940679667,10.02129226903637
CMP-0004,Organic,2023-05-13,82245,3946,167,2008.3646810479897,74320.11769387526,4.797860052282814,12.026135814658621,37.005290122456294
CMP-0042,Organic,2024-05-28,46357,2751,331,635.6974012789274,158514.23138096242,5.934378842461764,1.9205359555254604,249.3548519500877
CMP-0016,Organic,2023-09-24,65351,1411,35,3414.8954002085907,4442.5578726103995,2.1591100365717435,97.56844000595973,1.3009352709131403
CMP-0033,LinkedIn,2023-07-12,20928,1572,114,3499.371830382767,38378.87477403528,7.511467889908256,30.696244126164622,10.967361182031729
CMP-0044,YouTube,2024-12-02,83377,3400,272,4757.82062437889,102669.2107450535,4.077863199683366,17.491987589628273,21.579041929193465
CMP-0024,Instagram,2024-03-28,79853,5619,310,4690.451562279929,49327.01695884522,7.036679899314992,15.130488910580416,10.516475077906657
CMP-0044,YouTube,2024-10-25,91546,1476,81,4413.121222658358,29267.39843430045,1.6123041967972385,54.4829780575106,6.6319044861111855
CMP-0032,Organic,2023-11-18,30077,1758,179,1455.1264136603495,30834.741967964932,5.844997838880207,8.12919784167793,21.190421449639267
CMP-0017,Facebook,2024-10-03,63132,3061,431,4843.448769667954,156066.65420504095,4.848571247544826,11.237700161642586,32.2222163641756
CMP-0030,YouTube,2023-07-03,33022,1543,101,846.8777229901647,31932.359883254197,4.672642480770396,8.38492795039767,37.70598637369642
CMP-0039,Organic,2023-11-23,57092,1222,109,4804.863963676517,53632.46944795117,2.1404049604147692,44.08132076767447,11.162120270916773
CMP-0019,Google Ads,2024-11-07,36244,547,28,3548.388450765964,2277.880998980159,1.5092153183975279,126.72815895592728,0.6419480365765619
CMP-0011,YouTube,2023-11-28,51801,1389,110,1358.54567503873,19063.6373706698,2.6814154166907973,12.350415227624818,14.032386044088158
CMP-0047,Facebook,2023-04-10,70166,1566,137,2515.8233603826675,48379.86167773419,2.231850183849728,18.363674163377134,19.23022992773841
CMP-0048,Google Ads,2023-05-02,54027,2690,338,4873.274655683144,60033.112914679354,4.9789919854887374,14.417972354092143,12.318844546278463
CMP-0048,Organic,2024-02-10,75407,5953,524,4885.482514214607,224500.6410227567,7.894492553741696,9.323439912623297,45.95260352883435
CMP-0038,YouTube,2024-03-26,25602,1520,64,4794.305055543161,14726.161794596232,5.937036169049293,74.91101649286189,3.0715946574091877
CMP-0046,Facebook,2024-02-10,38529,812,16,3912.243029026962,4711.12291925922,2.10750343896805,244.51518931418514,1.2041999651619169
CMP-0026,Instagram,2023-10-06,34309,929,124,3537.486242462326,42397.500262104244,2.707744323646857,28.528114858567147,11.985205695836928
CMP-0001,Organic,2024-10-19,7918,136,4,3109.4254903220594,797.3890507989106,1.7176054559232128,777.3563725805149,0.2564425657668101
CMP-0034,Google Ads,2023-02-13,26899,744,69,2331.2840469340863,33909.55723629945,2.765902078144169,33.786725317885306,14.545442148456564
CMP-0018,Facebook,2024-06-08,82440,1191,33,4028.720040277975,11408.196006727314,1.4446870451237264,122.08242546296894,2.831717243360541
CMP-0026,YouTube,2023-12-05,63755,1781,39,3351.811990823135,3220.579686423166,2.7935063916555563,85.94389720059321,0.9608473551740767
CMP-0012,LinkedIn,2024-06-19,34952,2018,159,4041.7250261686613,19706.422000277093,5.7736324101625085,25.41965425263309,4.875745349494427
CMP-0019,Google Ads,2024-07-18,99235,1798,131,1846.2222130447044,44172.0946434527,1.8118607346198419,14.093299336219118,23.92566524839181
CMP-0048,Organic,2024-03-16,43893,1110,93,4789.762459795304,12156.364176467434,2.528877041897341,51.5028221483366,2.537988945904209
CMP-0047,Google Ads,2023-11-21,65626,3994,569,3126.860299507893,253592.1744061844,6.086002499009538,5.495360807570989,81.10121659291747
CMP-0013,Email,2023-02-10,34482,496,67,342.4267887024462,11528.82713690218,1.438431645496201,5.1108475925738235,33.668005884084685
CMP-0003,Email,2023-01-02,36322,1295,124,2827.785966425297,33050.52650940479,3.5653323054897856,22.80472553568788,11.687775136385277
CMP-0024,Email,2023-10-11,36718,1996,62,1920.7369997956032,3159.749357203935,5.436025927338091,30.97962902896134,1.645071322903751
CMP-0034,YouTube,2023-04-05,61836,3542,377,4927.091004293927,85318.65366557082,5.728054854777152,13.06920690794145,17.31623255815981
CMP-0016,LinkedIn,2024-11-28,39371,2972,366,4674.39855109829,27230.98084509163,7.548703360341367,12.77158074070571,5.825558207631542
CMP-0049,Organic,2024-08-29,57124,3794,307,3677.35335809928,126036.4141603047,6.641691758280233,11.97834970064912,34.27367508284528
CMP-0023,LinkedIn,2023-11-21,1379,43,1,684.2554945414215,483.54224177015715,3.118201595358956,684.2554945414215,0.7066691398572114
CMP-0027,Instagram,2024-02-24,5552,197,10,4266.118271607946,1760.5060226404144,3.5482708933717575,426.6118271607946,0.4126716397801275
CMP-0026,LinkedIn,2023-09-03,44937,1002,145,4256.958155197724,15534.350301467608,2.229788370385206,29.358332104811893,3.6491667841508484
CMP-0013,Google Ads,2024-12-07,71461,3909,240,545.2610434638284,64402.2305585756,5.470116567078547,2.2719210144326185,118.11265692016731
CMP-0036,Google Ads,2023-06-17,73449,5408,490,3527.66699603305,159157.44054667055,7.3629321025473455,7.199320400067449,45.116911750924075
CMP-0022,Instagram,2023-08-08,15152,756,67,4551.177638322827,22501.813099520376,4.989440337909187,67.9280244525795,4.9441737694537915
CMP-0030,Facebook,2023-04-15,59477,4050,151,1684.5395633383275,66454.27270046268,6.809354876675017,11.155891147935943,39.449517332063884
CMP-0026,LinkedIn,2024-03-05,18435,1236,25,4107.884061523368,7302.905214076307,6.704637917005696,164.3153624609347,1.7777778303139593
CMP-0040,Email,2024-04-17,8590,523,26,2448.0812001114496,2405.29586093525,6.0884749708963914,94.15696923505575,0.9825229084826713
CMP-0021,Google Ads,2024-11-24,14150,339,47,1392.3553705796958,12115.879351558784,2.395759717314488,29.624582352759486,8.701714811869069
CMP-0046,YouTube,2023-11-14,56706,2341,71,1023.2928562038187,7379.0375563721545,4.128310937114239,14.412575439490404,7.211071113841924
CMP-0047,LinkedIn,2023-09-26,67854,4776,469,937.1852392290837,56622.27913869219,7.0386417897249975,1.9982627702112659,60.41738257131422
CMP-0026,Google Ads,2024-12-16,89072,2099,136,3992.1438413377464,13272.45758270102,2.356520567630681,29.353998833365782,3.3246441286177424
CMP-0026,Facebook,2023-11-19,21095,1321,92,2203.3254367947175,8920.977284076422,6.262147428300545,23.949189530377364,4.048869556489209
CMP-0046,Organic,2023-03-14,81096,6184,396,4635.066819051886,121065.53799009004,7.625530235769952,11.704714189524966,26.119480628081707
CMP-0003,Instagram,2024-07-13,57174,1487,178,4539.008006154213,36201.98769781312,2.600832546262287,25.500044978394456,7.975748808710772
CMP-0012,YouTube,2024-05-31,96814,7334,957,1613.0465060691758,394584.23537012096,7.5753506724234105,1.685524039779703,244.62049537039147
CMP-0004,Google Ads,2024-11-16,11751,929,65,1074.743301942266,23295.92780786265,7.905710152327461,16.534512337573325,21.67580646072645
CMP-0030,Organic,2023-10-21,29497,1746,194,2353.6753706038944,92399.18917731747,5.919246025019493,12.132347271154094,39.25740581361912
CMP-0023,Instagram,2024-03-19,42856,1480,209,,48017.64442923314,3.4534254246779916,11.396094373800047,20.160371381700244
CMP-0039,LinkedIn,2024-02-17,91105,3860,230,1174.3009338791112,15258.736533416737,4.236869546128094,5.1056562342570055,12.993889464953412
CMP-0012,LinkedIn,2023-10-28,78473,5903,531,1282.9299016990465,259704.39837419076,7.522332522013942,2.4160638450076206,202.43070025123868
CMP-0035,Email,2024-10-13,81110,3739,339,1450.6132641962806,55002.114576622196,4.609789175194181,4.279095174620297,37.91645639411438
CMP-0031,Facebook,2024-10-22,67519,708,52,4018.382153908147,9266.694696647783,1.0485937291725291,77.27657988284898,2.306076013112715
CMP-0001,Google Ads,2023-07-09,9427,201,20,3364.036701955192,1580.6343557784116,2.1321735440755276,168.20183509775958,0.4698623992002645
CMP-0014,YouTube,2023-03-07,17273,1335,93,3753.2341956234122,13194.250508054552,7.728825334336826,40.35735694218723,3.515434907696451
CMP-0046,Email,2024-11-23,22735,1581,136,3149.190497272161,63152.90458630103,6.954035627886519,23.15581247994236,20.053694637083492
CMP-0037,Instagram,2024-10-02,62765,3505,515,2893.5122929248837,151907.33638602,5.5843224727156855,5.618470471698803,52.49928841064839
CMP-0026,LinkedIn,2023-06-15,1910,109,14,583.4821109408911,2220.529494457359,5.706806282722513,41.67729363863508,3.8056513692881784
CMP-0026,Email,2024-05-01,19445,492,61,3803.146653246901,22270.962777133216,2.5302134224736434,62.34666644667051,5.855930577412677
CMP-0039,Instagram,2024-01-02,49424,2316,160,822.2148686736422,22574.560850225724,4.685982518614439,5.138842929210264,27.45579253102286
CMP-0014,Organic,2024-02-04,33616,2229,160,1216.2550731891179,35286.66584591141,6.630771061399334,7.601594207431987,29.012553882621805
CMP-0050,Google Ads,2024-02-24,92763,4374,129,4264.669810399914,50756.64453696637,4.715242068497138,33.05945589457298,11.901658696574854
CMP-0018,Email,2024-02-07,29872,2274,308,113.35438352396716,123397.18498315557,7.612479914301018,0.3680337127401531,1088.5964984059483
CMP-0042,Facebook,2023-05-03,89235,6279,941,975.2220322275139,326347.6866247671,7.036476718776265,1.0363677281907693,334.6393701538441
CMP-0050,Email,2024-05-09,31666,1121,87,3593.7658667475184,35115.4660490592,3.540074527884798,41.307653640776074,9.771216977148237
CMP-0028,Instagram,2024-05-31,93442,3678,104,3097.291477533345,44805.74774762175,3.936131504034588,29.78164882243601,14.466106297268682
CMP-0034,LinkedIn,2024-11-04,11147,860,87,2785.998484846582,6755.633796559551,7.715080290661165,32.022971090190595,2.424851927703603
CMP-0002,Organic,2024-07-15,4894,172,20,4077.703587509624,2508.4220313003807,3.5145075602778917,203.8851793754812,0.6151555593653019
CMP-0008,Organic,2023-06-22,59813,4198,424,2456.758239220554,192550.14779307856,7.01854111982345,5.794241130237156,78.3757004328469
CMP-0023,Google Ads,2024-10-17,37969,1005,43,4337.665869307163,6851.072757384046,2.6468961521241012,100.8759504490038,1.5794376431484656
CMP-0046,Google Ads,2023-08-12,54837,1704,38,2167.501877712481,2590.2777723792024,3.107390995131025,57.03952309769687,1.195052146904208
CMP-0015,Email,2024-06-16,60608,4814,593,1629.0620130505577,127039.81288113522,7.942845828933474,2.7471534790059993,77.98341122892083
CMP-0038,LinkedIn,2024-05-02,67523,4403,477,2754.321287927072,119804.01962322569,6.520741080816907,5.774258465255916,43.496748236438066
CMP-0012,YouTube,2024-05-22,21282,302,7,1186.9968942829817,2506.9649472853616,1.4190395639507565,169.57098489756882,2.1120231732364565
CMP-0004,Email,2023-09-29,71812,2420,201,3823.6241509324304,93453.69562382287,3.3699103213947526,19.023005726031993,24.44113017777472
CMP-0005,LinkedIn,2024-07-21,16887,183,17,976.6977728764871,1356.5149301302472,1.0836738319417303,57.45281016920512,1.3888789017457825
CMP-0020,Google Ads,2024-02-12,49052,2493,153,3765.7893690390742,75402.45233568287,5.082361575470929,24.613002412020094,20.02301375526043
CMP-0044,Google Ads,2024-01-09,54916,1174,57,1360.232144007319,19165.474182680387,2.1378104741787456,23.863721824689808,14.089855372934977
CMP-0031,Organic,2023-07-15,8938,650,79,2820.816109561892,32048.867183497106,7.2723204296263155,35.706533032429014,11.361558477654432
CMP-0028,Facebook,2024-01-03,78245,1153,143,3580.2855188252615,48679.12842408649,1.4735765863633459,25.036961670106724,13.596437537768985
CMP-0027,Google Ads,2024-09-09,66300,2428,322,4906.164413341533,110261.1388883291,3.6621417797888385,15.23653544516004,22.47399997205383
CMP-0049,Organic,2023-02-12,83805,1745,164,1490.6777626230094,65081.884879129706,2.082214664996122,9.089498552579325,43.65925789663023
CMP-0028,Facebook,2024-10-18,68324,1406,85,3806.3025932073665,17433.13605293974,2.057842046718576,44.78003050832196,4.580070981232675
CMP-0035,Facebook,2024-01-31,35531,422,50,4018.7590723287494,16832.81593608421,1.1876952520334356,80.37518144657498,4.188560606179883
CMP-0001,Google Ads,2024-02-08,26848,714,78,2164.847874652451,33594.3414964605,2.6594159713945174,27.75445993144168,15.518107248923348
CMP-0021,Google Ads,2023-04-22,80517,6284,431,1482.311504317587,146561.06810847178,7.804563011537937,3.439237829043125,98.87332566844256
CMP-0028,Email,2023-01-12,91389,4808,672,252.93239121886612,230302.09967166308,5.261027038264999,0.37638748693283647,910.5282979449606
CMP-0047,Facebook,2023-04-07,5111,257,9,358.3199105248786,4012.394090916782,5.028370181960478,39.81332339165318,11.197798316703354
CMP-0017,Google Ads,2023-08-30,33428,1066,156,4789.241722307457,14602.682791569629,3.1889434007418926,30.700267450688827,3.0490594624933767
CMP-0042,YouTube,2024-04-22,6864,386,51,3780.8414345058573,10126.594531321469,5.623543123543123,74.13414577462466,2.678397046461955
CMP-0024,YouTube,2024-10-20,34121,1193,70,3413.7738902236106,32828.11364771878,3.496380528120512,48.76819843176587,9.61637024107899
CMP-0038,Facebook,2024-03-14,1957,86,2,678.6431510041567,218.70633321682044,4.394481349003577,339.32157550207836,0.32227000728322514
CMP-0008,Organic,2023-06-08,62385,2804,225,3934.980489454115,88685.16785156874,4.4946701931554065,17.488802175351623,22.53763851923741
CMP-0028,Instagram,2023-03-03,25725,845,18,4129.986654447437,8409.918951395319,3.2847424684159376,229.44370302485763,2.0363065682885377
CMP-0017,Google Ads,2024-03-25,70976,764,84,687.1647916598421,39611.943495709915,1.0764201983769162,8.18053323404574,57.64547889601201
CMP-0038,Email,2023-06-21,38059,1036,45,1531.2477793488113,8486.774567186569,2.7220893875298877,34.027728429973585,5.54239142850918
CMP-0043,YouTube,2023-01-26,37896,503,63,444.82291818063567,27296.672885692846,1.3273168672155373,7.060681240962471,61.365257431740716
CMP-0041,LinkedIn,2023-07-16,13419,347,43,4608.295213854929,3724.5654384367645,2.5858856844772338,107.16965613616114,0.8082306505101466
CMP-0016,Google Ads,2023-12-03,2835,127,5,2203.3046090075914,1388.8518365643636,4.479717813051146,440.66092180151827,0.6303494445962821
CMP-0043,Google Ads,2024-02-25,82230,4174,547,2082.393886837179,258639.33924504524,5.0760063237261335,3.8069358077462137,124.20289018321927
CMP-0041,YouTube,2024-05-09,87056,5923,379,4356.96041350064,175756.5068382188,6.803666605403419,11.495937766492455,40.339248044029304
CMP-0040,Facebook,2024-03-03,51350,2066,277,2126.0398899331058,16439.468614514488,4.0233690360272645,7.675234259686302,7.732436579556249
CMP-0018,Facebook,2023-01-12,9781,626,13,843.1432057615172,2776.7606498464793,6.400163582455781,64.85716967396286,3.293344037966292
CMP-0044,LinkedIn,2023-03-25,3794,184,23,621.1695459797384,11490.054022162398,4.849762783342119,27.00737156433645,18.49745226005846
CMP-0012,Google Ads,2023-04-12,19783,1446,180,1860.1656625057014,71206.69285535635,7.3093059697720255,10.33425368058723,38.2797587820424
CMP-0013,YouTube,2024-10-03,71398,4295,99,629.8807734329481,12655.35894757771,6.01557466595703,6.362432054878264,20.09167366484936
CMP-0034,LinkedIn,2023-05-02,47730,1227,149,304.5978272047689,7610.024479852637,2.5707102451288497,2.0442807194950934,24.983843613358157
CMP-0050,Facebook,2024-04-06,47255,3657,248,2678.623248290241,89894.49687878673,7.738863612316157,10.800900194718714,33.55996291608616
CMP-0002,Email,2023-08-28,67147,2292,290,1744.9787821940417,91795.62168378854,3.413406406838727,6.017168214462213,52.605580434834685
CMP-0038,LinkedIn,2023-04-24,14809,907,75,,34142.1527195724,6.124653926666217,9.54652893905261,47.685258781901155
CMP-0046,Organic,2023-12-07,88127,5654,674,4492.290878056698,43935.81952332379,6.415740919355022,6.665119997116762,9.780270404558001
CMP-0013,YouTube,2023-11-05,85462,2180,112,2946.478574502983,54422.535605540455,2.550841309587887,26.307844415205206,18.47036529519667
CMP-0033,LinkedIn,2023-04-08,94511,4253,402,2913.332308720661,147000.96363737955,4.5000052903894785,7.247095295325027,50.45801441783772
CMP-0013,Instagram,2024-10-08,33714,479,25,4910.2690036182485,10821.646093048186,1.4207747523284096,196.41076014472995,2.2038804971935346
CMP-0003,Organic,2024-06-29,68134,3356,98,3587.9148208340866,45801.035880725445,4.925587812252327,36.6113757227968,12.765363217312396
CMP-0050,Facebook,2024-08-04,75791,1680,123,1420.5598287182888,57645.28572399399,2.216622026361969,11.54926690014869,40.57927343757489
CMP-0030,Instagram,2024-11-02,53748,1078,88,251.34563000126633,7459.469952906383,2.005656024410211,2.856200340923481,29.678136647407797
CMP-0030,Organic,2023-03-29,74683,4427,168,1772.577770702605,69469.76209242533,5.927721168137327,10.551058158944077,39.191376108078614
CMP-0014,Organic,2023-10-22,96621,4687,563,1406.1199784826845,135481.63252108503,4.850912327547842,2.49754880725166,96.35140286341746
CMP-0040,YouTube,2024-01-19,73969,1058,71,564.5955146193653,6738.017145802101,1.4303289215752544,7.952049501681201,11.934237823948507
CMP-0023,Facebook,2023-06-06,53612,791,61,3804.6081530727497,10862.359460914147,1.475415951652615,62.37062546020901,2.8550534046827614
CMP-0049,Instagram,2024-05-24,55281,776,46,340.47829201844695,3576.534148259042,1.4037372695862955,7.401702000401021,10.50444105278015
CMP-0028,Organic,2023-12-01,63830,3460,70,3387.980385315835,28124.30215547468,5.420648597838007,48.399719790226214,8.301199817263072
CMP-0001,YouTube,2023-02-11,73314,4826,316,3333.124096588048,68792.77504199406,6.582644515372235,10.54786106515205,20.639128051791943
CMP-0048,LinkedIn,2023-10-12,6187,476,39,2343.947479809618,16807.952204884707,7.693550994019718,60.10121743101585,7.170788744059187
CMP-0018,Email,2023-04-11,11809,731,99,821.5678566597405,23247.169320471727,6.190193919891608,8.298665218785258,28.29610376310005
CMP-0019,Facebook,2023-07-09,39608,1615,228,3196.5846792738785,70694.45270238037,4.077459099171884,14.020108242429291,22.115620199505866
CMP-0015,Organic,2023-10-14,8239,171,22,3137.0554083444777,5265.204195243936,2.075494598859085,142.59342765202172,1.6783905637237528
CMP-0030,Google Ads,2024-08-19,36102,1334,32,3128.3015230178735,9797.999551119976,3.695086144811922,97.75942259430855,3.1320508841704755
CMP-0045,YouTube,2023-02-26,74984,2190,145,2223.623845256896,55411.04483969288,2.920623066254134,15.335336863840661,24.919252848402163
CMP-0022,LinkedIn,2023-09-17,89943,5640,212,628.5455185783142,71769.47829276488,6.270638070778159,2.964837351784501,114.18342215707438
CMP-0008,YouTube,2024-04-01,77566,4104,385,1737.6066206491028,187519.648653824,5.290978005827295,4.513263949737929,107.91835529711202
CMP-0040,YouTube,2023-08-01,13949,732,63,274.7467445037222,5713.224216931606,5.247688006308696,4.361059436567019,20.794511058725956
CMP-0043,Facebook,2023-03-29,94499,5382,796,1512.3150207329409,292666.03059455595,5.69529836294564,1.8998932421268102,193.52186983682532
CMP-0042,Instagram,2023-10-21,71548,4656,376,780.6438251650472,22365.93211606952,6.507519427517192,2.076180386077253,28.650623235687306
CMP-0020,Google Ads,2024-08-28,17735,316,21,2317.321968333301,9820.90386178721,1.7817874259937976,110.34866515872861,4.238040287880561
CMP-0036,LinkedIn,2023-09-22,77187,5359,465,1152.2548380077087,64286.32735287576,6.942878982212031,2.477967393564965,55.79176171134955
CMP-0050,Google Ads,2024-06-11,29469,509,31,3444.924431411474,14548.401318605915,1.7272387933082223,111.12659456166045,4.223140915937323
CMP-0009,LinkedIn,2023-04-28,58030,2811,396,3334.7193473472694,23368.767870565283,4.844046183008788,8.421008452897144,7.007716523177541
CMP-0039,Email,2024-06-05,15190,499,40,3819.103444065863,6280.015379523015,3.2850559578670175,95.47758610164658,1.6443690178858408
CMP-0039,Google Ads,2023-12-11,79798,1536,48,4347.92622712972,12114.784419963104,1.9248602721872727,90.58179639853584,2.7863362410269477
CMP-0010,LinkedIn,2024-08-10,94405,7253,263,2490.561072552675,32908.47599284834,7.6828557809438065,9.469813964078611,13.213278066343154
CMP-0036,Organic,2023-04-09,68271,1143,35,2573.045885242507,5501.324568659167,1.6742101331458454,73.5155967212145,2.1380592550686957
CMP-0019,Email,2024-06-12,12454,721,69,4189.708667131499,25102.75636226832,5.7893046410791715,60.7204154656739,5.991527897679583
CMP-0030,Google Ads,2023-01-12,73343,1983,127,1504.4932195999136,26884.194351330036,2.703734507723982,11.846403303936327,17.869269200481533
CMP-0027,Email,2023-12-15,85554,2067,101,2925.6890654934487,12122.898047812443,2.416017953573182,28.967218470232165,4.143604387354056
CMP-0046,YouTube,2024-02-04,53034,3366,444,3887.365597900083,38571.46316494867,6.346871818078968,8.755327923198385,9.922262826471634
CMP-0012,Instagram,2023-03-20,75296,1704,77,180.99517065230273,23878.810124978536,2.263068423289418,2.3505866318480875,131.93064786712162
CMP-0020,LinkedIn,2023-12-22,63176,4515,656,3850.293760784691,235278.72504172422,7.146701278966697,5.869350245098614,61.106694621081154
CMP-0049,Email,2024-08-20,30293,1061,22,315.2578908062728,9541.54813316733,3.502459314032945,14.329904127557855,30.26585031310334
CMP-0046,Facebook,2024-11-28,35431,1184,112,3046.6248719832397,8079.777003936687,3.341706415286049,27.20200778556464,2.6520419623165
CMP-0026,YouTube,2024-09-27,8337,571,43,2638.138715321368,5332.662056001817,6.848986445963775,61.352063147008565,2.0213728812028036
CMP-0026,Facebook,2023-03-19,64750,5140,103,1200.127078634231,28387.597358726696,7.938223938223938,11.65171921004108,23.65382621899704
CMP-0029,LinkedIn,2024-04-21,92507,5177,272,1067.8166859710745,15347.125479302213,5.596333250456722,3.9257966395995387,14.372434595686718
CMP-0045,Google Ads,2024-06-18,10591,386,51,1686.1591427665169,19900.998389966146,3.644603908979322,33.06194397581405,11.802562335435407
CMP-0006,Facebook,2023-01-29,86694,2349,89,1248.9148132347584,26275.91926888891,2.7095300712852097,14.032750710502903,21.03900041095103
CMP-0048,LinkedIn,2023-05-07,40981,972,129,1502.408132838146,19880.128641264913,2.371830848441961,11.646574673163922,13.232175869355864
